perf_id,supplier_id,evaluation_period,otd_rating_pct,quality_pass_rate_pct,defect_ppm,overall_risk_score
PERF_00421,SUP_003,2026-M08,91.17,93.19,807,7.82
PERF_00422,SUP_013,2026-M05,85.24,92.42,517,11.17
PERF_00423,SUP_013,2026-M08,87.67,89.74,652,11.3
PERF_00424,SUP_019,2027-M06,93.21,95.73,821,5.53
PERF_00425,SUP_008,2027-M05,88.32,93.61,802,9.03
PERF_00426,SUP_009,2027-M11,93.53,99.9,538,3.28
PERF_00427,SUP_006,2026-M10,90.68,92.63,686,8.34
PERF_00428,SUP_018,2026-M03,93.24,97.57,611,4.59
PERF_00429,SUP_005,2026-M02,92.24,93.07,50,7.34
PERF_00430,SUP_001,2027-M06,96.72,94.04,50,4.62
PERF_00431,SUP_020,2026-M12,88.87,98.03,818,6.55
PERF_00432,SUP_009,2026-M03,95.62,95.6,440,4.39
PERF_00433,SUP_008,2026-M12,94.36,93.67,613,5.98
PERF_00434,SUP_005,2027-M02,95.57,94.73,558,4.85
PERF_00435,SUP_005,2026-M06,94.08,94.51,467,5.7
PERF_00436,SUP_017,2027-M07,84.7,91.67,838,11.81
PERF_00437,SUP_023,2027-M05,92.76,94.19,694,6.53
PERF_00438,SUP_003,2026-M01,91.95,96.48,811,5.78
PERF_00439,SUP_018,2026-M12,93.73,92.52,206,6.88
PERF_00440,SUP_002,2026-M02,92.48,94.08,402,6.72
PERF_00441,SUP_002,2027-M12,93.57,96.92,425,4.75
PERF_00442,SUP_020,2026-M04,89.16,91.96,424,9.44
PERF_00443,SUP_024,2027-M08,86.98,92.84,438,10.09
PERF_00444,SUP_016,2027-M01,92.2,97.43,883,5.19
PERF_00445,SUP_011,2027-M03,93.36,99.73,429,3.45
PERF_00446,SUP_020,2026-M10,86.69,90.27,759,11.52
PERF_00447,SUP_004,2026-M02,88.94,93.83,692,8.62
PERF_00448,SUP_012,2026-M02,94.61,97.49,598,3.95
PERF_00449,SUP_007,2026-M04,92.05,89.09,209,9.43
PERF_00450,SUP_019,2027-M04,92.3,89.58,655,9.06
PERF_00451,SUP_024,2026-M03,86.29,88.7,788,12.5
PERF_00452,SUP_025,2026-M03,96.28,94.56,50,4.58
PERF_00453,SUP_004,2027-M12,88.46,94.38,364,8.58
PERF_00454,SUP_015,2027-M09,91.25,93.76,735,7.5
PERF_00455,SUP_001,2027-M06,95.56,94.37,559,5.03
PERF_00456,SUP_016,2027-M06,89.92,93.53,453,8.28
PERF_00457,SUP_024,2026-M05,88.47,90.99,645,10.27
PERF_00458,SUP_005,2026-M08,99.5,92.97,50,3.77
PERF_00459,SUP_017,2026-M11,91.81,91.08,706,8.56
PERF_00460,SUP_011,2026-M10,97.12,94.49,765,4.19
PERF_00461,SUP_016,2027-M02,92.43,92.38,1071,7.59
PERF_00462,SUP_021,2027-M05,91.28,97.26,519,5.73
PERF_00463,SUP_009,2027-M03,97.01,99.3,466,1.84
PERF_00464,SUP_013,2027-M04,85.74,93.15,664,10.56
PERF_00465,SUP_011,2026-M02,99.5,96.34,326,2.08
PERF_00466,SUP_023,2027-M09,90.05,89.63,505,10.16
PERF_00467,SUP_013,2026-M07,91.6,90.36,590,9.02
PERF_00468,SUP_009,2026-M09,94.71,98.36,603,3.47
PERF_00469,SUP_015,2026-M01,93.69,91.91,335,7.2
PERF_00470,SUP_019,2026-M09,94.0,92.19,649,6.91
PERF_00471,SUP_010,2026-M10,93.18,94.19,811,6.31
PERF_00472,SUP_006,2027-M04,96.6,91.79,845,5.81
PERF_00473,SUP_009,2026-M02,93.27,96.07,765,5.33
PERF_00474,SUP_016,2027-M01,91.92,94.95,854,6.56
PERF_00475,SUP_014,2026-M09,87.21,90.1,571,11.34
PERF_00476,SUP_010,2026-M10,83.3,97.94,499,9.38
PERF_00477,SUP_004,2026-M02,89.44,92.71,721,8.93
PERF_00478,SUP_013,2026-M04,90.45,94.15,683,7.7
PERF_00479,SUP_019,2026-M06,89.0,93.71,650,8.65
PERF_00480,SUP_002,2027-M05,98.22,96.83,586,2.47
PERF_00481,SUP_021,2026-M10,95.09,98.33,496,3.29
PERF_00482,SUP_025,2026-M03,90.11,97.0,269,6.44
PERF_00483,SUP_023,2026-M05,87.91,94.47,947,8.81
PERF_00484,SUP_005,2026-M05,94.66,97.17,700,4.09
PERF_00485,SUP_002,2027-M11,94.12,99.9,553,2.99
PERF_00486,SUP_008,2027-M12,86.32,96.28,636,8.7
PERF_00487,SUP_018,2027-M04,97.57,97.48,392,2.47
PERF_00488,SUP_022,2027-M02,90.33,95.48,229,7.09
PERF_00489,SUP_015,2026-M07,88.96,95.27,953,7.89
PERF_00490,SUP_022,2027-M06,95.18,93.01,488,5.91
PERF_00491,SUP_024,2026-M10,93.39,91.68,653,7.47
PERF_00492,SUP_005,2027-M07,94.64,94.44,489,5.46
PERF_00493,SUP_024,2026-M03,89.44,94.25,502,8.16
PERF_00494,SUP_017,2026-M10,86.09,93.41,765,10.25
PERF_00495,SUP_013,2026-M04,93.18,91.0,844,7.91
PERF_00496,SUP_005,2026-M05,97.4,92.85,50,4.88
PERF_00497,SUP_008,2027-M07,87.02,97.56,449,7.71
PERF_00498,SUP_004,2027-M05,97.77,91.99,696,5.12
PERF_00499,SUP_005,2026-M10,99.23,99.9,772,0.44
PERF_00500,SUP_024,2026-M12,93.43,95.76,798,5.41
PERF_00501,SUP_022,2027-M12,96.34,94.62,236,4.52
PERF_00502,SUP_004,2027-M12,90.09,92.97,569,8.47
PERF_00503,SUP_010,2027-M12,91.29,95.19,737,6.76
PERF_00504,SUP_002,2027-M12,97.83,92.75,401,4.71
PERF_00505,SUP_014,2026-M12,86.15,87.53,763,13.16
PERF_00506,SUP_008,2026-M10,91.23,98.18,686,5.29
PERF_00507,SUP_002,2026-M06,90.33,99.9,684,4.88
PERF_00508,SUP_020,2026-M06,89.45,91.23,628,9.66
PERF_00509,SUP_013,2027-M01,86.88,94.72,1176,9.2
PERF_00510,SUP_016,2027-M10,95.03,92.38,416,6.3
PERF_00511,SUP_007,2026-M04,89.62,88.38,784,11.0
PERF_00512,SUP_014,2027-M03,87.86,91.03,461,10.56
PERF_00513,SUP_018,2027-M09,95.24,94.47,186,5.15
PERF_00514,SUP_012,2026-M01,85.98,96.33,714,8.84
PERF_00515,SUP_010,2026-M07,94.18,91.66,599,7.08
PERF_00516,SUP_016,2026-M09,91.81,91.1,700,8.55
PERF_00517,SUP_010,2026-M08,91.5,95.87,699,6.31
PERF_00518,SUP_003,2027-M12,88.89,90.81,534,10.15
PERF_00519,SUP_020,2027-M03,87.02,92.72,1002,10.13
PERF_00520,SUP_023,2026-M12,87.09,96.73,645,8.09
PERF_00521,SUP_009,2026-M05,93.04,93.53,50,6.72
PERF_00522,SUP_008,2027-M07,94.25,96.24,503,4.75
PERF_00523,SUP_015,2026-M05,90.9,95.09,307,7.0
PERF_00524,SUP_017,2026-M01,85.81,93.59,589,10.3
PERF_00525,SUP_004,2027-M11,90.98,90.01,753,9.5
PERF_00526,SUP_024,2027-M06,89.69,89.16,912,10.58
PERF_00527,SUP_016,2026-M01,88.2,91.57,680,10.12
PERF_00528,SUP_011,2027-M12,97.45,93.46,412,4.55
PERF_00529,SUP_006,2027-M05,91.39,95.13,695,6.74
PERF_00530,SUP_009,2026-M12,92.0,93.33,477,7.34
PERF_00531,SUP_008,2027-M10,88.38,87.1,647,12.26
PERF_00532,SUP_003,2026-M04,92.21,87.09,498,10.35
PERF_00533,SUP_012,2027-M05,96.46,99.9,364,1.82
PERF_00534,SUP_015,2026-M02,88.52,93.34,894,9.07
PERF_00535,SUP_015,2027-M08,88.76,91.8,523,9.72
PERF_00536,SUP_003,2027-M10,86.64,93.31,1024,10.03
PERF_00537,SUP_022,2026-M09,94.97,95.37,341,4.83
PERF_00538,SUP_018,2027-M11,89.01,98.01,404,6.49
PERF_00539,SUP_004,2027-M11,89.56,99.9,719,5.27
PERF_00540,SUP_022,2026-M07,91.74,94.93,629,6.66
PERF_00541,SUP_020,2027-M05,88.04,88.2,1003,11.88
PERF_00542,SUP_006,2027-M07,88.1,98.08,876,6.91
PERF_00543,SUP_017,2026-M03,86.06,94.8,853,9.57
PERF_00544,SUP_021,2026-M01,95.66,96.61,290,3.87
PERF_00545,SUP_024,2027-M05,87.87,95.77,613,8.18
PERF_00546,SUP_013,2026-M02,86.79,89.61,884,11.8
PERF_00547,SUP_010,2026-M09,95.39,90.13,724,7.24
PERF_00548,SUP_021,2026-M04,97.34,95.2,550,3.73
PERF_00549,SUP_012,2027-M07,91.41,97.47,322,5.56
PERF_00550,SUP_008,2027-M05,94.56,97.37,1077,4.03
PERF_00551,SUP_011,2026-M02,95.74,96.81,438,3.72
PERF_00552,SUP_019,2027-M06,88.44,93.85,640,8.86
PERF_00553,SUP_003,2027-M05,90.01,96.29,498,6.85
PERF_00554,SUP_003,2026-M09,92.92,96.29,676,5.39
PERF_00555,SUP_019,2027-M01,83.13,91.48,959,12.69
PERF_00556,SUP_023,2027-M07,89.43,90.5,599,10.03
PERF_00557,SUP_014,2026-M09,90.82,93.57,732,7.81
PERF_00558,SUP_021,2026-M12,92.0,94.42,275,6.79
PERF_00559,SUP_007,2026-M08,94.05,91.99,963,6.98
PERF_00560,SUP_024,2027-M03,94.36,95.7,593,4.97
PERF_00561,SUP_004,2027-M12,91.31,93.34,479,7.67
PERF_00562,SUP_011,2027-M07,94.97,93.05,637,5.99
PERF_00563,SUP_016,2027-M12,89.01,94.1,696,8.44
PERF_00564,SUP_009,2026-M08,92.32,96.87,365,5.41
PERF_00565,SUP_008,2026-M07,94.21,91.04,585,7.38
PERF_00566,SUP_010,2026-M07,95.02,90.3,584,7.34
PERF_00567,SUP_009,2026-M03,94.64,95.85,530,4.75
PERF_00568,SUP_004,2027-M09,91.57,94.99,881,6.72
PERF_00569,SUP_017,2026-M06,88.63,91.0,974,10.19
PERF_00570,SUP_021,2027-M12,98.8,95.07,265,3.06
PERF_00571,SUP_012,2027-M09,97.92,96.1,50,2.99
PERF_00572,SUP_004,2026-M09,92.64,92.06,641,7.65
PERF_00573,SUP_018,2027-M01,94.7,96.28,561,4.51
PERF_00574,SUP_024,2027-M11,88.49,94.48,628,8.52
PERF_00575,SUP_009,2026-M01,95.32,96.94,272,3.87
PERF_00576,SUP_005,2026-M06,97.86,95.06,521,3.54
PERF_00577,SUP_019,2026-M09,90.6,97.6,655,5.9
PERF_00578,SUP_021,2027-M05,92.05,95.35,399,6.3
PERF_00579,SUP_008,2026-M02,94.0,90.36,349,7.82
PERF_00580,SUP_023,2026-M05,86.3,95.38,1042,9.16
PERF_00581,SUP_021,2026-M05,92.79,94.98,474,6.11
PERF_00582,SUP_001,2027-M12,98.69,94.48,367,3.41
PERF_00583,SUP_010,2027-M05,92.13,94.05,757,6.91
PERF_00584,SUP_015,2026-M06,93.7,87.04,755,9.63
PERF_00585,SUP_017,2027-M03,85.44,87.02,942,13.77
PERF_00586,SUP_010,2027-M10,93.32,92.46,910,7.11
PERF_00587,SUP_008,2027-M09,96.44,97.69,887,2.94
PERF_00588,SUP_020,2026-M10,89.93,91.99,499,9.04
PERF_00589,SUP_007,2027-M11,88.46,90.69,1154,10.43
PERF_00590,SUP_012,2027-M06,94.07,96.71,470,4.61
PERF_00591,SUP_013,2026-M05,88.13,96.24,675,7.81
PERF_00592,SUP_004,2026-M08,90.68,91.54,395,8.89
PERF_00593,SUP_021,2026-M04,91.26,95.31,374,6.72
PERF_00594,SUP_018,2027-M09,91.62,92.28,403,8.05
PERF_00595,SUP_009,2026-M03,88.59,97.3,476,7.06
PERF_00596,SUP_023,2027-M06,85.13,92.23,549,11.32
PERF_00597,SUP_002,2027-M12,94.36,98.95,64,3.34
PERF_00598,SUP_016,2026-M04,90.75,93.2,774,8.03
PERF_00599,SUP_021,2027-M03,93.74,93.52,396,6.37
PERF_00600,SUP_018,2026-M02,91.31,98.49,424,5.1
PERF_00601,SUP_019,2027-M06,95.2,92.85,558,5.97
PERF_00602,SUP_018,2027-M01,89.16,91.29,103,9.78
PERF_00603,SUP_012,2027-M07,95.4,97.67,50,3.47
PERF_00604,SUP_017,2026-M12,90.09,90.39,869,9.76
PERF_00605,SUP_010,2026-M03,94.04,95.04,666,5.46
PERF_00606,SUP_016,2026-M07,87.73,88.22,496,12.03
PERF_00607,SUP_006,2026-M07,89.47,90.93,633,9.8
PERF_00608,SUP_010,2027-M09,89.43,92.24,589,9.16
PERF_00609,SUP_006,2026-M11,90.61,94.5,441,7.44
PERF_00610,SUP_004,2026-M07,94.33,93.15,663,6.26
PERF_00611,SUP_017,2027-M02,89.52,92.18,1030,9.15
PERF_00612,SUP_004,2027-M03,90.96,91.87,732,8.59
PERF_00613,SUP_011,2027-M09,90.57,96.27,393,6.58
PERF_00614,SUP_011,2027-M02,93.38,95.68,50,5.47
PERF_00615,SUP_011,2026-M03,92.35,96.23,431,5.71
PERF_00616,SUP_015,2026-M07,87.62,96.96,446,7.71
PERF_00617,SUP_021,2027-M10,96.01,96.47,330,3.76
PERF_00618,SUP_020,2026-M09,93.03,88.82,1003,9.08
PERF_00619,SUP_006,2027-M01,93.1,91.72,938,7.59
PERF_00620,SUP_005,2027-M12,93.85,97.12,412,4.52
PERF_00621,SUP_002,2027-M09,93.0,97.63,598,4.69
PERF_00622,SUP_021,2027-M09,87.85,98.66,127,6.75
PERF_00623,SUP_014,2026-M04,91.4,95.02,561,6.79
PERF_00624,SUP_019,2026-M10,88.27,90.24,657,10.75
PERF_00625,SUP_024,2026-M08,88.88,95.15,942,7.98
PERF_00626,SUP_009,2027-M05,97.29,93.99,418,4.36
PERF_00627,SUP_012,2026-M06,89.55,94.39,552,8.03
PERF_00628,SUP_001,2026-M12,99.5,93.71,201,3.4
PERF_00629,SUP_017,2026-M09,87.32,92.3,678,10.19
PERF_00630,SUP_015,2027-M12,91.97,92.62,617,7.7
PERF_00631,SUP_023,2027-M09,91.14,93.02,612,7.92
PERF_00632,SUP_001,2027-M06,94.87,96.58,245,4.28
PERF_00633,SUP_011,2026-M10,93.22,99.9,512,3.44
PERF_00634,SUP_024,2026-M03,88.91,94.94,613,8.08
PERF_00635,SUP_022,2026-M05,97.52,96.92,378,2.78
PERF_00636,SUP_010,2027-M11,90.54,88.87,494,10.29
PERF_00637,SUP_009,2027-M04,89.52,95.76,806,7.36
PERF_00638,SUP_017,2027-M06,94.09,93.2,940,6.35
PERF_00639,SUP_010,2026-M07,83.8,91.44,562,12.38
PERF_00640,SUP_002,2026-M01,91.54,95.18,345,6.64
PERF_00641,SUP_022,2027-M10,88.06,97.87,185,7.03
PERF_00642,SUP_011,2027-M11,94.72,99.9,216,2.69
PERF_00643,SUP_001,2027-M03,87.61,96.08,540,8.16
PERF_00644,SUP_021,2026-M07,98.98,92.33,559,4.34
PERF_00645,SUP_011,2026-M07,92.6,95.74,928,5.83
PERF_00646,SUP_011,2026-M07,89.49,96.63,493,6.94
PERF_00647,SUP_006,2026-M09,93.36,93.64,721,6.5
PERF_00648,SUP_010,2026-M09,88.03,93.47,651,9.25
PERF_00649,SUP_020,2026-M05,89.56,90.88,895,9.78
PERF_00650,SUP_019,2027-M10,89.41,95.82,689,7.39
PERF_00651,SUP_024,2026-M11,84.48,96.35,498,9.59
PERF_00652,SUP_022,2027-M04,92.04,94.51,674,6.72
PERF_00653,SUP_020,2027-M03,81.29,99.64,1031,9.53
PERF_00654,SUP_018,2027-M01,94.37,95.66,477,4.98
PERF_00655,SUP_021,2026-M04,94.66,97.01,571,4.16
PERF_00656,SUP_005,2027-M06,94.87,95.91,329,4.61
PERF_00657,SUP_025,2027-M01,93.42,98.83,518,3.88
PERF_00658,SUP_001,2026-M02,86.38,98.44,358,7.59
PERF_00659,SUP_007,2026-M09,89.14,91.83,944,9.52
PERF_00660,SUP_005,2027-M12,97.44,94.47,441,4.05
PERF_00661,SUP_006,2027-M09,87.19,89.95,534,11.43
PERF_00662,SUP_006,2026-M12,92.69,95.78,762,5.76
PERF_00663,SUP_013,2026-M05,90.18,93.29,671,8.26
PERF_00664,SUP_009,2027-M01,94.4,97.4,610,4.1
PERF_00665,SUP_023,2027-M12,93.07,94.77,770,6.08
PERF_00666,SUP_016,2027-M04,93.61,93.53,463,6.43
PERF_00667,SUP_011,2026-M03,93.51,94.14,264,6.17
PERF_00668,SUP_013,2027-M01,87.57,90.02,738,11.21
PERF_00669,SUP_023,2027-M02,83.82,93.53,700,11.33
PERF_00670,SUP_008,2026-M01,89.15,96.05,747,7.4
PERF_00671,SUP_008,2026-M03,86.78,92.49,406,10.37
PERF_00672,SUP_016,2027-M10,87.58,95.67,601,8.38
PERF_00673,SUP_005,2026-M04,93.81,91.39,487,7.4
PERF_00674,SUP_004,2027-M02,86.38,93.55,715,10.03
PERF_00675,SUP_006,2027-M11,94.18,90.13,56,7.84
PERF_00676,SUP_010,2027-M12,89.75,97.3,967,6.47
PERF_00677,SUP_024,2026-M09,90.43,91.97,841,8.8
PERF_00678,SUP_006,2026-M03,87.18,94.59,761,9.11
PERF_00679,SUP_014,2027-M12,91.48,99.1,858,4.71
PERF_00680,SUP_022,2027-M07,92.47,95.94,50,5.8
PERF_00681,SUP_013,2026-M03,85.92,90.98,695,11.55
PERF_00682,SUP_022,2027-M03,94.46,93.94,624,5.8
PERF_00683,SUP_014,2026-M02,88.3,92.18,714,9.76
PERF_00684,SUP_001,2026-M01,95.67,98.86,146,2.73
PERF_00685,SUP_021,2026-M10,91.13,94.64,190,7.12
PERF_00686,SUP_002,2027-M11,90.94,94.41,614,7.33
PERF_00687,SUP_018,2027-M12,94.49,96.28,590,4.62
PERF_00688,SUP_007,2027-M07,88.79,93.78,699,8.72
PERF_00689,SUP_007,2027-M02,90.0,91.34,232,9.33
PERF_00690,SUP_022,2027-M01,93.6,99.56,585,3.42
PERF_00691,SUP_022,2027-M02,96.9,99.09,417,2.0
PERF_00692,SUP_013,2027-M01,88.59,90.46,736,10.47
PERF_00693,SUP_025,2026-M05,95.85,99.01,372,2.57
PERF_00694,SUP_013,2026-M02,86.65,92.0,920,10.67
PERF_00695,SUP_017,2027-M08,83.07,85.86,729,15.53
PERF_00696,SUP_011,2027-M11,90.34,94.73,370,7.47
PERF_00697,SUP_011,2027-M06,92.64,99.63,465,3.87
PERF_00698,SUP_017,2027-M11,88.3,93.16,612,9.27
PERF_00699,SUP_007,2027-M09,92.32,92.61,854,7.53
PERF_00700,SUP_016,2026-M04,87.18,89.72,803,11.55
PERF_00701,SUP_002,2026-M07,94.53,93.34,266,6.06
PERF_00702,SUP_011,2027-M09,97.38,93.03,728,4.8
PERF_00703,SUP_011,2027-M06,91.3,97.6,334,5.55
PERF_00704,SUP_009,2026-M12,94.91,94.04,427,5.53
PERF_00705,SUP_007,2027-M04,89.32,90.29,868,10.19
PERF_00706,SUP_016,2027-M09,88.86,93.03,441,9.06
PERF_00707,SUP_019,2027-M04,81.81,92.52,1182,12.84
PERF_00708,SUP_008,2026-M10,93.95,94.35,507,5.85
PERF_00709,SUP_004,2027-M03,90.17,94.77,423,7.53
PERF_00710,SUP_010,2026-M01,92.54,94.59,863,6.44
PERF_00711,SUP_009,2027-M04,94.42,95.45,594,5.06
PERF_00712,SUP_003,2026-M12,91.28,92.11,585,8.31
PERF_00713,SUP_020,2026-M05,88.01,95.67,572,8.16
PERF_00714,SUP_019,2026-M04,85.1,93.41,710,10.75
PERF_00715,SUP_005,2027-M11,95.12,97.01,315,3.94
PERF_00716,SUP_004,2026-M08,94.57,89.4,494,8.02
PERF_00717,SUP_023,2026-M12,89.19,88.89,664,10.96
PERF_00718,SUP_017,2027-M06,92.38,91.65,886,7.98
PERF_00719,SUP_016,2026-M01,86.62,92.06,564,10.66
PERF_00720,SUP_009,2026-M07,92.15,98.6,571,4.62
PERF_00721,SUP_005,2026-M02,91.27,97.02,459,5.86
PERF_00722,SUP_018,2026-M01,97.12,99.75,216,1.56
PERF_00723,SUP_023,2026-M09,87.07,89.86,653,11.53
PERF_00724,SUP_014,2027-M05,89.7,94.67,764,7.81
PERF_00725,SUP_024,2027-M07,88.84,93.58,512,8.79
PERF_00726,SUP_020,2026-M02,93.97,87.78,856,9.12
PERF_00727,SUP_002,2027-M07,99.47,95.62,401,2.45
PERF_00728,SUP_017,2027-M06,86.33,91.15,1114,11.26
PERF_00729,SUP_021,2027-M02,86.46,99.23,175,7.16
PERF_00730,SUP_011,2027-M02,93.2,94.93,517,5.94
PERF_00731,SUP_016,2026-M07,85.61,94.76,1044,9.81
PERF_00732,SUP_007,2027-M12,85.11,93.27,587,10.81
PERF_00733,SUP_009,2027-M09,94.38,95.45,331,5.09
PERF_00734,SUP_012,2027-M07,96.06,99.9,321,2.02
PERF_00735,SUP_017,2027-M10,89.56,88.37,648,11.03
PERF_00736,SUP_009,2026-M02,94.52,99.11,531,3.19
PERF_00737,SUP_024,2027-M11,88.86,93.2,429,8.97
PERF_00738,SUP_016,2026-M04,92.21,95.81,549,5.99
PERF_00739,SUP_025,2027-M11,92.59,96.66,312,5.38
PERF_00740,SUP_015,2026-M11,90.5,99.05,570,5.22
PERF_00741,SUP_023,2026-M06,88.42,91.38,848,10.1
PERF_00742,SUP_010,2027-M03,88.66,91.18,984,10.08
PERF_00743,SUP_024,2027-M02,94.06,91.7,306,7.12
PERF_00744,SUP_020,2026-M08,90.72,90.09,978,9.59
PERF_00745,SUP_018,2027-M08,87.79,98.03,177,7.09
PERF_00746,SUP_011,2026-M01,96.19,96.04,209,3.88
PERF_00747,SUP_005,2026-M01,93.38,98.12,381,4.25
PERF_00748,SUP_001,2026-M11,96.95,99.9,50,1.57
PERF_00749,SUP_006,2027-M07,94.95,93.66,480,5.69
PERF_00750,SUP_011,2027-M01,90.01,95.53,584,7.23
PERF_00751,SUP_009,2026-M06,92.72,99.18,169,4.05
PERF_00752,SUP_013,2027-M09,87.96,88.87,872,11.59
PERF_00753,SUP_006,2026-M10,92.76,92.35,139,7.44
PERF_00754,SUP_022,2026-M11,94.6,97.09,480,4.16
PERF_00755,SUP_018,2027-M02,97.41,93.12,556,4.73
PERF_00756,SUP_004,2026-M07,93.68,88.95,723,8.69
PERF_00757,SUP_009,2027-M03,91.59,95.2,529,6.6
PERF_00758,SUP_013,2026-M03,86.54,90.31,806,11.57
PERF_00759,SUP_011,2026-M10,90.74,93.29,535,7.98
PERF_00760,SUP_001,2026-M01,91.75,98.47,412,4.89
PERF_00761,SUP_004,2026-M06,84.92,91.71,898,11.69
PERF_00762,SUP_017,2027-M05,84.46,90.44,932,12.55
PERF_00763,SUP_001,2026-M03,97.55,96.17,200,3.14
PERF_00764,SUP_010,2026-M08,93.47,97.15,915,4.69
PERF_00765,SUP_010,2026-M04,89.46,90.78,553,9.88
PERF_00766,SUP_018,2027-M10,95.27,96.85,700,3.94
PERF_00767,SUP_006,2026-M10,92.05,89.64,870,9.16
PERF_00768,SUP_012,2026-M07,91.61,95.44,410,6.47
PERF_00769,SUP_018,2027-M05,99.5,99.9,541,0.3
PERF_00770,SUP_001,2027-M01,94.65,98.14,497,3.6
PERF_00771,SUP_015,2027-M04,89.74,98.29,666,5.98
PERF_00772,SUP_005,2026-M06,96.09,98.06,444,2.92
PERF_00773,SUP_010,2026-M07,91.72,91.26,608,8.51
PERF_00774,SUP_008,2027-M07,88.3,95.5,715,8.1
PERF_00775,SUP_001,2027-M01,96.57,99.9,318,1.77
PERF_00776,SUP_019,2026-M11,91.51,90.27,622,9.11
PERF_00777,SUP_024,2026-M10,91.89,95.32,621,6.4
PERF_00778,SUP_021,2026-M06,92.89,91.61,388,7.75
PERF_00779,SUP_006,2026-M08,92.77,94.84,760,6.19
PERF_00780,SUP_004,2026-M01,90.25,93.42,527,8.16
PERF_00781,SUP_003,2026-M06,91.6,94.05,798,7.18
PERF_00782,SUP_024,2026-M11,88.22,87.82,899,11.98
PERF_00783,SUP_003,2026-M05,88.06,90.84,838,10.55
PERF_00784,SUP_018,2026-M08,92.52,98.45,543,4.52
PERF_00785,SUP_008,2027-M04,93.65,90.99,802,7.68
PERF_00786,SUP_001,2027-M11,95.98,95.88,348,4.07
PERF_00787,SUP_015,2027-M08,85.37,94.82,414,9.91
PERF_00788,SUP_002,2026-M02,89.34,91.79,662,9.44
PERF_00789,SUP_007,2026-M02,87.31,96.63,612,8.03
PERF_00790,SUP_006,2026-M06,84.98,90.61,907,12.2
PERF_00791,SUP_009,2027-M09,92.63,94.03,492,6.67
PERF_00792,SUP_006,2027-M03,91.61,96.19,949,6.1
PERF_00793,SUP_019,2027-M11,88.42,89.68,617,10.95
PERF_00794,SUP_007,2026-M04,89.98,90.39,528,9.81
PERF_00795,SUP_013,2027-M01,89.03,91.88,806,9.55
PERF_00796,SUP_008,2027-M12,89.32,93.82,375,8.43
PERF_00797,SUP_023,2026-M05,92.17,95.59,330,6.12
PERF_00798,SUP_009,2026-M03,90.31,91.66,329,9.02
PERF_00799,SUP_017,2026-M01,87.15,87.98,655,12.44
PERF_00800,SUP_017,2026-M03,84.39,92.12,853,11.75
PERF_00801,SUP_025,2026-M09,91.83,96.44,290,5.87
PERF_00802,SUP_016,2027-M10,89.59,97.78,908,6.31
PERF_00803,SUP_024,2027-M06,85.9,95.27,842,9.41
PERF_00804,SUP_024,2026-M10,86.36,95.25,987,9.19
PERF_00805,SUP_024,2026-M03,86.43,90.91,883,11.33
PERF_00806,SUP_012,2026-M05,95.41,97.78,428,3.41
PERF_00807,SUP_008,2026-M12,92.77,91.08,769,8.08
PERF_00808,SUP_017,2027-M06,90.91,91.03,831,9.03
PERF_00809,SUP_005,2027-M12,90.01,97.69,474,6.15
PERF_00810,SUP_017,2026-M01,87.21,94.41,773,9.19
PERF_00811,SUP_023,2027-M11,91.19,90.45,695,9.18
PERF_00812,SUP_007,2026-M03,88.68,93.36,646,8.98
PERF_00813,SUP_005,2027-M12,94.21,98.47,272,3.66
PERF_00814,SUP_009,2026-M07,88.28,99.77,736,5.97
PERF_00815,SUP_017,2027-M04,83.52,93.32,739,11.58
PERF_00816,SUP_002,2026-M03,94.19,96.34,393,4.73
PERF_00817,SUP_015,2027-M01,88.35,92.07,436,9.79
PERF_00818,SUP_020,2026-M07,85.2,91.63,676,11.59
PERF_00819,SUP_004,2026-M10,92.15,97.12,543,5.36
PERF_00820,SUP_001,2026-M05,95.92,98.05,414,3.02
PERF_00821,SUP_015,2027-M06,90.93,95.66,716,6.7
PERF_00822,SUP_009,2027-M08,89.39,97.57,637,6.52
PERF_00823,SUP_024,2026-M03,87.51,93.29,816,9.6
PERF_00824,SUP_020,2026-M05,87.07,94.48,1292,9.22
PERF_00825,SUP_019,2026-M07,87.14,89.55,760,11.66
PERF_00826,SUP_007,2027-M04,91.36,92.22,1010,8.21
PERF_00827,SUP_006,2027-M07,86.08,95.13,538,9.4
PERF_00828,SUP_015,2026-M10,95.86,98.78,466,2.68
PERF_00829,SUP_012,2027-M10,92.95,98.55,282,4.25
PERF_00830,SUP_020,2026-M08,87.56,91.86,436,10.29
PERF_00831,SUP_012,2026-M12,94.56,94.68,261,5.38
PERF_00832,SUP_001,2027-M11,99.5,93.66,482,3.42
PERF_00833,SUP_021,2027-M02,92.26,94.7,618,6.52
PERF_00834,SUP_005,2027-M07,95.62,97.83,553,3.28
PERF_00835,SUP_010,2026-M05,88.21,91.27,502,10.26
PERF_00836,SUP_024,2026-M02,87.32,99.9,928,6.39
PERF_00837,SUP_009,2027-M09,89.05,92.09,556,9.43
PERF_00838,SUP_016,2027-M02,92.04,94.97,589,6.5
PERF_00839,SUP_007,2026-M08,88.82,93.62,737,8.78
PERF_00840,SUP_001,2026-M03,88.54,96.23,149,7.61
PERF_00841,SUP_003,2026-M06,90.03,99.9,773,5.03
PERF_00842,SUP_001,2026-M11,94.26,99.1,416,3.32
