po_id,supplier_id,fabric_id,order_quantity_meters,unit_price,total_po_value,order_date,promised_delivery_date,actual_delivery_date,contracted_lead_time_days,actual_lead_time_days,delayed_days,is_on_time,quality_pass_rate_pct,risk_category
PO_000509,SUP_021,FAB_019,10713,17.9,191762.7,2024-08-18,2024-09-15,2024-09-15,28,28,0,1,99.1,Low
PO_000510,SUP_022,FAB_030,15385,18.31,281699.35,2025-03-16,2025-04-11,2025-04-12,26,27,1,0,91.32,Medium
PO_000511,SUP_025,FAB_014,17772,17.33,307988.76,2025-11-17,2025-12-01,2025-12-01,14,14,0,1,93.6,Low
PO_000512,SUP_025,FAB_014,17410,17.33,301715.3,2024-01-28,2024-02-11,2024-02-11,14,14,0,1,95.28,Low
PO_000513,SUP_025,FAB_012,1887,13.62,25700.94,2024-01-15,2024-02-02,2024-02-05,18,21,3,0,93.92,Medium
PO_000514,SUP_025,FAB_006,12814,16.41,210277.74,2024-02-13,2024-03-01,2024-03-01,17,17,0,1,100.0,Low
PO_000515,SUP_011,FAB_019,6863,15.83,108641.29,2024-07-08,2024-07-24,2024-07-24,16,16,0,1,95.14,Low
PO_000516,SUP_002,FAB_022,12891,5.07,65357.37,2025-09-21,2025-10-15,2025-10-15,24,24,0,1,96.51,Low
PO_000517,SUP_025,FAB_025,7352,17.52,128807.04,2024-04-27,2024-05-22,2024-05-22,25,25,0,1,96.43,Low
PO_000518,SUP_003,FAB_006,10607,16.44,174379.08,2025-03-14,2025-04-10,2025-04-10,27,27,0,1,90.48,Low
PO_000519,SUP_006,FAB_010,5614,5.13,28799.82,2025-06-27,2025-07-23,2025-07-23,26,26,0,1,94.02,Low
PO_000520,SUP_018,FAB_019,6178,15.93,98415.54,2025-01-02,2025-02-01,2025-02-01,30,30,0,1,99.54,Low
PO_000521,SUP_003,FAB_025,3854,18.52,71376.08,2024-11-05,2024-12-08,2024-12-09,33,34,1,0,92.78,Medium
PO_000522,SUP_001,FAB_025,13003,16.86,219230.58,2024-12-05,2025-01-01,2025-01-01,27,27,0,1,91.97,Low
PO_000523,SUP_007,FAB_004,7853,8.1,63609.3,2024-03-29,2024-04-14,2024-04-18,16,20,4,0,94.19,Medium
PO_000524,SUP_018,FAB_028,6680,16.57,110687.6,2024-11-01,2024-11-24,2024-11-24,23,23,0,1,93.06,Low
PO_000525,SUP_006,FAB_026,8912,12.79,113984.48,2024-11-08,2024-11-24,2024-11-24,16,16,0,1,95.51,Low
PO_000526,SUP_004,FAB_002,15098,12.42,187517.16,2025-04-07,2025-04-24,2025-04-25,17,18,1,0,94.4,Medium
PO_000527,SUP_002,FAB_019,12156,17.14,208353.84,2024-06-22,2024-07-12,2024-07-12,20,20,0,1,100.0,Low
PO_000528,SUP_013,FAB_022,10743,5.44,58441.92,2025-01-28,2025-03-09,2025-03-12,40,43,3,0,100.0,Medium
PO_000529,SUP_015,FAB_002,6418,15.2,97553.6,2024-11-18,2024-12-27,2024-12-27,39,39,0,1,100.0,Low
PO_000530,SUP_017,FAB_029,5508,9.81,54033.48,2024-08-12,2024-09-15,2024-09-23,34,42,8,0,88.96,High
PO_000531,SUP_018,FAB_015,2015,13.28,26759.2,2024-04-01,2024-04-16,2024-04-16,15,15,0,1,100.0,Low
PO_000532,SUP_003,FAB_010,13861,4.41,61127.01,2025-06-29,2025-07-14,2025-07-15,15,16,1,0,98.13,Medium
PO_000533,SUP_022,FAB_023,598,7.57,4526.86,2025-04-05,2025-04-27,2025-04-27,22,22,0,1,91.53,Low
PO_000534,SUP_019,FAB_019,13940,14.46,201572.4,2025-04-29,2025-05-30,2025-06-01,31,33,2,0,93.25,Medium
PO_000535,SUP_022,FAB_001,18235,9.5,173232.5,2025-09-15,2025-10-05,2025-10-05,20,20,0,1,99.22,Low
PO_000536,SUP_004,FAB_015,2292,13.72,31446.24,2024-08-01,2024-08-25,2024-08-25,24,24,0,1,89.56,Low
PO_000537,SUP_014,FAB_011,17794,6.09,108365.46,2024-10-13,2024-11-05,2024-11-05,23,23,0,1,97.74,Low
PO_000538,SUP_008,FAB_024,2389,4.27,10201.03,2025-09-30,2025-11-03,2025-11-03,34,34,0,1,97.94,Low
PO_000539,SUP_022,FAB_020,2317,10.02,23216.34,2024-07-23,2024-08-20,2024-08-20,28,28,0,1,94.7,Low
PO_000540,SUP_014,FAB_009,10224,8.16,83427.84,2024-07-10,2024-07-29,2024-08-15,19,36,17,0,88.3,High
PO_000541,SUP_024,FAB_004,6380,7.78,49636.4,2024-12-02,2025-01-05,2025-01-12,34,41,7,0,91.83,Medium
PO_000542,SUP_023,FAB_019,11435,15.67,179186.45,2025-02-19,2025-03-07,2025-03-15,16,24,8,0,87.72,High
PO_000543,SUP_004,FAB_002,2704,12.42,33583.68,2025-07-23,2025-08-09,2025-08-11,17,19,2,0,90.06,Medium
PO_000544,SUP_020,FAB_030,15996,15.13,242019.48,2024-05-09,2024-05-28,2024-06-12,19,34,15,0,92.54,High
PO_000545,SUP_019,FAB_019,7521,14.46,108753.66,2024-12-29,2025-01-29,2025-01-30,31,32,1,0,93.93,Medium
PO_000546,SUP_011,FAB_022,8163,5.56,45386.28,2024-08-17,2024-09-19,2024-09-19,33,33,0,1,91.78,Low
PO_000547,SUP_012,FAB_026,7737,11.82,91451.34,2025-08-16,2025-09-02,2025-09-02,17,17,0,1,100.0,Low
PO_000548,SUP_014,FAB_011,18446,6.09,112336.14,2025-06-05,2025-06-28,2025-06-28,23,23,0,1,91.17,Low
PO_000549,SUP_008,FAB_024,19106,4.27,81582.62,2025-02-01,2025-03-07,2025-03-08,34,35,1,0,95.25,Medium
PO_000550,SUP_023,FAB_006,14194,14.79,209929.26,2024-05-13,2024-06-17,2024-06-20,35,38,3,0,91.68,Medium
PO_000551,SUP_025,FAB_012,13093,13.62,178326.66,2025-06-19,2025-07-07,2025-07-10,18,21,3,0,91.07,Medium
PO_000552,SUP_003,FAB_010,4032,4.41,17781.12,2025-06-29,2025-07-14,2025-07-14,15,15,0,1,96.0,Low
PO_000553,SUP_025,FAB_006,6507,16.41,106779.87,2025-08-11,2025-08-28,2025-08-28,17,17,0,1,98.49,Low
PO_000554,SUP_024,FAB_003,6807,16.11,109660.77,2025-07-17,2025-08-01,2025-08-03,15,17,2,0,98.42,Medium
PO_000555,SUP_018,FAB_019,7420,15.93,118200.6,2024-11-25,2024-12-25,2024-12-25,30,30,0,1,93.94,Low
PO_000556,SUP_015,FAB_018,15424,12.21,188327.04,2024-10-25,2024-11-24,2024-12-03,30,39,9,0,92.53,High
PO_000557,SUP_001,FAB_017,10146,11.59,117592.14,2025-10-06,2025-11-10,2025-11-10,35,35,0,1,95.46,Low
PO_000558,SUP_012,FAB_023,14215,7.53,107038.95,2025-01-14,2025-02-08,2025-02-08,25,25,0,1,100.0,Low
PO_000559,SUP_001,FAB_025,18039,16.86,304137.54,2024-09-13,2024-10-10,2024-10-10,27,27,0,1,100.0,Low
PO_000560,SUP_019,FAB_014,3047,19.06,58075.82,2024-07-21,2024-08-06,2024-08-06,16,16,0,1,95.88,Low
PO_000561,SUP_004,FAB_011,5924,6.56,38861.44,2025-04-18,2025-05-20,2025-05-21,32,33,1,0,94.79,Medium
PO_000562,SUP_019,FAB_014,18626,19.06,355011.56,2025-04-10,2025-04-26,2025-04-27,16,17,1,0,92.72,Medium
PO_000563,SUP_004,FAB_015,14365,13.72,197087.8,2025-03-06,2025-03-30,2025-04-03,24,28,4,0,91.94,Medium
PO_000564,SUP_011,FAB_011,4349,6.37,27703.13,2024-01-03,2024-01-29,2024-01-29,26,26,0,1,95.91,Low
PO_000565,SUP_014,FAB_001,3725,11.57,43098.25,2024-10-17,2024-11-14,2024-11-25,28,39,11,0,92.61,High
PO_000566,SUP_017,FAB_007,10314,6.62,68278.68,2024-02-19,2024-03-11,2024-03-11,21,21,0,1,93.06,Low
PO_000567,SUP_003,FAB_023,10548,7.68,81008.64,2025-03-02,2025-03-16,2025-03-20,14,18,4,0,92.68,Medium
PO_000568,SUP_006,FAB_008,17903,16.35,292714.05,2024-01-22,2024-03-01,2024-03-06,39,44,5,0,91.96,Medium
PO_000569,SUP_006,FAB_018,14468,11.78,170433.04,2025-02-10,2025-03-19,2025-03-19,37,37,0,1,93.67,Low
PO_000570,SUP_008,FAB_002,13464,12.75,171666.0,2024-09-28,2024-10-17,2024-10-17,19,19,0,1,91.28,Low
PO_000571,SUP_025,FAB_009,8844,8.15,72078.6,2025-06-27,2025-07-24,2025-07-27,27,30,3,0,100.0,Medium
PO_000572,SUP_013,FAB_022,19941,5.44,108479.04,2024-11-19,2024-12-29,2024-12-29,40,40,0,1,90.75,Low
PO_000573,SUP_022,FAB_015,19514,14.68,286465.52,2025-09-29,2025-11-02,2025-11-02,34,34,0,1,96.94,Low
PO_000574,SUP_006,FAB_014,7905,16.46,130116.3,2024-03-05,2024-03-25,2024-04-04,20,30,10,0,89.92,High
PO_000575,SUP_025,FAB_025,7469,17.52,130856.88,2025-12-01,2025-12-26,2025-12-27,25,26,1,0,95.24,Medium
PO_000576,SUP_020,FAB_004,3821,8.06,30797.26,2025-04-15,2025-05-08,2025-05-08,23,23,0,1,93.91,Low
PO_000577,SUP_010,FAB_024,4052,4.93,19976.36,2025-08-04,2025-09-02,2025-09-02,29,29,0,1,87.67,Low
PO_000578,SUP_003,FAB_010,10428,4.41,45987.48,2024-03-29,2024-04-13,2024-04-13,15,15,0,1,92.81,Low
PO_000579,SUP_013,FAB_020,17736,8.4,148982.4,2024-12-01,2025-01-07,2025-01-18,37,48,11,0,93.72,High
PO_000580,SUP_011,FAB_019,13261,15.83,209921.63,2025-04-28,2025-05-14,2025-05-14,16,16,0,1,91.67,Low
PO_000581,SUP_003,FAB_025,10305,18.52,190848.6,2025-10-31,2025-12-03,2025-12-06,33,36,3,0,92.53,Medium
PO_000582,SUP_023,FAB_016,9749,5.8,56544.2,2024-12-05,2025-01-04,2025-01-04,30,30,0,1,90.96,Low
PO_000583,SUP_005,FAB_030,17515,15.73,275510.95,2024-05-28,2024-06-19,2024-06-19,22,22,0,1,99.58,Low
PO_000584,SUP_010,FAB_005,3564,6.79,24199.56,2024-12-04,2024-12-23,2024-12-28,19,24,5,0,89.27,Medium
PO_000585,SUP_019,FAB_011,9783,5.61,54882.63,2024-01-22,2024-02-06,2024-02-20,15,29,14,0,97.32,High
PO_000586,SUP_009,FAB_001,14584,10.99,160278.16,2025-05-12,2025-06-14,2025-06-15,33,34,1,0,98.36,Medium
PO_000587,SUP_014,FAB_011,723,6.09,4403.07,2024-06-06,2024-06-29,2024-07-02,23,26,3,0,93.31,Medium
PO_000588,SUP_018,FAB_005,10120,7.22,73066.4,2024-12-19,2025-01-27,2025-01-27,39,39,0,1,91.54,Low
PO_000589,SUP_013,FAB_010,5533,5.1,28218.3,2024-05-06,2024-06-02,2024-06-06,27,31,4,0,93.42,Medium
PO_000590,SUP_024,FAB_026,8229,14.09,115946.61,2024-12-25,2025-02-02,2025-02-02,39,39,0,1,92.96,Low
PO_000591,SUP_014,FAB_003,15905,14.68,233485.4,2025-07-08,2025-08-14,2025-09-11,37,65,28,0,90.89,High
PO_000592,SUP_001,FAB_006,1728,18.61,32158.08,2025-11-10,2025-12-20,2025-12-20,40,40,0,1,100.0,Low
PO_000593,SUP_016,FAB_025,12727,19.48,247921.96,2024-08-02,2024-08-18,2024-08-18,16,16,0,1,95.16,Low
PO_000594,SUP_008,FAB_025,6726,16.9,113669.4,2024-04-10,2024-05-11,2024-05-11,31,31,0,1,100.0,Low
PO_000595,SUP_001,FAB_004,6059,7.06,42776.54,2024-03-06,2024-03-29,2024-03-29,23,23,0,1,99.9,Low
PO_000596,SUP_013,FAB_015,12265,13.25,162511.25,2024-07-31,2024-09-05,2024-09-05,36,36,0,1,97.79,Low
PO_000597,SUP_023,FAB_019,8621,15.67,135091.07,2025-10-18,2025-11-03,2025-11-16,16,29,13,0,99.99,High
PO_000598,SUP_012,FAB_008,16400,13.43,220252.0,2025-12-01,2026-01-05,2026-01-05,35,35,0,1,100.0,Low
PO_000599,SUP_009,FAB_001,8877,10.99,97558.23,2025-04-25,2025-05-28,2025-05-29,33,34,1,0,93.56,Medium
PO_000600,SUP_003,FAB_010,10240,4.41,45158.4,2025-03-21,2025-04-05,2025-04-06,15,16,1,0,90.25,Medium
PO_000601,SUP_025,FAB_015,16010,13.15,210531.5,2025-06-14,2025-07-16,2025-07-19,32,35,3,0,93.81,Medium
PO_000602,SUP_013,FAB_024,14070,5.18,72882.6,2024-01-09,2024-02-07,2024-02-08,29,30,1,0,91.65,Medium
PO_000603,SUP_017,FAB_017,2068,11.31,23389.08,2024-05-08,2024-06-03,2024-06-03,26,26,0,1,92.4,Low
PO_000604,SUP_011,FAB_022,1530,5.56,8506.8,2024-08-23,2024-09-25,2024-09-25,33,33,0,1,98.92,Low
PO_000605,SUP_002,FAB_013,2983,13.79,41135.57,2025-10-06,2025-10-23,2025-10-24,17,18,1,0,95.48,Medium
PO_000606,SUP_019,FAB_010,16079,4.57,73481.03,2025-04-22,2025-05-22,2025-05-25,30,33,3,0,95.08,Medium
PO_000607,SUP_008,FAB_028,4215,16.49,69505.35,2024-06-05,2024-07-01,2024-07-04,26,29,3,0,98.2,Medium
PO_000608,SUP_009,FAB_005,18604,7.36,136925.44,2024-10-18,2024-11-13,2024-11-13,26,26,0,1,95.06,Low
PO_000609,SUP_017,FAB_023,4620,7.59,35065.8,2024-05-01,2024-05-15,2024-05-15,14,14,0,1,98.83,Low
PO_000610,SUP_007,FAB_016,12994,4.91,63800.54,2024-02-14,2024-03-11,2024-03-14,26,29,3,0,97.18,Medium
PO_000611,SUP_004,FAB_014,16463,19.52,321357.76,2025-09-27,2025-10-17,2025-10-17,20,20,0,1,86.56,Low
PO_000612,SUP_017,FAB_007,17365,6.62,114956.3,2024-12-27,2025-01-17,2025-01-18,21,22,1,0,86.14,Medium
PO_000613,SUP_020,FAB_005,11631,6.02,70018.62,2024-10-19,2024-11-19,2024-11-19,31,31,0,1,92.53,Low
PO_000614,SUP_010,FAB_029,11266,8.48,95535.68,2025-02-11,2025-02-26,2025-03-04,15,21,6,0,91.83,Medium
PO_000615,SUP_021,FAB_007,17854,7.73,138011.42,2024-08-19,2024-09-23,2024-09-26,35,38,3,0,90.94,Medium
PO_000616,SUP_010,FAB_005,10190,6.79,69190.1,2024-07-03,2024-07-22,2024-08-02,19,30,11,0,96.78,High
PO_000617,SUP_015,FAB_021,5173,13.5,69835.5,2025-06-23,2025-07-17,2025-07-17,24,24,0,1,97.0,Low
PO_000618,SUP_025,FAB_008,7066,13.68,96662.88,2025-06-21,2025-07-25,2025-07-25,34,34,0,1,97.03,Low
PO_000619,SUP_011,FAB_020,8736,8.32,72683.52,2024-07-23,2024-08-31,2024-08-31,39,39,0,1,89.2,Low
PO_000620,SUP_010,FAB_025,7611,19.23,146359.53,2024-05-28,2024-06-29,2024-06-29,32,32,0,1,92.62,Low
PO_000621,SUP_008,FAB_002,9260,12.75,118065.0,2025-06-04,2025-06-23,2025-06-30,19,26,7,0,99.77,Medium
PO_000622,SUP_003,FAB_018,19258,10.14,195276.12,2024-01-05,2024-01-31,2024-02-02,26,28,2,0,95.7,Medium
PO_000623,SUP_017,FAB_015,1153,14.49,16706.97,2025-09-01,2025-09-23,2025-10-02,22,31,9,0,93.62,High
PO_000624,SUP_025,FAB_024,1445,5.42,7831.9,2024-07-29,2024-08-18,2024-08-18,20,20,0,1,97.71,Low
PO_000625,SUP_007,FAB_004,18767,8.1,152012.7,2025-10-27,2025-11-12,2025-11-17,16,21,5,0,93.17,Medium
PO_000626,SUP_022,FAB_020,13841,10.02,138686.82,2025-10-27,2025-11-24,2025-11-24,28,28,0,1,93.39,Low
PO_000627,SUP_015,FAB_007,3246,8.43,27363.78,2024-11-13,2024-12-21,2025-01-02,38,50,12,0,97.71,High
PO_000628,SUP_011,FAB_015,15720,13.68,215049.6,2024-08-01,2024-08-30,2024-08-30,29,29,0,1,97.12,Low
PO_000629,SUP_021,FAB_005,6481,7.53,48801.93,2024-05-08,2024-06-05,2024-06-06,28,29,1,0,95.7,Medium
PO_000630,SUP_012,FAB_027,2502,12.77,31950.54,2025-11-17,2025-12-22,2025-12-22,35,35,0,1,98.7,Low
PO_000631,SUP_001,FAB_004,7052,7.06,49787.12,2025-08-09,2025-09-01,2025-09-01,23,23,0,1,93.0,Low
PO_000632,SUP_008,FAB_002,12755,12.75,162626.25,2024-10-14,2024-11-02,2024-11-07,19,24,5,0,94.89,Medium
PO_000633,SUP_006,FAB_010,3944,5.13,20232.72,2024-09-22,2024-10-18,2024-10-18,26,26,0,1,98.48,Low
PO_000634,SUP_023,FAB_018,12170,12.17,148108.9,2024-12-19,2025-01-15,2025-01-17,27,29,2,0,91.47,Medium
PO_000635,SUP_001,FAB_017,2327,11.59,26969.93,2024-12-11,2025-01-15,2025-01-15,35,35,0,1,97.86,Low
PO_000636,SUP_015,FAB_018,7198,12.21,87887.58,2025-05-12,2025-06-11,2025-06-11,30,30,0,1,97.42,Low
PO_000637,SUP_024,FAB_020,7654,8.15,62380.1,2024-02-22,2024-03-27,2024-04-06,34,44,10,0,92.62,High
PO_000638,SUP_010,FAB_022,1475,5.48,8083.0,2025-08-29,2025-09-15,2025-09-15,17,17,0,1,96.65,Low
PO_000639,SUP_008,FAB_015,613,13.41,8220.33,2025-03-27,2025-04-24,2025-04-24,28,28,0,1,91.44,Low
PO_000640,SUP_019,FAB_019,14945,14.46,216104.7,2025-11-06,2025-12-07,2025-12-07,31,31,0,1,96.34,Low
PO_000641,SUP_015,FAB_009,14707,8.22,120891.54,2025-01-12,2025-02-17,2025-02-17,36,36,0,1,89.31,Low
PO_000642,SUP_005,FAB_003,1676,17.05,28575.8,2024-11-09,2024-12-18,2024-12-18,39,39,0,1,95.6,Low
PO_000643,SUP_010,FAB_015,13389,12.31,164818.59,2024-06-25,2024-07-30,2024-08-03,35,39,4,0,90.3,Medium
PO_000644,SUP_023,FAB_017,903,9.24,8343.72,2024-07-16,2024-08-22,2024-08-24,37,39,2,0,87.05,Medium
PO_000645,SUP_012,FAB_027,13602,12.77,173697.54,2025-08-28,2025-10-02,2025-10-02,35,35,0,1,97.81,Low
PO_000646,SUP_006,FAB_026,11473,12.79,146739.67,2024-12-21,2025-01-06,2025-01-06,16,16,0,1,96.21,Low
PO_000647,SUP_005,FAB_026,8541,13.45,114876.45,2024-02-15,2024-03-24,2024-03-25,38,39,1,0,97.02,Medium
PO_000648,SUP_003,FAB_023,6362,7.68,48860.16,2025-08-30,2025-09-13,2025-09-20,14,21,7,0,88.83,Medium
PO_000649,SUP_011,FAB_022,3913,5.56,21756.28,2024-07-09,2024-08-11,2024-08-11,33,33,0,1,97.91,Low
PO_000650,SUP_008,FAB_023,1204,6.73,8102.92,2024-02-22,2024-03-25,2024-03-25,32,32,0,1,91.84,Low
PO_000651,SUP_025,FAB_016,5772,5.26,30360.72,2024-06-25,2024-07-10,2024-07-10,15,15,0,1,88.46,Low
PO_000652,SUP_009,FAB_026,13742,14.0,192388.0,2024-01-08,2024-01-24,2024-01-24,16,16,0,1,92.35,Low
PO_000653,SUP_005,FAB_003,3123,17.05,53247.15,2025-02-06,2025-03-17,2025-03-17,39,39,0,1,97.91,Low
PO_000654,SUP_018,FAB_004,14169,7.39,104708.91,2025-09-24,2025-10-24,2025-10-24,30,30,0,1,93.21,Low
PO_000655,SUP_024,FAB_026,5435,14.09,76579.15,2025-10-24,2025-12-02,2025-12-02,39,39,0,1,92.89,Low
PO_000656,SUP_003,FAB_025,8424,18.52,156012.48,2025-07-06,2025-08-08,2025-08-13,33,38,5,0,92.05,Medium
PO_000657,SUP_010,FAB_015,3558,12.31,43798.98,2025-11-24,2025-12-29,2026-01-01,35,38,3,0,93.16,Medium
PO_000658,SUP_019,FAB_002,12213,15.11,184538.43,2024-12-28,2025-01-28,2025-02-02,31,36,5,0,89.05,Medium
PO_000659,SUP_011,FAB_001,1528,9.83,15020.24,2025-03-11,2025-04-18,2025-04-18,38,38,0,1,100.0,Low
PO_000660,SUP_017,FAB_017,3649,11.31,41270.19,2024-09-11,2024-10-07,2024-10-13,26,32,6,0,83.44,High
PO_000661,SUP_017,FAB_017,2085,11.31,23581.35,2025-06-09,2025-07-05,2025-07-11,26,32,6,0,91.86,Medium
PO_000662,SUP_009,FAB_019,12325,17.77,219015.25,2024-02-25,2024-03-18,2024-03-18,22,22,0,1,100.0,Low
PO_000663,SUP_002,FAB_028,4278,16.61,71057.58,2025-04-02,2025-04-30,2025-04-30,28,28,0,1,94.56,Low
PO_000664,SUP_023,FAB_007,14456,8.16,117960.96,2025-08-12,2025-09-03,2025-09-07,22,26,4,0,97.22,Medium
PO_000665,SUP_018,FAB_028,6077,16.57,100695.89,2025-08-20,2025-09-12,2025-09-14,23,25,2,0,95.77,Medium
PO_000666,SUP_024,FAB_025,1962,19.85,38945.7,2025-04-15,2025-05-01,2025-05-01,16,16,0,1,94.17,Low
PO_000667,SUP_004,FAB_018,18372,12.22,224505.84,2025-10-01,2025-10-15,2025-10-19,14,18,4,0,88.65,Medium
PO_000668,SUP_019,FAB_010,916,4.57,4186.12,2025-06-04,2025-07-04,2025-07-05,30,31,1,0,93.94,Medium
PO_000669,SUP_007,FAB_023,12377,6.79,84039.83,2024-12-15,2025-01-12,2025-01-14,28,30,2,0,93.89,Medium
PO_000670,SUP_017,FAB_018,19005,10.55,200502.75,2024-07-21,2024-08-22,2024-08-22,32,32,0,1,91.02,Low
PO_000671,SUP_015,FAB_008,1688,13.31,22467.28,2025-08-10,2025-08-27,2025-08-30,17,20,3,0,100.0,Medium
PO_000672,SUP_017,FAB_018,14531,10.55,153302.05,2025-08-09,2025-09-10,2025-09-17,32,39,7,0,97.79,Medium
PO_000673,SUP_023,FAB_007,12855,8.16,104896.8,2024-10-22,2024-11-13,2024-11-13,22,22,0,1,99.0,Low
PO_000674,SUP_016,FAB_023,6666,6.9,45995.4,2024-04-23,2024-05-21,2024-05-22,28,29,1,0,91.41,Medium
PO_000675,SUP_002,FAB_019,8301,17.14,142279.14,2025-07-30,2025-08-19,2025-08-19,20,20,0,1,91.32,Low
PO_000676,SUP_025,FAB_020,5262,9.52,50094.24,2025-01-01,2025-02-06,2025-02-09,36,39,3,0,95.97,Medium
PO_000677,SUP_024,FAB_004,10076,7.78,78391.28,2025-08-07,2025-09-10,2025-09-15,34,39,5,0,95.12,Medium
PO_000678,SUP_002,FAB_006,12633,14.77,186589.41,2025-07-29,2025-08-25,2025-08-26,27,28,1,0,98.01,Medium
PO_000679,SUP_005,FAB_030,5614,15.73,88308.22,2025-05-16,2025-06-07,2025-06-07,22,22,0,1,95.95,Low
PO_000680,SUP_006,FAB_026,4919,12.79,62914.01,2024-09-08,2024-09-24,2024-09-24,16,16,0,1,94.4,Low
PO_000681,SUP_013,FAB_024,10456,5.18,54162.08,2025-07-14,2025-08-12,2025-08-12,29,29,0,1,92.89,Low
PO_000682,SUP_011,FAB_022,15519,5.56,86285.64,2025-01-04,2025-02-06,2025-02-06,33,33,0,1,98.67,Low
PO_000683,SUP_015,FAB_007,15514,8.43,130783.02,2024-09-01,2024-10-09,2024-10-09,38,38,0,1,92.96,Low
PO_000684,SUP_016,FAB_012,15446,13.37,206513.02,2025-08-06,2025-09-02,2025-09-02,27,27,0,1,90.54,Low
PO_000685,SUP_022,FAB_021,11138,13.91,154929.58,2024-10-03,2024-10-25,2024-10-25,22,22,0,1,92.02,Low
PO_000686,SUP_009,FAB_005,13035,7.36,95937.6,2025-08-26,2025-09-21,2025-09-21,26,26,0,1,97.49,Low
PO_000687,SUP_018,FAB_005,13676,7.22,98740.72,2024-03-15,2024-04-23,2024-04-23,39,39,0,1,93.78,Low
PO_000688,SUP_005,FAB_003,7589,17.05,129392.45,2025-04-13,2025-05-22,2025-05-22,39,39,0,1,95.59,Low
PO_000689,SUP_021,FAB_010,7925,4.79,37960.75,2025-08-02,2025-09-10,2025-09-10,39,39,0,1,92.62,Low
PO_000690,SUP_021,FAB_021,13886,13.21,183434.06,2024-02-26,2024-03-13,2024-03-13,16,16,0,1,98.01,Low
PO_000691,SUP_006,FAB_010,7074,5.13,36289.62,2025-06-10,2025-07-06,2025-07-06,26,26,0,1,99.33,Low
PO_000692,SUP_013,FAB_020,15519,8.4,130359.6,2024-05-17,2024-06-23,2024-07-01,37,45,8,0,100.0,High
PO_000693,SUP_025,FAB_009,3038,8.15,24759.7,2024-07-24,2024-08-20,2024-08-20,27,27,0,1,100.0,Low
PO_000694,SUP_025,FAB_015,1057,13.15,13899.55,2024-03-29,2024-04-30,2024-04-30,32,32,0,1,95.7,Low
PO_000695,SUP_006,FAB_014,3165,16.46,52095.9,2024-08-24,2024-09-13,2024-09-19,20,26,6,0,93.08,Medium
PO_000696,SUP_010,FAB_021,1577,13.79,21746.83,2024-04-04,2024-05-14,2024-05-20,40,46,6,0,92.56,Medium
PO_000697,SUP_013,FAB_016,5268,5.34,28131.12,2024-12-30,2025-01-14,2025-01-22,15,23,8,0,90.68,High
PO_000698,SUP_012,FAB_022,12431,4.72,58674.32,2024-02-06,2024-03-04,2024-03-06,27,29,2,0,92.76,Medium
PO_000699,SUP_007,FAB_026,4316,14.05,60639.8,2025-08-07,2025-08-23,2025-08-25,16,18,2,0,91.25,Medium
PO_000700,SUP_007,FAB_026,5845,14.05,82122.25,2025-03-15,2025-03-31,2025-03-31,16,16,0,1,99.5,Low
PO_000701,SUP_016,FAB_029,14067,9.89,139122.63,2024-10-04,2024-10-22,2024-10-23,18,19,1,0,92.35,Medium
PO_000702,SUP_013,FAB_025,3005,18.47,55502.35,2024-09-28,2024-10-29,2024-11-06,31,39,8,0,87.73,High
PO_000703,SUP_008,FAB_023,5480,6.73,36880.4,2025-07-17,2025-08-18,2025-08-18,32,32,0,1,94.31,Low
PO_000704,SUP_013,FAB_023,18475,6.49,119902.75,2025-01-23,2025-02-12,2025-02-15,20,23,3,0,96.42,Medium
PO_000705,SUP_018,FAB_012,9696,13.73,133126.08,2025-11-23,2025-12-26,2025-12-26,33,33,0,1,99.43,Low
PO_000706,SUP_018,FAB_015,2020,13.28,26825.6,2024-12-01,2024-12-16,2024-12-16,15,15,0,1,100.0,Low
PO_000707,SUP_020,FAB_027,18412,10.12,186329.44,2025-11-09,2025-11-30,2025-11-30,21,21,0,1,90.82,Low
PO_000708,SUP_019,FAB_013,13059,12.25,159972.75,2025-09-02,2025-09-16,2025-09-19,14,17,3,0,93.87,Medium
PO_000709,SUP_016,FAB_012,18925,13.37,253027.25,2024-09-30,2024-10-27,2024-10-28,27,28,1,0,95.38,Medium
PO_000710,SUP_025,FAB_025,8245,17.52,144452.4,2025-10-15,2025-11-09,2025-11-10,25,26,1,0,93.19,Medium
PO_000711,SUP_008,FAB_002,19747,12.75,251774.25,2025-01-05,2025-01-24,2025-01-25,19,20,1,0,91.67,Medium
PO_000712,SUP_015,FAB_009,16340,8.22,134314.8,2025-06-12,2025-07-18,2025-07-20,36,38,2,0,90.66,Medium
PO_000713,SUP_024,FAB_025,5968,19.85,118464.8,2024-09-03,2024-09-19,2024-09-23,16,20,4,0,90.33,Medium
PO_000714,SUP_008,FAB_015,5421,13.41,72695.61,2025-04-26,2025-05-24,2025-05-28,28,32,4,0,93.51,Medium
PO_000715,SUP_022,FAB_005,2757,7.26,20015.82,2024-10-05,2024-10-28,2024-10-28,23,23,0,1,100.0,Low
PO_000716,SUP_022,FAB_005,14807,7.26,107498.82,2025-04-02,2025-04-25,2025-04-25,23,23,0,1,91.96,Low
PO_000717,SUP_024,FAB_028,16049,18.15,291289.35,2024-01-01,2024-01-16,2024-01-16,15,15,0,1,91.12,Low
