markdown_id,sku_id,period,original_price,discount_percentage,discounted_price,units_sold_post_markdown,remaining_unallocated_stock
MKD_00396,SKU_0015,2026-W25,25.27,25,18.95,1842,275
MKD_00397,SKU_0003,2026-W36,53.62,25,40.21,936,331
MKD_00398,SKU_0008,2026-W12,132.98,50,66.49,330,754
MKD_00399,SKU_0049,2026-W44,105.19,15,89.41,825,861
MKD_00400,SKU_0021,2026-W16,75.47,15,64.15,492,1254
MKD_00401,SKU_0049,2026-W12,105.19,50,52.59,2794,708
MKD_00402,SKU_0012,2026-W19,126.0,50,63.0,2933,1354
MKD_00403,SKU_0032,2026-W02,114.7,50,57.35,2245,141
MKD_00404,SKU_0014,2026-W22,85.17,35,55.36,1847,457
MKD_00405,SKU_0005,2026-W23,92.4,35,60.06,1653,379
MKD_00406,SKU_0032,2026-W10,114.7,35,74.56,750,917
MKD_00407,SKU_0037,2026-W38,34.41,15,29.25,1761,1093
MKD_00408,SKU_0023,2026-W08,141.84,35,92.2,2626,131
MKD_00409,SKU_0017,2026-W17,44.35,35,28.83,2652,200
MKD_00410,SKU_0028,2026-W20,44.72,35,29.07,2335,1177
MKD_00411,SKU_0048,2026-W39,74.81,25,56.11,901,715
MKD_00412,SKU_0004,2026-W52,89.27,50,44.63,2051,925
MKD_00413,SKU_0005,2026-W34,92.4,15,78.54,2118,217
MKD_00414,SKU_0001,2026-W18,53.09,50,26.55,2810,1235
MKD_00415,SKU_0039,2026-W01,40.93,15,34.79,2002,287
MKD_00416,SKU_0036,2026-W10,93.96,15,79.87,432,488
MKD_00417,SKU_0008,2026-W24,132.98,35,86.44,2069,1051
MKD_00418,SKU_0030,2026-W12,142.37,35,92.54,771,941
MKD_00419,SKU_0013,2026-W40,146.12,35,94.98,944,1381
MKD_00420,SKU_0017,2026-W20,44.35,35,28.83,1755,159
MKD_00421,SKU_0029,2026-W21,108.48,50,54.24,1555,1034
MKD_00422,SKU_0034,2026-W52,104.29,15,88.65,1596,860
MKD_00423,SKU_0040,2026-W40,51.26,25,38.45,2492,1297
MKD_00424,SKU_0030,2026-W24,142.37,50,71.19,781,729
MKD_00425,SKU_0009,2026-W46,32.58,35,21.18,2348,143
MKD_00426,SKU_0032,2026-W10,114.7,35,74.56,949,333
MKD_00427,SKU_0011,2026-W50,47.94,15,40.75,1086,1060
MKD_00428,SKU_0048,2026-W52,74.81,25,56.11,1993,124
MKD_00429,SKU_0001,2026-W20,53.09,15,45.13,1619,482
MKD_00430,SKU_0016,2026-W16,77.88,25,58.41,836,1376
MKD_00431,SKU_0007,2026-W09,107.37,35,69.79,2911,169
MKD_00432,SKU_0017,2026-W32,44.35,15,37.7,2709,534
MKD_00433,SKU_0046,2026-W15,132.32,35,86.01,2393,697
MKD_00434,SKU_0013,2026-W31,146.12,15,124.2,589,1145
MKD_00435,SKU_0020,2026-W28,131.42,50,65.71,347,1342
MKD_00436,SKU_0002,2026-W46,98.56,25,73.92,1653,325
MKD_00437,SKU_0042,2026-W39,140.72,35,91.47,508,1439
MKD_00438,SKU_0014,2026-W15,85.17,25,63.88,697,606
MKD_00439,SKU_0037,2026-W25,34.41,25,25.81,445,828
MKD_00440,SKU_0045,2026-W10,58.35,50,29.18,515,1491
MKD_00441,SKU_0029,2026-W06,108.48,25,81.36,591,839
MKD_00442,SKU_0044,2026-W32,122.8,50,61.4,1989,1500
MKD_00443,SKU_0012,2026-W33,126.0,25,94.5,2050,835
MKD_00444,SKU_0035,2026-W26,121.39,25,91.04,1259,153
MKD_00445,SKU_0007,2026-W05,107.37,50,53.69,2363,215
MKD_00446,SKU_0013,2026-W51,146.12,15,124.2,1181,1172
MKD_00447,SKU_0029,2026-W11,108.48,35,70.51,1929,532
MKD_00448,SKU_0044,2026-W01,122.8,35,79.82,1751,703
MKD_00449,SKU_0049,2026-W23,105.19,50,52.59,1825,248
MKD_00450,SKU_0022,2026-W40,102.42,50,51.21,2430,560
MKD_00451,SKU_0011,2026-W39,47.94,25,35.95,2669,247
MKD_00452,SKU_0045,2026-W11,58.35,15,49.6,2376,1386
MKD_00453,SKU_0001,2026-W52,53.09,15,45.13,2608,273
MKD_00454,SKU_0030,2026-W45,142.37,50,71.19,417,264
MKD_00455,SKU_0037,2026-W32,34.41,25,25.81,2196,1423
MKD_00456,SKU_0008,2026-W38,132.98,50,66.49,1676,928
MKD_00457,SKU_0032,2026-W41,114.7,35,74.56,2597,996
MKD_00458,SKU_0026,2026-W08,34.16,50,17.08,933,264
MKD_00459,SKU_0046,2026-W32,132.32,50,66.16,1458,628
MKD_00460,SKU_0020,2026-W23,131.42,15,111.71,1846,837
MKD_00461,SKU_0029,2026-W14,108.48,35,70.51,2271,787
MKD_00462,SKU_0039,2026-W19,40.93,25,30.7,2482,252
MKD_00463,SKU_0014,2026-W35,85.17,25,63.88,776,1135
MKD_00464,SKU_0001,2026-W12,53.09,15,45.13,2822,849
MKD_00465,SKU_0023,2026-W43,141.84,35,92.2,1425,748
MKD_00466,SKU_0029,2026-W21,108.48,25,81.36,980,899
MKD_00467,SKU_0017,2026-W52,44.35,15,37.7,2131,321
MKD_00468,SKU_0045,2026-W41,58.35,35,37.93,2638,271
MKD_00469,SKU_0013,2026-W03,146.12,15,124.2,1384,983
MKD_00470,SKU_0047,2026-W10,63.15,35,41.05,2341,737
MKD_00471,SKU_0004,2026-W23,89.27,35,58.03,2068,614
MKD_00472,SKU_0021,2026-W51,75.47,35,49.06,1164,237
MKD_00473,SKU_0041,2026-W37,122.51,25,91.88,530,587
MKD_00474,SKU_0034,2026-W28,104.29,25,78.22,1607,303
MKD_00475,SKU_0010,2026-W29,48.95,35,31.82,1059,1273
MKD_00476,SKU_0038,2026-W26,129.32,25,96.99,1217,499
MKD_00477,SKU_0029,2026-W42,108.48,15,92.21,437,1326
MKD_00478,SKU_0023,2026-W05,141.84,15,120.56,1194,1498
MKD_00479,SKU_0039,2026-W44,40.93,15,34.79,1055,398
MKD_00480,SKU_0010,2026-W47,48.95,50,24.48,2074,302
MKD_00481,SKU_0023,2026-W50,141.84,35,92.2,919,810
MKD_00482,SKU_0045,2026-W06,58.35,15,49.6,2517,1070
MKD_00483,SKU_0045,2026-W12,58.35,35,37.93,944,588
MKD_00484,SKU_0008,2026-W33,132.98,35,86.44,1184,279
MKD_00485,SKU_0045,2026-W11,58.35,25,43.76,2852,1088
MKD_00486,SKU_0023,2026-W02,141.84,50,70.92,1118,696
MKD_00487,SKU_0002,2026-W08,98.56,50,49.28,2493,291
MKD_00488,SKU_0018,2026-W20,118.5,35,77.03,1237,923
MKD_00489,SKU_0010,2026-W42,48.95,50,24.48,1392,1166
MKD_00490,SKU_0047,2026-W36,63.15,15,53.68,2202,488
MKD_00491,SKU_0008,2026-W47,132.98,50,66.49,2567,743
MKD_00492,SKU_0009,2026-W28,32.58,50,16.29,1490,432
MKD_00493,SKU_0033,2026-W42,88.18,35,57.32,1898,1226
MKD_00494,SKU_0021,2026-W38,75.47,15,64.15,926,924
MKD_00495,SKU_0005,2026-W45,92.4,50,46.2,1742,1205
MKD_00496,SKU_0026,2026-W29,34.16,25,25.62,1460,429
MKD_00497,SKU_0043,2026-W42,135.18,15,114.9,517,559
MKD_00498,SKU_0040,2026-W26,51.26,15,43.57,797,184
MKD_00499,SKU_0009,2026-W07,32.58,15,27.69,734,307
MKD_00500,SKU_0032,2026-W20,114.7,15,97.5,383,693
MKD_00501,SKU_0046,2026-W35,132.32,50,66.16,2986,1447
MKD_00502,SKU_0031,2026-W31,117.8,25,88.35,1525,1145
MKD_00503,SKU_0004,2026-W09,89.27,35,58.03,783,1048
MKD_00504,SKU_0047,2026-W09,63.15,15,53.68,490,1123
MKD_00505,SKU_0016,2026-W50,77.88,50,38.94,530,1387
MKD_00506,SKU_0006,2026-W44,123.08,50,61.54,1231,355
MKD_00507,SKU_0028,2026-W38,44.72,25,33.54,1592,1153
MKD_00508,SKU_0005,2026-W29,92.4,15,78.54,2260,329
MKD_00509,SKU_0038,2026-W43,129.32,50,64.66,2330,989
MKD_00510,SKU_0032,2026-W05,114.7,35,74.56,1948,887
MKD_00511,SKU_0004,2026-W18,89.27,50,44.63,2545,792
MKD_00512,SKU_0036,2026-W51,93.96,35,61.07,2886,739
MKD_00513,SKU_0018,2026-W19,118.5,25,88.88,1697,219
MKD_00514,SKU_0018,2026-W19,118.5,50,59.25,1750,554
MKD_00515,SKU_0033,2026-W36,88.18,50,44.09,1499,747
MKD_00516,SKU_0007,2026-W27,107.37,25,80.53,1651,463
MKD_00517,SKU_0032,2026-W27,114.7,50,57.35,2121,586
MKD_00518,SKU_0007,2026-W24,107.37,35,69.79,1004,747
MKD_00519,SKU_0018,2026-W45,118.5,15,100.72,2209,1204
MKD_00520,SKU_0014,2026-W06,85.17,25,63.88,622,409
MKD_00521,SKU_0025,2026-W36,82.15,15,69.83,1989,1159
MKD_00522,SKU_0024,2026-W26,58.2,15,49.47,1178,710
MKD_00523,SKU_0021,2026-W27,75.47,35,49.06,2716,1106
MKD_00524,SKU_0032,2026-W01,114.7,15,97.5,1483,852
MKD_00525,SKU_0042,2026-W33,140.72,50,70.36,2571,475
MKD_00526,SKU_0028,2026-W20,44.72,25,33.54,1023,722
MKD_00527,SKU_0012,2026-W24,126.0,25,94.5,2824,478
MKD_00528,SKU_0034,2026-W01,104.29,50,52.15,367,779
MKD_00529,SKU_0009,2026-W06,32.58,35,21.18,1158,907
MKD_00530,SKU_0012,2026-W12,126.0,50,63.0,1641,1193
MKD_00531,SKU_0026,2026-W33,34.16,15,29.04,1053,301
MKD_00532,SKU_0005,2026-W01,92.4,35,60.06,2547,659
MKD_00533,SKU_0047,2026-W17,63.15,50,31.57,934,945
MKD_00534,SKU_0008,2026-W41,132.98,35,86.44,1576,1057
MKD_00535,SKU_0008,2026-W05,132.98,25,99.73,1838,357
MKD_00536,SKU_0031,2026-W30,117.8,35,76.57,2883,492
MKD_00537,SKU_0016,2026-W03,77.88,25,58.41,400,960
MKD_00538,SKU_0007,2026-W42,107.37,15,91.26,2808,557
MKD_00539,SKU_0028,2026-W10,44.72,35,29.07,2813,1467
MKD_00540,SKU_0031,2026-W52,117.8,35,76.57,2510,120
MKD_00541,SKU_0011,2026-W15,47.94,25,35.95,2900,834
MKD_00542,SKU_0011,2026-W21,47.94,25,35.95,2415,1390
MKD_00543,SKU_0017,2026-W39,44.35,35,28.83,2074,582
MKD_00544,SKU_0036,2026-W43,93.96,25,70.47,2983,1156
MKD_00545,SKU_0020,2026-W04,131.42,50,65.71,2144,690
MKD_00546,SKU_0038,2026-W26,129.32,15,109.92,2801,1169
MKD_00547,SKU_0008,2026-W21,132.98,35,86.44,1624,992
MKD_00548,SKU_0007,2026-W51,107.37,25,80.53,2792,977
MKD_00549,SKU_0049,2026-W51,105.19,15,89.41,1573,1067
MKD_00550,SKU_0042,2026-W49,140.72,35,91.47,776,1397
MKD_00551,SKU_0001,2026-W12,53.09,35,34.51,1400,380
MKD_00552,SKU_0021,2026-W26,75.47,35,49.06,1833,1160
MKD_00553,SKU_0038,2026-W13,129.32,25,96.99,1300,793
MKD_00554,SKU_0031,2026-W29,117.8,15,100.13,2072,1220
MKD_00555,SKU_0046,2026-W13,132.32,35,86.01,2379,655
MKD_00556,SKU_0038,2026-W02,129.32,35,84.06,2443,653
MKD_00557,SKU_0048,2026-W30,74.81,50,37.41,904,1060
MKD_00558,SKU_0040,2026-W10,51.26,50,25.63,2393,149
MKD_00559,SKU_0040,2026-W32,51.26,25,38.45,2172,250
MKD_00560,SKU_0020,2026-W02,131.42,15,111.71,1467,871
MKD_00561,SKU_0017,2026-W34,44.35,15,37.7,2336,1331
MKD_00562,SKU_0035,2026-W31,121.39,15,103.18,1266,984
MKD_00563,SKU_0008,2026-W29,132.98,35,86.44,1707,404
MKD_00564,SKU_0018,2026-W11,118.5,35,77.03,768,899
MKD_00565,SKU_0019,2026-W42,87.86,25,65.89,441,291
MKD_00566,SKU_0008,2026-W34,132.98,15,113.03,991,1440
MKD_00567,SKU_0039,2026-W17,40.93,35,26.6,2882,1250
MKD_00568,SKU_0042,2026-W09,140.72,35,91.47,643,267
MKD_00569,SKU_0042,2026-W08,140.72,25,105.54,1793,1280
MKD_00570,SKU_0020,2026-W16,131.42,50,65.71,1071,606
MKD_00571,SKU_0036,2026-W49,93.96,15,79.87,2237,1265
MKD_00572,SKU_0043,2026-W10,135.18,35,87.87,2093,960
MKD_00573,SKU_0038,2026-W07,129.32,15,109.92,2212,1056
MKD_00574,SKU_0002,2026-W40,98.56,50,49.28,2935,206
MKD_00575,SKU_0045,2026-W15,58.35,35,37.93,1105,1057
MKD_00576,SKU_0004,2026-W39,89.27,15,75.88,2895,583
MKD_00577,SKU_0025,2026-W39,82.15,25,61.61,2799,1170
MKD_00578,SKU_0045,2026-W48,58.35,50,29.18,1689,228
MKD_00579,SKU_0017,2026-W27,44.35,25,33.26,1327,980
MKD_00580,SKU_0012,2026-W46,126.0,50,63.0,2642,213
MKD_00581,SKU_0023,2026-W46,141.84,35,92.2,1695,468
MKD_00582,SKU_0005,2026-W51,92.4,15,78.54,2686,440
MKD_00583,SKU_0026,2026-W08,34.16,50,17.08,1064,753
MKD_00584,SKU_0035,2026-W01,121.39,35,78.9,1508,1112
MKD_00585,SKU_0027,2026-W33,141.66,15,120.41,2992,606
MKD_00586,SKU_0048,2026-W29,74.81,15,63.59,1311,775
MKD_00587,SKU_0018,2026-W04,118.5,50,59.25,363,1099
MKD_00588,SKU_0038,2026-W46,129.32,50,64.66,1341,221
MKD_00589,SKU_0041,2026-W51,122.51,50,61.26,2090,1156
MKD_00590,SKU_0023,2026-W18,141.84,50,70.92,1357,1317
MKD_00591,SKU_0045,2026-W21,58.35,25,43.76,1691,1280
MKD_00592,SKU_0015,2026-W17,25.27,25,18.95,2480,1131
MKD_00593,SKU_0025,2026-W20,82.15,35,53.4,1965,1219
MKD_00594,SKU_0004,2026-W09,89.27,15,75.88,1025,130
MKD_00595,SKU_0043,2026-W28,135.18,50,67.59,1424,898
MKD_00596,SKU_0024,2026-W05,58.2,25,43.65,2338,1462
MKD_00597,SKU_0024,2026-W37,58.2,35,37.83,2015,372
MKD_00598,SKU_0044,2026-W17,122.8,50,61.4,822,542
MKD_00599,SKU_0015,2026-W43,25.27,35,16.43,800,413
MKD_00600,SKU_0035,2026-W19,121.39,25,91.04,1275,1404
MKD_00601,SKU_0031,2026-W16,117.8,15,100.13,2189,797
MKD_00602,SKU_0012,2026-W40,126.0,50,63.0,2007,1149
MKD_00603,SKU_0024,2026-W23,58.2,50,29.1,1234,1322
MKD_00604,SKU_0005,2026-W42,92.4,50,46.2,2793,312
MKD_00605,SKU_0013,2026-W25,146.12,35,94.98,2556,1347
MKD_00606,SKU_0015,2026-W09,25.27,25,18.95,2283,901
MKD_00607,SKU_0026,2026-W25,34.16,15,29.04,1191,1375
MKD_00608,SKU_0033,2026-W34,88.18,35,57.32,726,346
MKD_00609,SKU_0030,2026-W50,142.37,25,106.78,909,792
MKD_00610,SKU_0008,2026-W52,132.98,25,99.73,1631,1084
MKD_00611,SKU_0020,2026-W23,131.42,15,111.71,1155,467
MKD_00612,SKU_0020,2026-W41,131.42,50,65.71,512,1404
MKD_00613,SKU_0025,2026-W39,82.15,25,61.61,2404,320
MKD_00614,SKU_0041,2026-W34,122.51,15,104.13,1655,818
MKD_00615,SKU_0018,2026-W03,118.5,25,88.88,1903,104
MKD_00616,SKU_0040,2026-W40,51.26,25,38.45,2861,908
MKD_00617,SKU_0004,2026-W46,89.27,15,75.88,2288,1221
MKD_00618,SKU_0037,2026-W37,34.41,35,22.37,1178,793
MKD_00619,SKU_0050,2026-W26,142.4,15,121.04,701,1097
MKD_00620,SKU_0030,2026-W14,142.37,25,106.78,2392,374
MKD_00621,SKU_0003,2026-W23,53.62,50,26.81,596,331
MKD_00622,SKU_0016,2026-W36,77.88,35,50.62,2063,795
MKD_00623,SKU_0029,2026-W46,108.48,50,54.24,2581,330
MKD_00624,SKU_0001,2026-W12,53.09,25,39.82,548,381
MKD_00625,SKU_0011,2026-W01,47.94,35,31.16,705,1096
MKD_00626,SKU_0015,2026-W36,25.27,25,18.95,639,753
MKD_00627,SKU_0040,2026-W49,51.26,35,33.32,1562,528
MKD_00628,SKU_0005,2026-W17,92.4,25,69.3,2897,935
MKD_00629,SKU_0032,2026-W01,114.7,35,74.56,317,1365
MKD_00630,SKU_0019,2026-W20,87.86,15,74.68,1299,1018
MKD_00631,SKU_0036,2026-W19,93.96,15,79.87,586,339
MKD_00632,SKU_0038,2026-W34,129.32,35,84.06,2213,559
MKD_00633,SKU_0027,2026-W27,141.66,15,120.41,1250,641
MKD_00634,SKU_0003,2026-W52,53.62,35,34.85,625,513
MKD_00635,SKU_0003,2026-W23,53.62,15,45.58,2195,481
MKD_00636,SKU_0015,2026-W14,25.27,35,16.43,1066,1026
MKD_00637,SKU_0037,2026-W33,34.41,15,29.25,998,564
MKD_00638,SKU_0015,2026-W27,25.27,15,21.48,2291,343
MKD_00639,SKU_0027,2026-W39,141.66,25,106.25,2675,950
MKD_00640,SKU_0048,2026-W43,74.81,15,63.59,2216,782
MKD_00641,SKU_0020,2026-W19,131.42,15,111.71,1507,364
MKD_00642,SKU_0042,2026-W15,140.72,25,105.54,1709,418
MKD_00643,SKU_0043,2026-W21,135.18,15,114.9,1960,200
MKD_00644,SKU_0010,2026-W43,48.95,25,36.71,2896,444
MKD_00645,SKU_0020,2026-W20,131.42,50,65.71,1923,1179
MKD_00646,SKU_0031,2026-W32,117.8,25,88.35,650,1228
MKD_00647,SKU_0023,2026-W48,141.84,35,92.2,592,570
MKD_00648,SKU_0030,2026-W14,142.37,15,121.01,1739,1290
MKD_00649,SKU_0029,2026-W35,108.48,50,54.24,366,1244
MKD_00650,SKU_0032,2026-W07,114.7,35,74.56,2175,1148
MKD_00651,SKU_0027,2026-W40,141.66,50,70.83,2960,558
MKD_00652,SKU_0040,2026-W28,51.26,25,38.45,2741,550
MKD_00653,SKU_0037,2026-W48,34.41,35,22.37,2736,1300
MKD_00654,SKU_0043,2026-W52,135.18,35,87.87,2314,479
MKD_00655,SKU_0002,2026-W04,98.56,25,73.92,1143,748
MKD_00656,SKU_0011,2026-W04,47.94,15,40.75,1538,1206
MKD_00657,SKU_0007,2026-W17,107.37,15,91.26,2009,1183
MKD_00658,SKU_0041,2026-W16,122.51,15,104.13,2486,1303
MKD_00659,SKU_0047,2026-W16,63.15,25,47.36,600,533
MKD_00660,SKU_0034,2026-W13,104.29,50,52.15,1483,1277
MKD_00661,SKU_0009,2026-W51,32.58,25,24.43,1625,1479
MKD_00662,SKU_0045,2026-W48,58.35,25,43.76,1441,1343
MKD_00663,SKU_0013,2026-W48,146.12,50,73.06,757,190
MKD_00664,SKU_0018,2026-W30,118.5,15,100.72,1929,481
MKD_00665,SKU_0036,2026-W45,93.96,35,61.07,730,113
MKD_00666,SKU_0016,2026-W51,77.88,15,66.2,589,943
MKD_00667,SKU_0018,2026-W48,118.5,15,100.72,1394,152
MKD_00668,SKU_0015,2026-W49,25.27,50,12.63,2992,919
MKD_00669,SKU_0009,2026-W08,32.58,15,27.69,2463,1238
MKD_00670,SKU_0002,2026-W40,98.56,50,49.28,451,666
MKD_00671,SKU_0016,2026-W07,77.88,15,66.2,1545,1424
MKD_00672,SKU_0033,2026-W05,88.18,25,66.14,2792,1280
MKD_00673,SKU_0008,2026-W01,132.98,25,99.73,1839,400
MKD_00674,SKU_0017,2026-W05,44.35,35,28.83,2463,746
MKD_00675,SKU_0049,2026-W05,105.19,15,89.41,2006,959
MKD_00676,SKU_0047,2026-W43,63.15,35,41.05,623,796
MKD_00677,SKU_0002,2026-W32,98.56,35,64.06,1652,890
MKD_00678,SKU_0034,2026-W05,104.29,15,88.65,2951,568
MKD_00679,SKU_0017,2026-W05,44.35,25,33.26,1685,556
MKD_00680,SKU_0012,2026-W07,126.0,25,94.5,1361,1297
MKD_00681,SKU_0015,2026-W48,25.27,25,18.95,2418,1423
MKD_00682,SKU_0010,2026-W14,48.95,25,36.71,1803,1348
MKD_00683,SKU_0026,2026-W18,34.16,25,25.62,2259,442
MKD_00684,SKU_0050,2026-W11,142.4,50,71.2,1406,1010
MKD_00685,SKU_0007,2026-W37,107.37,25,80.53,687,961
MKD_00686,SKU_0021,2026-W29,75.47,25,56.6,2111,507
MKD_00687,SKU_0001,2026-W45,53.09,50,26.55,853,1483
MKD_00688,SKU_0017,2026-W15,44.35,15,37.7,1922,687
MKD_00689,SKU_0034,2026-W01,104.29,15,88.65,976,1461
MKD_00690,SKU_0023,2026-W01,141.84,35,92.2,2067,651
MKD_00691,SKU_0048,2026-W43,74.81,50,37.41,2156,965
MKD_00692,SKU_0024,2026-W32,58.2,15,49.47,897,1091
MKD_00693,SKU_0048,2026-W46,74.81,50,37.41,1583,549
MKD_00694,SKU_0011,2026-W09,47.94,15,40.75,1132,1402
MKD_00695,SKU_0025,2026-W48,82.15,35,53.4,1660,991
MKD_00696,SKU_0019,2026-W07,87.86,35,57.11,1366,1301
MKD_00697,SKU_0013,2026-W02,146.12,15,124.2,596,853
MKD_00698,SKU_0040,2026-W14,51.26,15,43.57,2594,473
MKD_00699,SKU_0017,2026-W16,44.35,15,37.7,493,1296
MKD_00700,SKU_0011,2026-W44,47.94,25,35.95,2377,558
MKD_00701,SKU_0020,2026-W25,131.42,25,98.56,1413,715
MKD_00702,SKU_0024,2026-W28,58.2,50,29.1,1120,147
MKD_00703,SKU_0038,2026-W25,129.32,15,109.92,2046,1269
MKD_00704,SKU_0021,2026-W48,75.47,15,64.15,1475,1353
MKD_00705,SKU_0018,2026-W26,118.5,15,100.72,1965,717
MKD_00706,SKU_0020,2026-W24,131.42,50,65.71,572,778
MKD_00707,SKU_0030,2026-W32,142.37,15,121.01,2665,411
MKD_00708,SKU_0045,2026-W04,58.35,25,43.76,351,380
MKD_00709,SKU_0034,2026-W51,104.29,25,78.22,1437,1283
MKD_00710,SKU_0043,2026-W35,135.18,25,101.39,1392,707
MKD_00711,SKU_0022,2026-W49,102.42,35,66.57,469,1073
MKD_00712,SKU_0020,2026-W40,131.42,25,98.56,2409,390
MKD_00713,SKU_0035,2026-W13,121.39,15,103.18,2298,1288
MKD_00714,SKU_0044,2026-W18,122.8,35,79.82,423,207
MKD_00715,SKU_0001,2026-W01,53.09,15,45.13,1647,987
MKD_00716,SKU_0034,2026-W31,104.29,50,52.15,2746,203
MKD_00717,SKU_0015,2026-W17,25.27,50,12.63,2795,871
MKD_00718,SKU_0020,2026-W09,131.42,35,85.42,926,335
MKD_00719,SKU_0026,2026-W44,34.16,50,17.08,2443,1342
MKD_00720,SKU_0011,2026-W37,47.94,50,23.97,2293,1294
MKD_00721,SKU_0030,2026-W19,142.37,25,106.78,2348,754
MKD_00722,SKU_0040,2026-W13,51.26,50,25.63,1778,1070
MKD_00723,SKU_0009,2026-W52,32.58,25,24.43,1117,273
MKD_00724,SKU_0021,2026-W50,75.47,25,56.6,1949,168
MKD_00725,SKU_0024,2026-W38,58.2,50,29.1,1470,1220
MKD_00726,SKU_0005,2026-W30,92.4,35,60.06,1606,1185
MKD_00727,SKU_0008,2026-W03,132.98,15,113.03,616,855
MKD_00728,SKU_0020,2026-W30,131.42,35,85.42,1773,230
MKD_00729,SKU_0012,2026-W24,126.0,35,81.9,2308,581
MKD_00730,SKU_0031,2026-W33,117.8,35,76.57,455,216
MKD_00731,SKU_0010,2026-W52,48.95,15,41.61,1212,444
MKD_00732,SKU_0034,2026-W42,104.29,50,52.15,511,1004
MKD_00733,SKU_0034,2026-W46,104.29,50,52.15,577,1080
MKD_00734,SKU_0034,2026-W52,104.29,25,78.22,914,1457
MKD_00735,SKU_0009,2026-W43,32.58,35,21.18,537,1325
MKD_00736,SKU_0046,2026-W51,132.32,15,112.47,1808,838
MKD_00737,SKU_0029,2026-W11,108.48,25,81.36,1028,397
MKD_00738,SKU_0012,2026-W45,126.0,25,94.5,852,922
MKD_00739,SKU_0003,2026-W30,53.62,15,45.58,1770,686
MKD_00740,SKU_0010,2026-W40,48.95,50,24.48,2474,1166
MKD_00741,SKU_0050,2026-W11,142.4,25,106.8,547,1357
MKD_00742,SKU_0037,2026-W09,34.41,15,29.25,1416,405
MKD_00743,SKU_0014,2026-W36,85.17,35,55.36,1071,1439
MKD_00744,SKU_0040,2026-W47,51.26,15,43.57,2012,261
MKD_00745,SKU_0046,2026-W50,132.32,35,86.01,1659,930
MKD_00746,SKU_0045,2026-W10,58.35,50,29.18,2095,1146
MKD_00747,SKU_0023,2026-W13,141.84,50,70.92,394,374
MKD_00748,SKU_0046,2026-W43,132.32,25,99.24,2724,695
MKD_00749,SKU_0036,2026-W31,93.96,35,61.07,2110,262
MKD_00750,SKU_0018,2026-W31,118.5,50,59.25,1257,521
MKD_00751,SKU_0042,2026-W40,140.72,15,119.61,930,350
MKD_00752,SKU_0016,2026-W03,77.88,50,38.94,760,1169
MKD_00753,SKU_0014,2026-W32,85.17,25,63.88,1374,122
MKD_00754,SKU_0013,2026-W28,146.12,15,124.2,2717,691
MKD_00755,SKU_0041,2026-W52,122.51,50,61.26,1398,595
MKD_00756,SKU_0017,2026-W35,44.35,15,37.7,2473,325
MKD_00757,SKU_0049,2026-W41,105.19,35,68.37,2129,1434
MKD_00758,SKU_0028,2026-W06,44.72,35,29.07,1831,224
MKD_00759,SKU_0010,2026-W33,48.95,15,41.61,1943,633
MKD_00760,SKU_0022,2026-W06,102.42,25,76.81,2655,720
MKD_00761,SKU_0008,2026-W06,132.98,35,86.44,2246,936
MKD_00762,SKU_0049,2026-W33,105.19,25,78.89,1973,281
MKD_00763,SKU_0036,2026-W36,93.96,15,79.87,1733,716
MKD_00764,SKU_0001,2026-W04,53.09,25,39.82,1097,393
MKD_00765,SKU_0023,2026-W24,141.84,25,106.38,1621,775
MKD_00766,SKU_0038,2026-W13,129.32,35,84.06,2747,1019
MKD_00767,SKU_0012,2026-W50,126.0,15,107.1,1629,947
MKD_00768,SKU_0002,2026-W41,98.56,15,83.78,2010,701
MKD_00769,SKU_0009,2026-W39,32.58,15,27.69,1010,391
MKD_00770,SKU_0024,2026-W52,58.2,50,29.1,1310,1365
MKD_00771,SKU_0027,2026-W52,141.66,50,70.83,493,1012
MKD_00772,SKU_0006,2026-W25,123.08,15,104.62,390,304
MKD_00773,SKU_0048,2026-W46,74.81,15,63.59,1252,1392
MKD_00774,SKU_0001,2026-W09,53.09,25,39.82,964,532
MKD_00775,SKU_0043,2026-W16,135.18,25,101.39,1753,724
MKD_00776,SKU_0015,2026-W45,25.27,25,18.95,2323,631
MKD_00777,SKU_0021,2026-W28,75.47,25,56.6,1672,917
MKD_00778,SKU_0003,2026-W25,53.62,25,40.21,2247,738
MKD_00779,SKU_0007,2026-W06,107.37,25,80.53,1919,551
MKD_00780,SKU_0033,2026-W17,88.18,25,66.14,1587,1295
MKD_00781,SKU_0025,2026-W11,82.15,25,61.61,1229,1371
MKD_00782,SKU_0041,2026-W10,122.51,50,61.26,1440,1200
MKD_00783,SKU_0017,2026-W37,44.35,25,33.26,2051,201
MKD_00784,SKU_0039,2026-W45,40.93,50,20.46,522,1039
MKD_00785,SKU_0038,2026-W38,129.32,25,96.99,624,108
MKD_00786,SKU_0023,2026-W23,141.84,15,120.56,2880,163
MKD_00787,SKU_0048,2026-W05,74.81,50,37.41,2870,222
MKD_00788,SKU_0034,2026-W27,104.29,15,88.65,1817,509
MKD_00789,SKU_0045,2026-W37,58.35,35,37.93,2482,841
MKD_00790,SKU_0047,2026-W50,63.15,15,53.68,1795,1417
MKD_00791,SKU_0013,2026-W04,146.12,25,109.59,2827,449
MKD_00792,SKU_0036,2026-W42,93.96,25,70.47,1824,586
