route_id,dc_id,store_id,transit_lead_time_days,transportation_cost_per_unit,expedited_cost_per_unit
ROUTE_00449,DC_01,STORE_0018,6,2.01,7.83
ROUTE_00450,DC_05,STORE_0089,5,2.19,9.1
ROUTE_00451,DC_05,STORE_0062,2,2.08,10.31
ROUTE_00452,DC_05,STORE_0077,4,2.42,5.6
ROUTE_00453,DC_02,STORE_0070,6,4.38,7.26
ROUTE_00454,DC_03,STORE_0012,5,4.32,7.57
ROUTE_00455,DC_03,STORE_0030,5,3.84,6.96
ROUTE_00456,DC_02,STORE_0036,3,1.42,10.78
ROUTE_00457,DC_05,STORE_0095,3,1.43,7.05
ROUTE_00458,DC_01,STORE_0010,6,1.1,11.81
ROUTE_00459,DC_03,STORE_0045,5,3.45,10.15
ROUTE_00460,DC_03,STORE_0024,2,4.18,10.25
ROUTE_00461,DC_03,STORE_0014,2,1.34,6.13
ROUTE_00462,DC_02,STORE_0066,5,3.52,9.22
ROUTE_00463,DC_02,STORE_0049,3,1.23,7.44
ROUTE_00464,DC_03,STORE_0092,3,2.12,10.29
ROUTE_00465,DC_01,STORE_0029,3,2.29,5.86
ROUTE_00466,DC_04,STORE_0025,5,3.5,7.63
ROUTE_00467,DC_03,STORE_0009,4,4.27,10.26
ROUTE_00468,DC_03,STORE_0060,1,2.59,11.75
ROUTE_00469,DC_05,STORE_0034,5,1.16,5.02
ROUTE_00470,DC_02,STORE_0017,3,4.09,9.57
ROUTE_00471,DC_04,STORE_0025,4,0.91,5.56
ROUTE_00472,DC_05,STORE_0092,5,2.56,8.94
ROUTE_00473,DC_02,STORE_0091,4,2.34,8.24
ROUTE_00474,DC_04,STORE_0028,5,1.3,6.44
ROUTE_00475,DC_05,STORE_0063,1,1.59,11.81
ROUTE_00476,DC_02,STORE_0082,4,1.06,7.47
ROUTE_00477,DC_02,STORE_0028,2,2.4,5.28
ROUTE_00478,DC_05,STORE_0063,6,1.51,7.94
ROUTE_00479,DC_04,STORE_0049,7,1.46,10.38
ROUTE_00480,DC_02,STORE_0007,5,3.54,5.34
ROUTE_00481,DC_02,STORE_0014,5,1.21,6.06
ROUTE_00482,DC_03,STORE_0010,4,3.18,11.93
ROUTE_00483,DC_04,STORE_0080,4,4.0,8.76
ROUTE_00484,DC_03,STORE_0070,5,1.69,6.38
ROUTE_00485,DC_01,STORE_0058,6,1.76,8.78
ROUTE_00486,DC_03,STORE_0088,5,2.54,6.84
ROUTE_00487,DC_03,STORE_0019,7,0.85,6.46
ROUTE_00488,DC_03,STORE_0060,3,4.4,9.74
ROUTE_00489,DC_05,STORE_0004,7,2.2,11.95
ROUTE_00490,DC_04,STORE_0039,4,1.71,6.67
ROUTE_00491,DC_04,STORE_0055,5,1.85,5.79
ROUTE_00492,DC_02,STORE_0037,3,3.08,8.71
ROUTE_00493,DC_04,STORE_0038,4,1.37,7.57
ROUTE_00494,DC_04,STORE_0041,6,3.46,11.0
ROUTE_00495,DC_03,STORE_0041,4,0.82,7.39
ROUTE_00496,DC_05,STORE_0097,2,1.5,8.62
ROUTE_00497,DC_05,STORE_0095,2,1.98,7.94
ROUTE_00498,DC_05,STORE_0016,7,1.64,9.41
ROUTE_00499,DC_01,STORE_0054,5,4.42,6.58
ROUTE_00500,DC_02,STORE_0077,2,4.17,7.4
ROUTE_00501,DC_02,STORE_0033,7,1.12,11.26
ROUTE_00502,DC_05,STORE_0005,4,3.56,11.03
ROUTE_00503,DC_04,STORE_0012,3,1.12,6.11
ROUTE_00504,DC_03,STORE_0091,6,3.64,10.13
ROUTE_00505,DC_02,STORE_0015,7,2.61,10.95
ROUTE_00506,DC_01,STORE_0002,5,2.54,10.4
ROUTE_00507,DC_01,STORE_0025,6,1.45,9.1
ROUTE_00508,DC_01,STORE_0013,7,1.21,5.79
ROUTE_00509,DC_05,STORE_0089,2,4.36,10.54
ROUTE_00510,DC_05,STORE_0070,6,1.92,7.57
ROUTE_00511,DC_05,STORE_0018,4,1.67,10.33
ROUTE_00512,DC_05,STORE_0079,5,2.22,9.96
ROUTE_00513,DC_05,STORE_0075,5,3.56,10.89
ROUTE_00514,DC_05,STORE_0023,6,1.01,7.49
ROUTE_00515,DC_02,STORE_0035,7,4.28,10.58
ROUTE_00516,DC_01,STORE_0025,6,1.15,10.55
ROUTE_00517,DC_01,STORE_0062,6,3.88,6.45
ROUTE_00518,DC_05,STORE_0096,5,2.8,8.18
ROUTE_00519,DC_03,STORE_0010,2,4.02,10.03
ROUTE_00520,DC_02,STORE_0093,3,3.85,8.46
ROUTE_00521,DC_05,STORE_0067,3,2.73,11.24
ROUTE_00522,DC_05,STORE_0019,6,1.76,5.63
ROUTE_00523,DC_01,STORE_0090,3,3.98,5.12
ROUTE_00524,DC_04,STORE_0012,7,3.19,5.61
ROUTE_00525,DC_03,STORE_0054,2,1.62,5.69
ROUTE_00526,DC_01,STORE_0081,7,2.55,9.91
ROUTE_00527,DC_04,STORE_0049,6,1.83,9.34
ROUTE_00528,DC_02,STORE_0019,7,2.93,6.37
ROUTE_00529,DC_01,STORE_0086,4,3.85,6.14
ROUTE_00530,DC_02,STORE_0020,5,3.04,5.62
ROUTE_00531,DC_01,STORE_0040,5,3.62,8.93
ROUTE_00532,DC_01,STORE_0054,5,1.9,5.26
ROUTE_00533,DC_02,STORE_0060,2,1.09,9.64
ROUTE_00534,DC_04,STORE_0056,7,3.43,10.04
ROUTE_00535,DC_01,STORE_0095,3,3.04,10.14
ROUTE_00536,DC_02,STORE_0024,3,2.98,6.72
ROUTE_00537,DC_02,STORE_0047,7,2.2,8.09
ROUTE_00538,DC_04,STORE_0077,5,1.09,11.21
ROUTE_00539,DC_03,STORE_0086,3,3.82,6.7
ROUTE_00540,DC_01,STORE_0066,1,2.17,5.47
ROUTE_00541,DC_02,STORE_0004,1,1.1,11.48
ROUTE_00542,DC_03,STORE_0071,6,2.97,9.19
ROUTE_00543,DC_01,STORE_0014,7,3.75,10.64
ROUTE_00544,DC_02,STORE_0039,7,3.73,10.05
ROUTE_00545,DC_02,STORE_0033,5,3.25,5.47
ROUTE_00546,DC_03,STORE_0095,4,1.26,11.26
ROUTE_00547,DC_03,STORE_0050,4,1.53,5.11
ROUTE_00548,DC_02,STORE_0066,4,2.04,7.2
ROUTE_00549,DC_04,STORE_0016,7,3.84,8.95
ROUTE_00550,DC_01,STORE_0023,5,1.89,9.42
ROUTE_00551,DC_05,STORE_0001,3,3.57,5.5
ROUTE_00552,DC_04,STORE_0018,7,1.93,5.79
ROUTE_00553,DC_04,STORE_0046,1,1.36,8.9
ROUTE_00554,DC_04,STORE_0026,2,2.85,8.11
ROUTE_00555,DC_03,STORE_0039,5,2.78,9.9
ROUTE_00556,DC_04,STORE_0024,4,2.12,8.32
ROUTE_00557,DC_04,STORE_0086,4,2.85,11.87
ROUTE_00558,DC_02,STORE_0010,6,3.52,8.69
ROUTE_00559,DC_04,STORE_0058,2,1.56,8.11
ROUTE_00560,DC_04,STORE_0041,4,3.33,6.4
ROUTE_00561,DC_02,STORE_0007,1,1.87,5.45
ROUTE_00562,DC_04,STORE_0100,3,2.12,11.74
ROUTE_00563,DC_01,STORE_0042,1,2.53,9.75
ROUTE_00564,DC_02,STORE_0057,2,1.61,10.61
ROUTE_00565,DC_03,STORE_0007,2,1.22,6.15
ROUTE_00566,DC_04,STORE_0018,1,3.08,8.65
ROUTE_00567,DC_05,STORE_0067,2,1.61,10.85
ROUTE_00568,DC_02,STORE_0020,3,1.29,5.99
ROUTE_00569,DC_03,STORE_0033,6,3.78,9.35
ROUTE_00570,DC_01,STORE_0057,1,1.45,6.02
ROUTE_00571,DC_02,STORE_0004,2,3.69,6.5
ROUTE_00572,DC_01,STORE_0001,7,4.45,11.82
ROUTE_00573,DC_02,STORE_0019,3,3.96,9.48
ROUTE_00574,DC_03,STORE_0035,3,1.83,11.37
ROUTE_00575,DC_01,STORE_0026,6,3.88,11.09
ROUTE_00576,DC_05,STORE_0069,4,1.01,7.36
ROUTE_00577,DC_05,STORE_0002,1,2.12,10.19
ROUTE_00578,DC_03,STORE_0098,2,3.82,9.54
ROUTE_00579,DC_03,STORE_0040,5,1.65,11.65
ROUTE_00580,DC_05,STORE_0067,6,1.4,6.39
ROUTE_00581,DC_02,STORE_0012,3,1.56,9.66
ROUTE_00582,DC_05,STORE_0024,7,3.7,6.7
ROUTE_00583,DC_01,STORE_0011,5,2.34,5.76
ROUTE_00584,DC_04,STORE_0022,4,3.16,7.46
ROUTE_00585,DC_04,STORE_0007,5,2.7,8.2
ROUTE_00586,DC_04,STORE_0017,6,1.13,5.45
ROUTE_00587,DC_05,STORE_0039,4,3.15,5.43
ROUTE_00588,DC_01,STORE_0024,7,3.76,8.42
ROUTE_00589,DC_05,STORE_0026,1,3.33,11.82
ROUTE_00590,DC_02,STORE_0066,6,1.41,11.01
ROUTE_00591,DC_03,STORE_0048,2,2.21,6.58
ROUTE_00592,DC_03,STORE_0093,7,3.71,9.49
ROUTE_00593,DC_02,STORE_0059,1,4.31,8.89
ROUTE_00594,DC_05,STORE_0044,4,2.43,9.59
ROUTE_00595,DC_04,STORE_0001,7,1.56,6.32
ROUTE_00596,DC_04,STORE_0100,1,2.36,7.41
ROUTE_00597,DC_05,STORE_0081,5,3.04,10.49
ROUTE_00598,DC_04,STORE_0082,7,0.85,6.54
ROUTE_00599,DC_01,STORE_0059,7,2.02,11.16
ROUTE_00600,DC_01,STORE_0003,3,1.7,5.95
ROUTE_00601,DC_01,STORE_0056,2,1.27,9.04
ROUTE_00602,DC_03,STORE_0017,2,1.18,5.77
ROUTE_00603,DC_05,STORE_0068,6,2.35,10.14
ROUTE_00604,DC_04,STORE_0011,2,4.42,6.94
ROUTE_00605,DC_05,STORE_0014,2,3.02,9.9
ROUTE_00606,DC_04,STORE_0098,5,4.35,11.26
ROUTE_00607,DC_04,STORE_0024,3,3.94,11.96
ROUTE_00608,DC_01,STORE_0027,6,2.72,11.55
ROUTE_00609,DC_05,STORE_0035,5,2.48,10.59
ROUTE_00610,DC_04,STORE_0064,7,2.54,5.52
ROUTE_00611,DC_01,STORE_0075,7,0.97,9.1
ROUTE_00612,DC_02,STORE_0084,6,3.6,5.07
ROUTE_00613,DC_04,STORE_0081,4,4.48,7.55
ROUTE_00614,DC_04,STORE_0028,1,2.23,7.6
ROUTE_00615,DC_02,STORE_0071,3,2.88,9.87
ROUTE_00616,DC_04,STORE_0079,1,2.13,9.58
ROUTE_00617,DC_01,STORE_0080,1,0.86,5.08
ROUTE_00618,DC_04,STORE_0056,4,3.74,11.64
ROUTE_00619,DC_01,STORE_0082,5,1.47,8.35
ROUTE_00620,DC_02,STORE_0063,4,3.0,10.43
ROUTE_00621,DC_04,STORE_0100,6,4.26,11.29
ROUTE_00622,DC_02,STORE_0010,6,2.08,8.64
ROUTE_00623,DC_05,STORE_0093,2,2.3,8.31
ROUTE_00624,DC_05,STORE_0044,5,2.3,7.38
ROUTE_00625,DC_04,STORE_0090,2,3.22,7.56
ROUTE_00626,DC_03,STORE_0040,2,1.62,10.6
ROUTE_00627,DC_02,STORE_0025,3,3.59,10.31
ROUTE_00628,DC_02,STORE_0076,2,4.43,9.04
ROUTE_00629,DC_01,STORE_0011,5,3.44,10.11
ROUTE_00630,DC_05,STORE_0092,4,1.49,5.79
ROUTE_00631,DC_02,STORE_0063,3,3.03,6.97
ROUTE_00632,DC_05,STORE_0058,6,1.45,7.64
ROUTE_00633,DC_05,STORE_0060,6,1.42,8.93
ROUTE_00634,DC_02,STORE_0066,7,1.1,6.21
ROUTE_00635,DC_05,STORE_0083,3,3.29,9.07
ROUTE_00636,DC_01,STORE_0008,1,4.45,5.2
ROUTE_00637,DC_02,STORE_0068,1,1.17,5.67
ROUTE_00638,DC_05,STORE_0018,3,3.14,7.03
ROUTE_00639,DC_02,STORE_0026,1,1.43,8.12
ROUTE_00640,DC_05,STORE_0075,3,2.97,9.4
ROUTE_00641,DC_02,STORE_0063,6,1.93,11.38
ROUTE_00642,DC_02,STORE_0078,2,3.67,6.63
ROUTE_00643,DC_05,STORE_0027,7,3.05,9.72
ROUTE_00644,DC_01,STORE_0053,6,3.55,10.96
ROUTE_00645,DC_03,STORE_0006,1,3.58,5.64
ROUTE_00646,DC_04,STORE_0027,5,1.61,5.87
ROUTE_00647,DC_02,STORE_0001,2,3.05,7.15
ROUTE_00648,DC_05,STORE_0018,6,0.96,11.88
ROUTE_00649,DC_02,STORE_0099,2,3.22,6.43
ROUTE_00650,DC_03,STORE_0020,2,2.81,9.03
ROUTE_00651,DC_01,STORE_0071,6,3.56,10.77
ROUTE_00652,DC_02,STORE_0017,3,4.23,11.75
ROUTE_00653,DC_03,STORE_0002,6,2.93,9.92
ROUTE_00654,DC_03,STORE_0053,6,3.27,10.56
ROUTE_00655,DC_03,STORE_0047,4,2.99,10.0
ROUTE_00656,DC_02,STORE_0025,4,3.95,6.96
ROUTE_00657,DC_02,STORE_0016,6,2.06,7.15
ROUTE_00658,DC_03,STORE_0060,5,2.58,7.93
ROUTE_00659,DC_02,STORE_0020,4,1.55,6.08
ROUTE_00660,DC_05,STORE_0079,5,4.35,5.38
ROUTE_00661,DC_02,STORE_0023,1,3.2,5.83
ROUTE_00662,DC_01,STORE_0020,1,4.36,8.18
ROUTE_00663,DC_01,STORE_0035,7,1.59,9.02
ROUTE_00664,DC_03,STORE_0004,5,1.84,6.32
ROUTE_00665,DC_04,STORE_0017,3,4.49,9.55
ROUTE_00666,DC_04,STORE_0040,5,0.96,10.84
ROUTE_00667,DC_04,STORE_0071,2,2.59,9.25
ROUTE_00668,DC_01,STORE_0062,6,4.4,9.6
ROUTE_00669,DC_03,STORE_0019,1,3.22,10.2
ROUTE_00670,DC_04,STORE_0033,2,4.47,7.21
ROUTE_00671,DC_01,STORE_0086,4,3.79,8.33
ROUTE_00672,DC_05,STORE_0040,2,2.15,5.31
ROUTE_00673,DC_05,STORE_0012,4,2.06,8.52
ROUTE_00674,DC_04,STORE_0072,4,1.08,9.0
ROUTE_00675,DC_04,STORE_0034,6,2.62,11.85
ROUTE_00676,DC_03,STORE_0028,1,2.22,9.65
ROUTE_00677,DC_04,STORE_0079,4,0.96,10.21
ROUTE_00678,DC_05,STORE_0079,5,3.48,7.46
ROUTE_00679,DC_03,STORE_0037,1,1.72,11.49
ROUTE_00680,DC_05,STORE_0080,2,4.07,6.05
ROUTE_00681,DC_04,STORE_0043,2,3.73,11.61
ROUTE_00682,DC_04,STORE_0072,6,4.34,6.14
ROUTE_00683,DC_05,STORE_0040,4,1.17,7.02
ROUTE_00684,DC_03,STORE_0041,3,2.17,5.52
ROUTE_00685,DC_01,STORE_0094,4,3.64,7.23
ROUTE_00686,DC_05,STORE_0048,5,1.6,9.01
ROUTE_00687,DC_05,STORE_0020,1,4.39,8.08
ROUTE_00688,DC_05,STORE_0047,6,2.36,7.67
ROUTE_00689,DC_02,STORE_0091,5,2.11,7.82
ROUTE_00690,DC_02,STORE_0028,1,2.67,7.25
ROUTE_00691,DC_03,STORE_0029,6,2.32,10.29
ROUTE_00692,DC_03,STORE_0075,2,2.57,11.89
ROUTE_00693,DC_04,STORE_0075,1,3.36,8.54
ROUTE_00694,DC_04,STORE_0096,6,2.39,8.84
ROUTE_00695,DC_02,STORE_0066,7,4.36,11.59
ROUTE_00696,DC_03,STORE_0075,1,2.39,8.4
ROUTE_00697,DC_03,STORE_0057,6,3.94,10.22
ROUTE_00698,DC_02,STORE_0072,5,1.92,5.21
ROUTE_00699,DC_02,STORE_0092,2,2.05,11.92
ROUTE_00700,DC_01,STORE_0100,5,2.36,10.0
ROUTE_00701,DC_03,STORE_0060,7,2.61,8.92
ROUTE_00702,DC_05,STORE_0007,5,4.2,9.98
ROUTE_00703,DC_04,STORE_0059,4,2.35,8.2
ROUTE_00704,DC_02,STORE_0008,6,3.16,6.17
ROUTE_00705,DC_01,STORE_0080,2,3.04,6.13
ROUTE_00706,DC_01,STORE_0012,7,3.64,6.95
ROUTE_00707,DC_01,STORE_0010,7,3.61,5.95
ROUTE_00708,DC_03,STORE_0040,1,4.45,5.19
ROUTE_00709,DC_01,STORE_0030,4,1.27,5.91
ROUTE_00710,DC_04,STORE_0021,3,1.36,7.12
ROUTE_00711,DC_01,STORE_0046,4,4.1,7.92
ROUTE_00712,DC_01,STORE_0041,6,2.79,8.93
ROUTE_00713,DC_02,STORE_0008,1,2.27,8.98
ROUTE_00714,DC_02,STORE_0088,5,1.86,6.4
ROUTE_00715,DC_03,STORE_0044,3,2.22,10.78
ROUTE_00716,DC_02,STORE_0051,1,4.29,9.68
ROUTE_00717,DC_01,STORE_0058,7,2.17,9.21
ROUTE_00718,DC_01,STORE_0015,7,3.23,5.64
ROUTE_00719,DC_05,STORE_0001,5,0.96,11.04
ROUTE_00720,DC_03,STORE_0059,5,3.51,7.09
ROUTE_00721,DC_01,STORE_0046,1,4.47,8.64
ROUTE_00722,DC_05,STORE_0067,5,1.28,7.61
ROUTE_00723,DC_01,STORE_0024,7,3.56,10.28
ROUTE_00724,DC_02,STORE_0060,2,2.01,10.25
ROUTE_00725,DC_01,STORE_0083,1,1.82,8.01
ROUTE_00726,DC_05,STORE_0044,1,3.64,7.82
ROUTE_00727,DC_04,STORE_0025,7,1.2,6.22
ROUTE_00728,DC_03,STORE_0012,3,2.19,8.95
ROUTE_00729,DC_03,STORE_0081,2,2.73,7.88
ROUTE_00730,DC_04,STORE_0015,6,3.03,5.31
ROUTE_00731,DC_02,STORE_0025,7,4.07,7.65
ROUTE_00732,DC_02,STORE_0071,7,3.39,8.71
ROUTE_00733,DC_01,STORE_0071,6,4.31,10.79
ROUTE_00734,DC_04,STORE_0004,4,3.16,7.16
ROUTE_00735,DC_02,STORE_0007,3,4.14,5.93
ROUTE_00736,DC_01,STORE_0094,4,2.52,9.48
ROUTE_00737,DC_05,STORE_0050,2,3.86,6.01
ROUTE_00738,DC_04,STORE_0092,4,2.98,10.69
ROUTE_00739,DC_05,STORE_0033,7,3.47,5.87
ROUTE_00740,DC_02,STORE_0037,6,0.97,9.6
ROUTE_00741,DC_05,STORE_0096,7,2.23,10.79
ROUTE_00742,DC_01,STORE_0084,3,1.71,7.91
ROUTE_00743,DC_05,STORE_0073,3,2.63,6.99
ROUTE_00744,DC_01,STORE_0067,3,1.64,7.97
ROUTE_00745,DC_02,STORE_0030,1,4.47,7.76
ROUTE_00746,DC_03,STORE_0023,6,3.65,9.31
ROUTE_00747,DC_04,STORE_0032,7,1.93,9.78
ROUTE_00748,DC_01,STORE_0097,1,3.3,8.81
ROUTE_00749,DC_04,STORE_0041,6,2.9,7.76
ROUTE_00750,DC_04,STORE_0069,7,4.24,11.55
ROUTE_00751,DC_05,STORE_0011,2,1.85,7.24
ROUTE_00752,DC_05,STORE_0020,7,2.23,5.98
ROUTE_00753,DC_03,STORE_0066,2,2.55,7.34
ROUTE_00754,DC_04,STORE_0007,4,3.41,11.05
ROUTE_00755,DC_03,STORE_0006,7,4.4,6.49
ROUTE_00756,DC_03,STORE_0011,5,3.33,8.16
ROUTE_00757,DC_01,STORE_0001,5,2.55,7.88
ROUTE_00758,DC_03,STORE_0017,3,2.73,7.09
ROUTE_00759,DC_02,STORE_0085,1,1.1,7.17
ROUTE_00760,DC_01,STORE_0052,3,1.97,6.49
ROUTE_00761,DC_05,STORE_0093,3,2.31,11.95
ROUTE_00762,DC_03,STORE_0002,1,1.63,11.73
ROUTE_00763,DC_03,STORE_0077,7,4.25,11.69
ROUTE_00764,DC_03,STORE_0054,5,4.12,7.0
ROUTE_00765,DC_01,STORE_0090,5,3.52,7.51
ROUTE_00766,DC_02,STORE_0020,5,4.21,7.11
ROUTE_00767,DC_04,STORE_0038,6,3.74,6.33
ROUTE_00768,DC_02,STORE_0053,7,1.41,9.57
ROUTE_00769,DC_05,STORE_0083,2,1.96,9.37
ROUTE_00770,DC_03,STORE_0011,1,4.33,6.93
ROUTE_00771,DC_01,STORE_0049,5,3.48,11.18
ROUTE_00772,DC_03,STORE_0097,7,0.99,10.32
ROUTE_00773,DC_01,STORE_0050,4,3.01,8.27
ROUTE_00774,DC_01,STORE_0074,5,1.06,11.8
ROUTE_00775,DC_01,STORE_0085,1,1.05,5.76
ROUTE_00776,DC_04,STORE_0088,6,4.05,10.8
ROUTE_00777,DC_02,STORE_0089,1,3.52,7.6
ROUTE_00778,DC_04,STORE_0036,1,4.04,9.95
ROUTE_00779,DC_01,STORE_0084,6,3.53,9.07
ROUTE_00780,DC_04,STORE_0002,6,3.56,9.3
ROUTE_00781,DC_01,STORE_0039,5,1.32,5.66
ROUTE_00782,DC_03,STORE_0053,1,3.23,5.7
ROUTE_00783,DC_05,STORE_0075,4,3.37,11.41
ROUTE_00784,DC_03,STORE_0033,4,3.28,8.08
ROUTE_00785,DC_05,STORE_0027,3,3.1,11.43
ROUTE_00786,DC_03,STORE_0035,4,1.27,7.61
ROUTE_00787,DC_02,STORE_0090,1,3.97,5.14
ROUTE_00788,DC_04,STORE_0081,7,2.14,11.15
ROUTE_00789,DC_01,STORE_0075,5,0.85,5.27
ROUTE_00790,DC_05,STORE_0039,2,0.81,9.4
ROUTE_00791,DC_05,STORE_0039,4,1.11,6.49
ROUTE_00792,DC_03,STORE_0034,1,1.98,10.91
ROUTE_00793,DC_04,STORE_0013,7,3.37,10.05
ROUTE_00794,DC_03,STORE_0005,2,2.37,11.74
ROUTE_00795,DC_01,STORE_0024,4,3.2,8.69
ROUTE_00796,DC_04,STORE_0001,5,4.25,8.44
ROUTE_00797,DC_01,STORE_0022,6,3.87,5.06
ROUTE_00798,DC_04,STORE_0031,7,3.36,10.39
ROUTE_00799,DC_05,STORE_0070,4,2.99,10.53
ROUTE_00800,DC_03,STORE_0021,5,2.97,5.23
ROUTE_00801,DC_04,STORE_0018,7,3.01,5.47
ROUTE_00802,DC_05,STORE_0056,4,4.11,8.72
ROUTE_00803,DC_02,STORE_0030,5,2.49,11.66
ROUTE_00804,DC_03,STORE_0001,5,1.52,7.07
ROUTE_00805,DC_01,STORE_0011,7,2.54,7.17
ROUTE_00806,DC_04,STORE_0037,1,0.84,11.03
ROUTE_00807,DC_05,STORE_0012,4,0.98,5.18
ROUTE_00808,DC_02,STORE_0053,1,3.98,6.77
ROUTE_00809,DC_02,STORE_0029,4,4.38,10.9
ROUTE_00810,DC_03,STORE_0054,5,2.71,8.99
ROUTE_00811,DC_05,STORE_0022,4,3.99,11.69
ROUTE_00812,DC_03,STORE_0062,1,2.44,11.0
ROUTE_00813,DC_03,STORE_0056,2,4.43,9.35
ROUTE_00814,DC_05,STORE_0063,5,2.71,7.99
ROUTE_00815,DC_04,STORE_0017,7,1.02,10.87
ROUTE_00816,DC_03,STORE_0004,4,2.59,8.57
ROUTE_00817,DC_02,STORE_0050,1,2.73,11.98
ROUTE_00818,DC_02,STORE_0025,2,3.0,9.16
ROUTE_00819,DC_05,STORE_0067,4,1.31,11.79
ROUTE_00820,DC_04,STORE_0091,4,3.69,11.3
ROUTE_00821,DC_02,STORE_0072,4,1.74,11.4
ROUTE_00822,DC_05,STORE_0099,7,3.76,10.35
ROUTE_00823,DC_02,STORE_0069,6,1.49,10.39
ROUTE_00824,DC_02,STORE_0011,6,3.77,11.35
ROUTE_00825,DC_05,STORE_0079,6,3.74,5.96
ROUTE_00826,DC_01,STORE_0056,6,2.1,7.43
ROUTE_00827,DC_02,STORE_0026,3,1.19,11.2
ROUTE_00828,DC_03,STORE_0075,4,3.37,10.82
ROUTE_00829,DC_05,STORE_0040,6,2.39,5.73
ROUTE_00830,DC_05,STORE_0037,4,4.06,7.13
ROUTE_00831,DC_02,STORE_0085,6,4.43,9.27
ROUTE_00832,DC_01,STORE_0085,7,4.09,5.81
ROUTE_00833,DC_04,STORE_0022,3,3.65,7.21
ROUTE_00834,DC_05,STORE_0033,4,2.47,9.46
ROUTE_00835,DC_01,STORE_0029,2,4.3,10.41
ROUTE_00836,DC_04,STORE_0013,3,4.32,7.03
ROUTE_00837,DC_03,STORE_0055,3,2.77,11.35
ROUTE_00838,DC_04,STORE_0010,6,4.35,7.38
ROUTE_00839,DC_05,STORE_0048,6,2.58,6.58
ROUTE_00840,DC_01,STORE_0027,2,1.75,11.76
ROUTE_00841,DC_04,STORE_0002,3,3.97,7.71
ROUTE_00842,DC_05,STORE_0007,6,2.58,9.23
ROUTE_00843,DC_01,STORE_0010,7,1.83,8.34
ROUTE_00844,DC_03,STORE_0083,6,3.87,7.83
ROUTE_00845,DC_03,STORE_0034,1,3.67,7.33
ROUTE_00846,DC_01,STORE_0011,6,3.55,10.32
ROUTE_00847,DC_02,STORE_0053,2,1.43,6.81
ROUTE_00848,DC_02,STORE_0070,6,3.23,6.91
ROUTE_00849,DC_03,STORE_0060,1,2.18,7.97
ROUTE_00850,DC_04,STORE_0089,5,3.03,10.81
ROUTE_00851,DC_05,STORE_0071,2,2.06,6.83
ROUTE_00852,DC_01,STORE_0052,1,2.57,6.51
ROUTE_00853,DC_04,STORE_0015,3,3.74,11.2
ROUTE_00854,DC_01,STORE_0011,5,1.98,6.68
ROUTE_00855,DC_01,STORE_0054,5,4.31,7.85
ROUTE_00856,DC_04,STORE_0083,1,1.52,6.27
ROUTE_00857,DC_02,STORE_0075,5,3.73,8.2
ROUTE_00858,DC_03,STORE_0054,6,2.2,8.63
ROUTE_00859,DC_03,STORE_0014,6,2.21,5.94
ROUTE_00860,DC_02,STORE_0037,7,4.1,9.99
ROUTE_00861,DC_01,STORE_0074,2,2.25,6.44
ROUTE_00862,DC_02,STORE_0005,5,0.94,8.03
ROUTE_00863,DC_03,STORE_0067,6,1.32,8.93
ROUTE_00864,DC_01,STORE_0001,5,3.76,7.7
ROUTE_00865,DC_03,STORE_0068,1,2.85,11.61
ROUTE_00866,DC_03,STORE_0041,5,3.2,7.95
ROUTE_00867,DC_01,STORE_0056,6,3.91,8.86
ROUTE_00868,DC_05,STORE_0082,1,1.78,10.34
ROUTE_00869,DC_01,STORE_0089,5,2.85,9.36
ROUTE_00870,DC_02,STORE_0009,2,3.92,6.41
ROUTE_00871,DC_01,STORE_0071,6,1.45,8.22
ROUTE_00872,DC_04,STORE_0026,6,4.47,7.37
ROUTE_00873,DC_04,STORE_0082,3,2.29,7.68
ROUTE_00874,DC_03,STORE_0024,1,2.99,11.5
ROUTE_00875,DC_05,STORE_0020,2,2.46,11.22
ROUTE_00876,DC_01,STORE_0083,3,1.86,11.76
ROUTE_00877,DC_04,STORE_0058,1,1.21,7.92
ROUTE_00878,DC_02,STORE_0086,5,3.93,11.32
ROUTE_00879,DC_05,STORE_0071,5,3.42,9.99
ROUTE_00880,DC_03,STORE_0070,3,3.08,9.67
ROUTE_00881,DC_04,STORE_0046,5,3.95,11.59
ROUTE_00882,DC_05,STORE_0009,3,1.87,7.67
ROUTE_00883,DC_04,STORE_0003,3,1.47,10.9
ROUTE_00884,DC_02,STORE_0083,6,1.82,8.96
ROUTE_00885,DC_05,STORE_0100,3,0.84,5.29
ROUTE_00886,DC_02,STORE_0065,5,1.32,6.89
ROUTE_00887,DC_05,STORE_0095,7,3.81,5.06
ROUTE_00888,DC_01,STORE_0041,7,3.49,6.09
ROUTE_00889,DC_01,STORE_0072,7,1.92,9.85
ROUTE_00890,DC_02,STORE_0027,6,4.27,5.03
ROUTE_00891,DC_03,STORE_0065,4,1.87,9.95
ROUTE_00892,DC_03,STORE_0025,3,3.73,10.99
ROUTE_00893,DC_01,STORE_0016,1,3.87,11.7
ROUTE_00894,DC_03,STORE_0073,6,3.89,6.03
ROUTE_00895,DC_03,STORE_0064,2,3.37,7.62
ROUTE_00896,DC_04,STORE_0081,2,2.8,5.41
ROUTE_00897,DC_04,STORE_0053,4,1.89,10.73
ROUTE_00898,DC_05,STORE_0032,2,2.12,7.64
