sell_through_id,sku_id,selling_week,units_available,units_sold,sell_through_rate
ST_000469,SKU_0015,2026-W37,6612,1375,0.208
ST_000470,SKU_0019,2026-W45,2123,942,0.4437
ST_000471,SKU_0011,2026-W45,4462,3167,0.7098
ST_000472,SKU_0042,2026-W40,2421,2114,0.8732
ST_000473,SKU_0024,2026-W18,9387,3679,0.3919
ST_000474,SKU_0014,2026-W28,3231,1708,0.5286
ST_000475,SKU_0016,2026-W49,5795,5124,0.8842
ST_000476,SKU_0029,2026-W29,2717,1874,0.6897
ST_000477,SKU_0025,2026-W40,3513,2908,0.8278
ST_000478,SKU_0023,2026-W37,7271,5273,0.7252
ST_000479,SKU_0041,2026-W45,7586,666,0.0878
ST_000480,SKU_0038,2026-W51,9117,8079,0.8861
ST_000481,SKU_0011,2026-W11,9369,8009,0.8548
ST_000482,SKU_0003,2026-W46,3356,1900,0.5662
ST_000483,SKU_0002,2026-W31,6964,1253,0.1799
ST_000484,SKU_0050,2026-W20,4985,1727,0.3464
ST_000485,SKU_0017,2026-W40,3720,729,0.196
ST_000486,SKU_0042,2026-W27,2325,1858,0.7991
ST_000487,SKU_0007,2026-W04,5423,1398,0.2578
ST_000488,SKU_0041,2026-W11,5703,1292,0.2265
ST_000489,SKU_0037,2026-W20,4785,474,0.0991
ST_000490,SKU_0044,2026-W44,5988,292,0.0488
ST_000491,SKU_0025,2026-W27,2568,754,0.2936
ST_000492,SKU_0019,2026-W38,8330,505,0.0606
ST_000493,SKU_0002,2026-W37,2102,1947,0.9263
ST_000494,SKU_0008,2026-W16,6504,2528,0.3887
ST_000495,SKU_0031,2026-W32,2374,2148,0.9048
ST_000496,SKU_0017,2026-W27,4992,4450,0.8914
ST_000497,SKU_0050,2026-W30,6192,1517,0.245
ST_000498,SKU_0012,2026-W50,3067,796,0.2595
ST_000499,SKU_0045,2026-W40,5923,1240,0.2094
ST_000500,SKU_0041,2026-W38,7564,2759,0.3648
ST_000501,SKU_0026,2026-W12,6199,2828,0.4562
ST_000502,SKU_0015,2026-W22,6855,5254,0.7664
ST_000503,SKU_0030,2026-W40,3833,3813,0.9948
ST_000504,SKU_0033,2026-W02,2518,2227,0.8844
ST_000505,SKU_0003,2026-W26,6210,2939,0.4733
ST_000506,SKU_0009,2026-W20,6137,4056,0.6609
ST_000507,SKU_0013,2026-W29,6137,5619,0.9156
ST_000508,SKU_0037,2026-W30,9617,8120,0.8443
ST_000509,SKU_0024,2026-W12,3681,1318,0.3581
ST_000510,SKU_0048,2026-W13,2435,1638,0.6727
ST_000511,SKU_0050,2026-W36,3907,2412,0.6174
ST_000512,SKU_0039,2026-W42,5243,4127,0.7871
ST_000513,SKU_0016,2026-W07,7683,3511,0.457
ST_000514,SKU_0023,2026-W22,5598,3932,0.7024
ST_000515,SKU_0008,2026-W44,9441,399,0.0423
ST_000516,SKU_0012,2026-W45,7536,1743,0.2313
ST_000517,SKU_0022,2026-W26,9167,8077,0.8811
ST_000518,SKU_0042,2026-W21,9285,3309,0.3564
ST_000519,SKU_0018,2026-W39,5623,4833,0.8595
ST_000520,SKU_0045,2026-W27,8692,6833,0.7861
ST_000521,SKU_0004,2026-W14,9677,7991,0.8258
ST_000522,SKU_0031,2026-W42,8736,2519,0.2883
ST_000523,SKU_0030,2026-W27,6550,520,0.0794
ST_000524,SKU_0037,2026-W36,3662,1874,0.5117
ST_000525,SKU_0012,2026-W11,5631,1203,0.2136
ST_000526,SKU_0001,2026-W39,7810,4910,0.6287
ST_000527,SKU_0028,2026-W33,9578,4310,0.45
ST_000528,SKU_0009,2026-W30,7606,3510,0.4615
ST_000529,SKU_0010,2026-W16,8073,3224,0.3994
ST_000530,SKU_0001,2026-W47,8766,741,0.0845
ST_000531,SKU_0049,2026-W43,2722,963,0.3538
ST_000532,SKU_0016,2026-W01,3582,1578,0.4405
ST_000533,SKU_0002,2026-W22,5957,4511,0.7573
ST_000534,SKU_0019,2026-W16,3193,914,0.2863
ST_000535,SKU_0049,2026-W35,3613,2820,0.7805
ST_000536,SKU_0009,2026-W36,7047,2426,0.3443
ST_000537,SKU_0032,2026-W13,9977,7752,0.777
ST_000538,SKU_0012,2026-W38,9661,799,0.0827
ST_000539,SKU_0034,2026-W41,9575,9082,0.9485
ST_000540,SKU_0033,2026-W52,3803,1453,0.3821
ST_000541,SKU_0047,2026-W31,2399,1980,0.8253
ST_000542,SKU_0038,2026-W40,3243,1740,0.5365
ST_000543,SKU_0016,2026-W05,3153,2757,0.8744
ST_000544,SKU_0011,2026-W44,5019,2097,0.4178
ST_000545,SKU_0045,2026-W21,5247,2759,0.5258
ST_000546,SKU_0039,2026-W21,4530,799,0.1764
ST_000547,SKU_0033,2026-W15,4221,2406,0.57
ST_000548,SKU_0041,2026-W44,8995,7960,0.8849
ST_000549,SKU_0050,2026-W32,8509,8228,0.967
ST_000550,SKU_0004,2026-W50,5605,5391,0.9618
ST_000551,SKU_0038,2026-W27,4402,2975,0.6758
ST_000552,SKU_0047,2026-W37,6670,6199,0.9294
ST_000553,SKU_0015,2026-W49,6638,2457,0.3701
ST_000554,SKU_0046,2026-W20,2994,2253,0.7525
ST_000555,SKU_0014,2026-W13,6392,2063,0.3227
ST_000556,SKU_0037,2026-W32,5105,4422,0.8662
ST_000557,SKU_0018,2026-W09,8205,6117,0.7455
ST_000558,SKU_0028,2026-W09,2043,1309,0.6407
ST_000559,SKU_0023,2026-W49,6752,4507,0.6675
ST_000560,SKU_0004,2026-W45,9548,8785,0.9201
ST_000561,SKU_0007,2026-W06,9491,1213,0.1278
ST_000562,SKU_0022,2026-W03,6801,6429,0.9453
ST_000563,SKU_0003,2026-W40,3581,880,0.2457
ST_000564,SKU_0012,2026-W16,2161,1098,0.5081
ST_000565,SKU_0050,2026-W42,6902,3394,0.4917
ST_000566,SKU_0022,2026-W17,4335,2595,0.5986
ST_000567,SKU_0046,2026-W30,7935,4515,0.569
ST_000568,SKU_0009,2026-W32,8271,7308,0.8836
ST_000569,SKU_0037,2026-W42,2532,2148,0.8483
ST_000570,SKU_0002,2026-W49,8811,6021,0.6834
ST_000571,SKU_0038,2026-W21,9789,6015,0.6145
ST_000572,SKU_0036,2026-W31,9869,2323,0.2354
ST_000573,SKU_0003,2026-W27,8674,5699,0.657
ST_000574,SKU_0046,2026-W36,8839,3970,0.4491
ST_000575,SKU_0006,2026-W29,6921,743,0.1074
ST_000576,SKU_0022,2026-W23,7131,1694,0.2376
ST_000577,SKU_0023,2026-W48,8259,8098,0.9805
ST_000578,SKU_0005,2026-W41,9721,5955,0.6126
ST_000579,SKU_0047,2026-W22,4634,1335,0.2881
ST_000580,SKU_0004,2026-W38,9500,5458,0.5745
ST_000581,SKU_0010,2026-W29,2230,2045,0.917
ST_000582,SKU_0015,2026-W07,2225,1754,0.7883
ST_000583,SKU_0043,2026-W50,9105,3353,0.3683
ST_000584,SKU_0007,2026-W10,2416,2108,0.8725
ST_000585,SKU_0049,2026-W33,9557,3483,0.3644
ST_000586,SKU_0009,2026-W42,9926,7992,0.8052
ST_000587,SKU_0044,2026-W31,9119,6911,0.7579
ST_000588,SKU_0036,2026-W37,2415,914,0.3785
ST_000589,SKU_0021,2026-W41,5853,4446,0.7596
ST_000590,SKU_0034,2026-W46,5882,659,0.112
ST_000591,SKU_0023,2026-W07,9813,3459,0.3525
ST_000592,SKU_0048,2026-W26,9875,4294,0.4348
ST_000593,SKU_0007,2026-W30,3091,665,0.2151
ST_000594,SKU_0015,2026-W01,8866,5749,0.6484
ST_000595,SKU_0007,2026-W51,9167,8406,0.917
ST_000596,SKU_0034,2026-W10,8333,1915,0.2298
ST_000597,SKU_0044,2026-W37,7155,3511,0.4907
ST_000598,SKU_0043,2026-W11,3705,362,0.0977
ST_000599,SKU_0037,2026-W21,3614,3093,0.8558
ST_000600,SKU_0008,2026-W31,9103,2257,0.2479
ST_000601,SKU_0033,2026-W28,6185,3025,0.4891
ST_000602,SKU_0002,2026-W07,6298,6218,0.9873
ST_000603,SKU_0039,2026-W43,9088,7231,0.7957
ST_000604,SKU_0015,2026-W05,5812,2423,0.4169
ST_000605,SKU_0023,2026-W08,3833,2777,0.7245
ST_000606,SKU_0048,2026-W20,5150,384,0.0746
ST_000607,SKU_0039,2026-W35,4391,4327,0.9854
ST_000608,SKU_0004,2026-W16,7610,5273,0.6929
ST_000609,SKU_0034,2026-W51,6349,4465,0.7033
ST_000610,SKU_0031,2026-W43,3922,1188,0.3029
ST_000611,SKU_0046,2026-W32,5212,1325,0.2542
ST_000612,SKU_0009,2026-W21,8027,4693,0.5847
ST_000613,SKU_0031,2026-W35,7619,5515,0.7238
ST_000614,SKU_0023,2026-W05,2935,1997,0.6804
ST_000615,SKU_0008,2026-W37,7998,7666,0.9585
ST_000616,SKU_0028,2026-W14,4593,252,0.0549
ST_000617,SKU_0026,2026-W29,5550,525,0.0946
ST_000618,SKU_0002,2026-W01,7633,5036,0.6598
ST_000619,SKU_0049,2026-W09,4404,4007,0.9099
ST_000620,SKU_0024,2026-W29,9788,1266,0.1293
ST_000621,SKU_0047,2026-W49,6377,4386,0.6878
ST_000622,SKU_0018,2026-W18,6235,304,0.0488
ST_000623,SKU_0044,2026-W22,7525,5677,0.7544
ST_000624,SKU_0029,2026-W15,5193,3029,0.5833
ST_000625,SKU_0046,2026-W42,2589,1152,0.445
ST_000626,SKU_0011,2026-W31,2690,2597,0.9654
ST_000627,SKU_0001,2026-W18,2997,1328,0.4431
ST_000628,SKU_0005,2026-W46,3338,2513,0.7528
ST_000629,SKU_0002,2026-W05,5329,3870,0.7262
ST_000630,SKU_0019,2026-W31,3642,3389,0.9305
ST_000631,SKU_0032,2026-W20,2127,1114,0.5237
ST_000632,SKU_0014,2026-W26,4071,1801,0.4424
ST_000633,SKU_0029,2026-W48,8555,6574,0.7684
ST_000634,SKU_0048,2026-W36,8061,1873,0.2324
ST_000635,SKU_0041,2026-W31,6412,3292,0.5134
ST_000636,SKU_0048,2026-W03,4428,3385,0.7645
ST_000637,SKU_0005,2026-W10,8863,1454,0.1641
ST_000638,SKU_0021,2026-W46,2498,2066,0.8271
ST_000639,SKU_0047,2026-W48,6493,5852,0.9013
ST_000640,SKU_0019,2026-W37,8205,1010,0.1231
ST_000641,SKU_0011,2026-W37,3407,2049,0.6014
ST_000642,SKU_0048,2026-W17,5742,5126,0.8927
ST_000643,SKU_0027,2026-W02,4105,2738,0.667
ST_000644,SKU_0008,2026-W22,3002,2129,0.7092
ST_000645,SKU_0029,2026-W34,5477,2865,0.5231
ST_000646,SKU_0035,2026-W02,8975,5441,0.6062
ST_000647,SKU_0035,2026-W25,9820,8594,0.8752
ST_000648,SKU_0041,2026-W37,9306,9254,0.9944
ST_000649,SKU_0020,2026-W39,6168,1269,0.2057
ST_000650,SKU_0014,2026-W20,3804,2655,0.6979
ST_000651,SKU_0005,2026-W51,2533,1876,0.7406
ST_000652,SKU_0013,2026-W15,7877,1387,0.1761
ST_000653,SKU_0048,2026-W23,5953,481,0.0808
ST_000654,SKU_0043,2026-W44,4406,1025,0.2326
ST_000655,SKU_0018,2026-W12,4332,1174,0.271
ST_000656,SKU_0047,2026-W07,6274,3174,0.5059
ST_000657,SKU_0032,2026-W36,5409,1247,0.2305
ST_000658,SKU_0020,2026-W47,3946,1170,0.2965
ST_000659,SKU_0013,2026-W48,9395,3580,0.3811
ST_000660,SKU_0050,2026-W43,6357,5721,0.9
ST_000661,SKU_0046,2026-W21,3938,650,0.1651
ST_000662,SKU_0016,2026-W13,5288,4285,0.8103
ST_000663,SKU_0001,2026-W12,3471,2579,0.743
ST_000664,SKU_0032,2026-W03,2384,342,0.1435
ST_000665,SKU_0021,2026-W26,3922,2052,0.5232
ST_000666,SKU_0050,2026-W35,3151,2985,0.9473
ST_000667,SKU_0034,2026-W40,4513,4224,0.936
ST_000668,SKU_0039,2026-W33,9110,1167,0.1281
ST_000669,SKU_0012,2026-W31,8054,5623,0.6982
ST_000670,SKU_0029,2026-W08,6789,5631,0.8294
ST_000671,SKU_0037,2026-W43,4082,687,0.1683
ST_000672,SKU_0016,2026-W41,7942,5208,0.6558
ST_000673,SKU_0032,2026-W17,4930,907,0.184
ST_000674,SKU_0033,2026-W19,3602,414,0.1149
ST_000675,SKU_0013,2026-W34,6001,2637,0.4394
ST_000676,SKU_0037,2026-W35,4680,3207,0.6853
ST_000677,SKU_0031,2026-W33,3205,2655,0.8284
ST_000678,SKU_0011,2026-W22,2283,232,0.1016
ST_000679,SKU_0048,2026-W32,3622,1636,0.4517
ST_000680,SKU_0044,2026-W49,7030,1584,0.2253
ST_000681,SKU_0027,2026-W52,7243,365,0.0504
ST_000682,SKU_0047,2026-W08,9834,6206,0.6311
ST_000683,SKU_0032,2026-W23,9443,8034,0.8508
ST_000684,SKU_0034,2026-W27,7296,7288,0.9989
ST_000685,SKU_0014,2026-W36,9149,758,0.0829
ST_000686,SKU_0025,2026-W47,8991,3418,0.3802
ST_000687,SKU_0041,2026-W22,6763,5786,0.8555
ST_000688,SKU_0009,2026-W43,3076,2897,0.9418
ST_000689,SKU_0012,2026-W37,3271,1902,0.5815
ST_000690,SKU_0036,2026-W48,3983,3466,0.8702
ST_000691,SKU_0035,2026-W52,7948,217,0.0273
ST_000692,SKU_0049,2026-W14,9700,3571,0.3681
ST_000693,SKU_0027,2026-W15,2442,2234,0.9148
ST_000694,SKU_0017,2026-W47,6135,2117,0.3451
ST_000695,SKU_0014,2026-W03,7132,4271,0.5989
ST_000696,SKU_0044,2026-W25,2542,1877,0.7384
ST_000697,SKU_0009,2026-W35,8445,4462,0.5284
ST_000698,SKU_0035,2026-W01,3208,3179,0.991
ST_000699,SKU_0033,2026-W04,6968,2456,0.3525
ST_000700,SKU_0007,2026-W21,8384,6182,0.7374
ST_000701,SKU_0014,2026-W17,5299,1027,0.1938
ST_000702,SKU_0048,2026-W42,3200,2783,0.8697
ST_000703,SKU_0008,2026-W49,9488,5982,0.6305
ST_000704,SKU_0013,2026-W08,7293,6798,0.9321
ST_000705,SKU_0042,2026-W24,6001,5197,0.866
ST_000706,SKU_0036,2026-W07,9193,8972,0.976
ST_000707,SKU_0032,2026-W32,7436,5610,0.7544
ST_000708,SKU_0014,2026-W23,3006,879,0.2924
ST_000709,SKU_0030,2026-W47,3546,977,0.2755
ST_000710,SKU_0044,2026-W07,8403,2123,0.2526
ST_000711,SKU_0012,2026-W22,7609,3654,0.4802
ST_000712,SKU_0005,2026-W40,2237,1891,0.8453
ST_000713,SKU_0032,2026-W42,3631,410,0.1129
ST_000714,SKU_0040,2026-W15,6418,6040,0.9411
ST_000715,SKU_0036,2026-W08,7014,5120,0.73
ST_000716,SKU_0004,2026-W31,3515,2980,0.8478
ST_000717,SKU_0014,2026-W32,8178,5721,0.6996
ST_000718,SKU_0045,2026-W24,5045,3498,0.6934
ST_000719,SKU_0039,2026-W24,3970,3858,0.9718
ST_000720,SKU_0049,2026-W12,7536,853,0.1132
ST_000721,SKU_0011,2026-W49,2715,1395,0.5138
ST_000722,SKU_0044,2026-W01,9414,552,0.0586
ST_000723,SKU_0050,2026-W33,9035,2986,0.3305
ST_000724,SKU_0005,2026-W27,7954,972,0.1222
ST_000725,SKU_0008,2026-W07,4864,1919,0.3945
ST_000726,SKU_0006,2026-W15,2408,2284,0.9485
ST_000727,SKU_0046,2026-W43,8603,441,0.0513
ST_000728,SKU_0041,2026-W49,8620,4833,0.5607
ST_000729,SKU_0037,2026-W33,2453,857,0.3494
ST_000730,SKU_0004,2026-W37,5760,3581,0.6217
ST_000731,SKU_0010,2026-W15,2590,2111,0.8151
ST_000732,SKU_0040,2026-W34,9307,8208,0.8819
ST_000733,SKU_0015,2026-W13,6471,1030,0.1592
ST_000734,SKU_0046,2026-W35,3382,3030,0.8959
ST_000735,SKU_0044,2026-W05,9676,8601,0.8889
ST_000736,SKU_0010,2026-W48,6828,2247,0.3291
ST_000737,SKU_0014,2026-W42,4010,740,0.1845
ST_000738,SKU_0015,2026-W41,3795,1329,0.3502
ST_000739,SKU_0019,2026-W48,9679,6312,0.6521
ST_000740,SKU_0009,2026-W33,4101,763,0.1861
ST_000741,SKU_0006,2026-W34,7419,1395,0.188
ST_000742,SKU_0027,2026-W28,8210,6207,0.756
ST_000743,SKU_0016,2026-W26,3683,2941,0.7985
ST_000744,SKU_0010,2026-W34,7407,898,0.1212
ST_000745,SKU_0023,2026-W41,8125,4111,0.506
ST_000746,SKU_0043,2026-W31,7573,4290,0.5665
ST_000747,SKU_0019,2026-W07,6234,1099,0.1763
ST_000748,SKU_0011,2026-W07,9583,6561,0.6846
ST_000749,SKU_0008,2026-W05,3455,657,0.1902
ST_000750,SKU_0035,2026-W28,7970,2446,0.3069
ST_000751,SKU_0038,2026-W24,9809,2823,0.2878
ST_000752,SKU_0003,2026-W39,5892,3600,0.611
ST_000753,SKU_0002,2026-W13,4974,3737,0.7513
ST_000754,SKU_0050,2026-W09,4773,3787,0.7934
ST_000755,SKU_0012,2026-W49,8810,552,0.0627
ST_000756,SKU_0004,2026-W22,5913,3674,0.6213
ST_000757,SKU_0003,2026-W47,3235,476,0.1471
ST_000758,SKU_0041,2026-W07,7644,2284,0.2988
ST_000759,SKU_0043,2026-W37,9226,2177,0.236
ST_000760,SKU_0022,2026-W39,5347,1990,0.3722
ST_000761,SKU_0039,2026-W14,9086,5329,0.5865
ST_000762,SKU_0010,2026-W08,2450,769,0.3139
ST_000763,SKU_0020,2026-W18,2525,1362,0.5394
ST_000764,SKU_0022,2026-W47,3534,537,0.152
ST_000765,SKU_0011,2026-W01,9429,573,0.0608
ST_000766,SKU_0026,2026-W15,5090,1185,0.2328
ST_000767,SKU_0042,2026-W50,2999,1279,0.4265
ST_000768,SKU_0031,2026-W14,9172,1334,0.1454
ST_000769,SKU_0019,2026-W08,2382,1796,0.754
ST_000770,SKU_0024,2026-W15,9850,4838,0.4912
ST_000771,SKU_0018,2026-W29,4634,2964,0.6396
ST_000772,SKU_0028,2026-W29,9782,8447,0.8635
ST_000773,SKU_0040,2026-W28,3525,226,0.0641
ST_000774,SKU_0041,2026-W01,2203,1598,0.7254
ST_000775,SKU_0020,2026-W11,6691,2286,0.3417
ST_000776,SKU_0029,2026-W04,8197,726,0.0886
ST_000777,SKU_0033,2026-W20,7672,1241,0.1618
ST_000778,SKU_0011,2026-W05,8444,4630,0.5483
ST_000779,SKU_0017,2026-W50,4077,1671,0.4099
ST_000780,SKU_0037,2026-W24,3019,1737,0.5754
ST_000781,SKU_0042,2026-W45,2793,2643,0.9463
ST_000782,SKU_0026,2026-W34,4517,3538,0.7833
ST_000783,SKU_0041,2026-W05,4724,2226,0.4712
ST_000784,SKU_0046,2026-W33,8413,7814,0.9288
ST_000785,SKU_0012,2026-W07,2020,1479,0.7322
ST_000786,SKU_0024,2026-W34,3246,1092,0.3364
ST_000787,SKU_0043,2026-W22,8107,4390,0.5415
ST_000788,SKU_0048,2026-W35,7476,4058,0.5428
ST_000789,SKU_0016,2026-W03,6981,6834,0.9789
ST_000790,SKU_0033,2026-W30,6245,2121,0.3396
ST_000791,SKU_0009,2026-W24,8585,3198,0.3725
ST_000792,SKU_0025,2026-W11,7121,2026,0.2845
ST_000793,SKU_0045,2026-W50,3388,3283,0.969
ST_000794,SKU_0030,2026-W50,8025,7079,0.8821
ST_000795,SKU_0016,2026-W17,3997,3115,0.7793
ST_000796,SKU_0017,2026-W11,5117,3813,0.7452
ST_000797,SKU_0013,2026-W04,5600,400,0.0714
ST_000798,SKU_0042,2026-W38,6895,4715,0.6838
ST_000799,SKU_0023,2026-W46,6655,3236,0.4863
ST_000800,SKU_0033,2026-W36,3668,1421,0.3874
ST_000801,SKU_0022,2026-W09,3200,1650,0.5156
ST_000802,SKU_0004,2026-W49,7678,6542,0.852
ST_000803,SKU_0045,2026-W45,2543,2232,0.8777
ST_000804,SKU_0016,2026-W23,2491,698,0.2802
ST_000805,SKU_0032,2026-W43,3574,3518,0.9843
ST_000806,SKU_0039,2026-W45,7799,2795,0.3584
ST_000807,SKU_0027,2026-W19,6100,4570,0.7492
ST_000808,SKU_0032,2026-W35,8994,1695,0.1885
ST_000809,SKU_0047,2026-W41,7557,1486,0.1966
ST_000810,SKU_0015,2026-W26,2989,1729,0.5785
ST_000811,SKU_0045,2026-W11,5064,3068,0.6058
ST_000812,SKU_0012,2026-W05,3103,1281,0.4128
ST_000813,SKU_0030,2026-W11,6580,4920,0.7477
ST_000814,SKU_0050,2026-W14,7070,2245,0.3175
ST_000815,SKU_0004,2026-W48,9053,223,0.0246
ST_000816,SKU_0035,2026-W13,9168,8475,0.9244
ST_000817,SKU_0037,2026-W14,5870,1209,0.206
ST_000818,SKU_0045,2026-W38,3671,253,0.0689
ST_000819,SKU_0039,2026-W38,8221,1036,0.126
ST_000820,SKU_0027,2026-W04,5311,951,0.1791
ST_000821,SKU_0020,2026-W44,9162,8765,0.9567
ST_000822,SKU_0038,2026-W50,9842,637,0.0647
ST_000823,SKU_0042,2026-W16,4528,763,0.1685
ST_000824,SKU_0004,2026-W07,2848,942,0.3308
ST_000825,SKU_0049,2026-W29,9267,1273,0.1374
ST_000826,SKU_0043,2026-W49,7411,1269,0.1712
ST_000827,SKU_0002,2026-W26,5154,1204,0.2336
ST_000828,SKU_0009,2026-W14,2408,218,0.0905
ST_000829,SKU_0048,2026-W39,5482,1169,0.2132
ST_000830,SKU_0046,2026-W24,2397,760,0.3171
ST_000831,SKU_0040,2026-W19,7943,4881,0.6145
ST_000832,SKU_0033,2026-W32,8369,7670,0.9165
ST_000833,SKU_0038,2026-W45,5193,4063,0.7824
ST_000834,SKU_0029,2026-W06,4191,4051,0.9666
ST_000835,SKU_0043,2026-W02,5427,5067,0.9337
ST_000836,SKU_0043,2026-W25,5847,3795,0.6491
ST_000837,SKU_0038,2026-W11,6188,406,0.0656
ST_000838,SKU_0025,2026-W44,3587,1364,0.3803
ST_000839,SKU_0036,2026-W41,6680,6610,0.9895
ST_000840,SKU_0006,2026-W19,3592,629,0.1751
ST_000841,SKU_0004,2026-W08,5569,2107,0.3783
ST_000842,SKU_0044,2026-W13,7912,5065,0.6402
ST_000843,SKU_0017,2026-W44,3762,3048,0.8102
ST_000844,SKU_0033,2026-W42,8874,5179,0.5836
ST_000845,SKU_0040,2026-W04,6454,2128,0.3297
ST_000846,SKU_0039,2026-W16,5001,3175,0.6349
ST_000847,SKU_0038,2026-W38,5618,2755,0.4904
ST_000848,SKU_0034,2026-W47,6720,441,0.0656
ST_000849,SKU_0004,2026-W05,6438,2998,0.4657
ST_000850,SKU_0015,2026-W03,5603,2655,0.4739
ST_000851,SKU_0031,2026-W16,9273,8188,0.883
ST_000852,SKU_0003,2026-W18,2683,2211,0.8241
ST_000853,SKU_0015,2026-W17,5625,1078,0.1916
ST_000854,SKU_0043,2026-W07,4619,2939,0.6363
ST_000855,SKU_0007,2026-W24,5358,2590,0.4834
ST_000856,SKU_0032,2026-W33,6273,4912,0.783
ST_000857,SKU_0047,2026-W46,7657,3282,0.4286
ST_000858,SKU_0037,2026-W45,4070,1165,0.2862
ST_000859,SKU_0029,2026-W10,3249,818,0.2518
ST_000860,SKU_0006,2026-W04,7843,2344,0.2989
ST_000861,SKU_0045,2026-W44,8383,3412,0.407
ST_000862,SKU_0013,2026-W06,6810,3365,0.4941
ST_000863,SKU_0030,2026-W44,3906,637,0.1631
ST_000864,SKU_0010,2026-W04,8635,1849,0.2141
ST_000865,SKU_0022,2026-W18,4664,4566,0.979
ST_000866,SKU_0003,2026-W11,6876,5221,0.7593
ST_000867,SKU_0015,2026-W23,5444,215,0.0395
ST_000868,SKU_0023,2026-W40,6804,5250,0.7716
ST_000869,SKU_0008,2026-W41,3612,3080,0.8527
ST_000870,SKU_0029,2026-W30,9977,2813,0.2819
ST_000871,SKU_0048,2026-W09,5178,1856,0.3584
ST_000872,SKU_0029,2026-W51,4060,1003,0.247
ST_000873,SKU_0043,2026-W01,2426,813,0.3351
ST_000874,SKU_0014,2026-W39,5528,1490,0.2695
ST_000875,SKU_0046,2026-W14,2159,1864,0.8634
ST_000876,SKU_0001,2026-W02,4316,1306,0.3026
ST_000877,SKU_0002,2026-W03,4061,281,0.0692
ST_000878,SKU_0001,2026-W25,2912,1622,0.557
ST_000879,SKU_0033,2026-W21,3190,487,0.1527
ST_000880,SKU_0037,2026-W38,5690,1898,0.3336
ST_000881,SKU_0002,2026-W17,6421,1103,0.1718
ST_000882,SKU_0023,2026-W27,2415,476,0.1971
ST_000883,SKU_0026,2026-W19,7396,4474,0.6049
ST_000884,SKU_0013,2026-W10,8717,7485,0.8587
ST_000885,SKU_0043,2026-W05,3953,3238,0.8191
ST_000886,SKU_0024,2026-W19,3685,3044,0.8261
ST_000887,SKU_0011,2026-W13,7122,1697,0.2383
ST_000888,SKU_0002,2026-W23,4332,4109,0.9485
ST_000889,SKU_0009,2026-W38,2806,1601,0.5706
ST_000890,SKU_0022,2026-W12,7406,1530,0.2066
ST_000891,SKU_0032,2026-W09,4798,4763,0.9927
ST_000892,SKU_0038,2026-W44,9770,6729,0.6887
ST_000893,SKU_0005,2026-W47,8285,4095,0.4943
ST_000894,SKU_0035,2026-W26,9206,4033,0.4381
ST_000895,SKU_0036,2026-W46,7034,694,0.0987
ST_000896,SKU_0019,2026-W41,3555,622,0.175
ST_000897,SKU_0013,2026-W51,8186,3376,0.4124
ST_000898,SKU_0041,2026-W13,6660,3850,0.5781
ST_000899,SKU_0026,2026-W04,8370,1644,0.1964
ST_000900,SKU_0021,2026-W39,8872,8722,0.9831
ST_000901,SKU_0050,2026-W16,2837,2409,0.8491
ST_000902,SKU_0041,2026-W41,8341,6555,0.7859
ST_000903,SKU_0036,2026-W10,6178,3228,0.5225
ST_000904,SKU_0024,2026-W04,7278,4575,0.6286
ST_000905,SKU_0021,2026-W47,4051,352,0.0869
ST_000906,SKU_0001,2026-W52,5744,2180,0.3795
ST_000907,SKU_0027,2026-W20,8495,4936,0.581
ST_000908,SKU_0039,2026-W29,3874,539,0.1391
ST_000909,SKU_0018,2026-W15,6682,367,0.0549
ST_000910,SKU_0028,2026-W15,9463,9194,0.9716
ST_000911,SKU_0037,2026-W16,4905,3869,0.7888
ST_000912,SKU_0001,2026-W01,7737,1938,0.2505
ST_000913,SKU_0031,2026-W29,4262,1815,0.4259
ST_000914,SKU_0035,2026-W20,7068,6401,0.9056
ST_000915,SKU_0028,2026-W48,9670,8648,0.8943
ST_000916,SKU_0014,2026-W09,9199,7332,0.797
ST_000917,SKU_0040,2026-W06,7795,3978,0.5103
ST_000918,SKU_0046,2026-W45,4782,4705,0.9839
ST_000919,SKU_0036,2026-W51,8683,7961,0.9168
ST_000920,SKU_0003,2026-W44,2497,581,0.2327
ST_000921,SKU_0027,2026-W30,4701,2549,0.5422
ST_000922,SKU_0009,2026-W16,9568,2688,0.2809
ST_000923,SKU_0008,2026-W46,9286,2382,0.2565
ST_000924,SKU_0018,2026-W34,9744,8279,0.8497
ST_000925,SKU_0042,2026-W31,2324,1706,0.7341
ST_000926,SKU_0028,2026-W34,5065,4096,0.8087
ST_000927,SKU_0044,2026-W26,5729,5537,0.9665
ST_000928,SKU_0029,2026-W40,8624,2766,0.3207
ST_000929,SKU_0006,2026-W06,2284,392,0.1716
ST_000930,SKU_0027,2026-W36,7900,2830,0.3582
ST_000931,SKU_0010,2026-W06,7691,2119,0.2755
ST_000932,SKU_0012,2026-W41,5399,4696,0.8698
ST_000933,SKU_0007,2026-W50,8636,1055,0.1222
ST_000934,SKU_0047,2026-W40,6538,4920,0.7525
ST_000935,SKU_0017,2026-W31,5540,2439,0.4403
ST_000936,SKU_0046,2026-W38,3807,1483,0.3895
ST_000937,SKU_0035,2026-W36,9480,4231,0.4463
