po_id,supplier_id,fabric_id,order_quantity_meters,unit_price,total_po_value,order_date,promised_delivery_date,actual_delivery_date,contracted_lead_time_days,actual_lead_time_days,delayed_days,is_on_time,quality_pass_rate_pct,risk_category
PO_000679,SUP_001,FAB_006,3985,18.61,74160.85,2025-06-15,2025-07-25,2025-07-26,40,41,1,0,93.91,Medium
PO_000680,SUP_007,FAB_026,15553,14.05,218519.65,2024-05-02,2024-05-18,2024-05-26,16,24,8,0,91.85,High
PO_000681,SUP_003,FAB_018,18916,10.14,191808.24,2024-05-25,2024-06-20,2024-06-26,26,32,6,0,85.59,Medium
PO_000682,SUP_008,FAB_023,1992,6.73,13406.16,2024-05-04,2024-06-05,2024-06-07,32,34,2,0,97.7,Medium
PO_000683,SUP_011,FAB_001,14969,9.83,147145.27,2025-06-30,2025-08-07,2025-08-08,38,39,1,0,96.26,Medium
PO_000684,SUP_019,FAB_016,17325,5.34,92515.5,2024-08-27,2024-09-19,2024-09-28,23,32,9,0,91.57,High
PO_000685,SUP_025,FAB_014,16407,17.33,284333.31,2024-12-10,2024-12-24,2024-12-27,14,17,3,0,89.43,Medium
PO_000686,SUP_005,FAB_016,18457,5.84,107788.88,2025-05-16,2025-06-13,2025-06-13,28,28,0,1,97.46,Low
PO_000687,SUP_009,FAB_008,11213,14.7,164831.1,2024-11-04,2024-11-27,2024-11-28,23,24,1,0,100.0,Medium
PO_000688,SUP_015,FAB_007,10803,8.43,91069.29,2025-08-27,2025-10-04,2025-10-05,38,39,1,0,94.23,Medium
PO_000689,SUP_009,FAB_008,12800,14.7,188160.0,2024-03-28,2024-04-20,2024-04-21,23,24,1,0,90.98,Medium
PO_000690,SUP_007,FAB_026,18984,14.05,266725.2,2024-02-18,2024-03-05,2024-03-09,16,20,4,0,94.77,Medium
PO_000691,SUP_018,FAB_019,5674,15.93,90386.82,2024-06-21,2024-07-21,2024-07-26,30,35,5,0,92.82,Medium
PO_000692,SUP_016,FAB_009,16710,8.41,140531.1,2025-09-05,2025-10-13,2025-10-17,38,42,4,0,93.52,Medium
PO_000693,SUP_021,FAB_007,8559,7.73,66161.07,2024-11-01,2024-12-06,2024-12-09,35,38,3,0,96.28,Medium
PO_000694,SUP_005,FAB_026,14428,13.45,194056.6,2025-04-28,2025-06-05,2025-06-08,38,41,3,0,97.05,Medium
PO_000695,SUP_016,FAB_012,10407,13.37,139141.59,2025-06-17,2025-07-14,2025-07-18,27,31,4,0,99.31,Medium
PO_000696,SUP_011,FAB_001,17891,9.83,175868.53,2024-11-30,2025-01-07,2025-01-09,38,40,2,0,94.49,Medium
PO_000697,SUP_013,FAB_025,4263,18.47,78737.61,2025-07-10,2025-08-10,2025-08-11,31,32,1,0,92.59,Medium
PO_000698,SUP_004,FAB_011,17208,6.56,112884.48,2024-12-25,2025-01-26,2025-01-29,32,35,3,0,96.21,Medium
PO_000699,SUP_001,FAB_007,3375,8.25,27843.75,2024-07-11,2024-08-15,2024-08-15,35,35,0,1,97.06,Low
PO_000700,SUP_021,FAB_015,13062,15.16,198019.92,2024-08-14,2024-09-05,2024-09-06,22,23,1,0,96.91,Medium
PO_000701,SUP_020,FAB_009,14297,9.98,142684.06,2024-06-14,2024-07-01,2024-07-05,17,21,4,0,95.15,Medium
PO_000702,SUP_008,FAB_006,3044,16.71,50865.24,2024-08-06,2024-09-11,2024-09-13,36,38,2,0,89.13,Medium
PO_000703,SUP_010,FAB_016,16604,4.77,79201.08,2025-09-24,2025-10-14,2025-10-16,20,22,2,0,94.32,Medium
PO_000704,SUP_012,FAB_023,13396,7.53,100871.88,2025-09-17,2025-10-12,2025-10-13,25,26,1,0,100.0,Medium
PO_000705,SUP_003,FAB_025,7145,18.52,132325.4,2024-04-12,2024-05-15,2024-05-19,33,37,4,0,97.95,Medium
PO_000706,SUP_002,FAB_028,3670,16.61,60958.7,2025-05-17,2025-06-14,2025-06-14,28,28,0,1,97.81,Low
PO_000707,SUP_016,FAB_012,16186,13.37,216406.82,2024-07-22,2024-08-18,2024-08-23,27,32,5,0,96.39,Medium
PO_000708,SUP_007,FAB_019,10817,16.0,173072.0,2024-12-16,2025-01-25,2025-02-04,40,50,10,0,94.64,High
PO_000709,SUP_006,FAB_001,11862,9.25,109723.5,2025-03-07,2025-04-11,2025-04-13,35,37,2,0,89.79,Medium
PO_000710,SUP_022,FAB_007,8115,8.25,66948.75,2025-01-24,2025-02-22,2025-02-22,29,29,0,1,98.01,Low
PO_000711,SUP_007,FAB_018,19186,10.76,206441.36,2024-08-01,2024-08-18,2024-08-18,17,17,0,1,94.77,Low
PO_000712,SUP_015,FAB_012,8903,12.48,111109.44,2025-05-07,2025-06-10,2025-06-12,34,36,2,0,87.98,Medium
PO_000713,SUP_010,FAB_015,19229,12.31,236708.99,2025-11-21,2025-12-26,2026-01-01,35,41,6,0,90.51,Medium
PO_000714,SUP_014,FAB_014,9206,17.09,157330.54,2024-09-13,2024-10-12,2024-10-21,29,38,9,0,85.86,High
PO_000715,SUP_012,FAB_027,2131,12.77,27212.87,2024-07-17,2024-08-21,2024-08-23,35,37,2,0,94.45,Medium
PO_000716,SUP_015,FAB_002,7227,15.2,109850.4,2024-09-06,2024-10-15,2024-10-19,39,43,4,0,92.93,Medium
PO_000717,SUP_003,FAB_014,14188,19.82,281206.16,2025-04-09,2025-05-02,2025-05-04,23,25,2,0,92.89,Medium
PO_000718,SUP_018,FAB_024,1821,5.25,9560.25,2024-06-22,2024-07-08,2024-07-10,16,18,2,0,96.0,Medium
PO_000719,SUP_013,FAB_020,13110,8.4,110124.0,2024-04-14,2024-05-21,2024-05-21,37,37,0,1,85.43,Low
PO_000720,SUP_014,FAB_011,7121,6.09,43366.89,2025-05-26,2025-06-18,2025-06-19,23,24,1,0,91.33,Medium
PO_000721,SUP_011,FAB_030,13452,15.43,207564.36,2024-03-10,2024-03-27,2024-03-28,17,18,1,0,94.74,Medium
PO_000722,SUP_016,FAB_023,2525,6.9,17422.5,2024-08-17,2024-09-14,2024-09-19,28,33,5,0,90.22,Medium
PO_000723,SUP_001,FAB_018,11036,11.04,121837.44,2024-07-05,2024-07-23,2024-07-26,18,21,3,0,92.09,Medium
PO_000724,SUP_022,FAB_007,6676,8.25,55077.0,2025-10-03,2025-11-01,2025-11-01,29,29,0,1,94.87,Low
PO_000725,SUP_023,FAB_025,7537,20.24,152548.88,2024-03-24,2024-04-09,2024-04-20,16,27,11,0,89.3,High
PO_000726,SUP_013,FAB_021,847,12.18,10316.46,2025-05-20,2025-06-21,2025-06-27,32,38,6,0,96.56,Medium
PO_000727,SUP_003,FAB_018,6152,10.14,62381.28,2025-08-28,2025-09-23,2025-09-27,26,30,4,0,93.45,Medium
PO_000728,SUP_002,FAB_005,15839,6.1,96617.9,2024-01-01,2024-01-30,2024-02-01,29,31,2,0,96.03,Medium
PO_000729,SUP_011,FAB_019,4338,15.83,68670.54,2024-02-03,2024-02-19,2024-02-19,16,16,0,1,97.56,Low
PO_000730,SUP_015,FAB_018,8673,12.21,105897.33,2025-11-11,2025-12-11,2025-12-23,30,42,12,0,95.92,High
PO_000731,SUP_016,FAB_009,8237,8.41,69273.17,2025-06-10,2025-07-18,2025-07-26,38,46,8,0,94.92,High
PO_000732,SUP_016,FAB_029,19093,9.89,188829.77,2024-11-07,2024-11-25,2024-11-27,18,20,2,0,90.03,Medium
PO_000733,SUP_012,FAB_028,18460,16.72,308651.2,2024-01-24,2024-02-13,2024-02-13,20,20,0,1,92.98,Low
PO_000734,SUP_018,FAB_007,8306,7.44,61796.64,2025-05-01,2025-06-07,2025-06-10,37,40,3,0,97.22,Medium
PO_000735,SUP_002,FAB_025,6929,18.91,131027.39,2025-02-14,2025-03-12,2025-03-13,26,27,1,0,96.26,Medium
PO_000736,SUP_023,FAB_007,2669,8.16,21779.04,2024-01-06,2024-01-28,2024-02-02,22,27,5,0,93.23,Medium
PO_000737,SUP_005,FAB_007,3097,7.27,22515.19,2025-07-13,2025-08-03,2025-08-03,21,21,0,1,97.94,Low
PO_000738,SUP_003,FAB_006,2122,16.44,34885.68,2024-04-28,2024-05-25,2024-06-01,27,34,7,0,97.22,Medium
PO_000739,SUP_005,FAB_017,14413,10.84,156236.92,2024-05-27,2024-06-28,2024-07-02,32,36,4,0,97.19,Medium
PO_000740,SUP_014,FAB_018,5594,11.55,64610.7,2025-02-22,2025-04-02,2025-04-03,39,40,1,0,94.67,Medium
PO_000741,SUP_017,FAB_007,910,6.62,6024.2,2025-11-19,2025-12-10,2025-12-10,21,21,0,1,84.45,High
PO_000742,SUP_011,FAB_011,18642,6.37,118749.54,2024-03-28,2024-04-23,2024-04-25,26,28,2,0,95.51,Medium
PO_000743,SUP_015,FAB_012,19519,12.48,243597.12,2024-12-12,2025-01-15,2025-01-17,34,36,2,0,95.01,Medium
PO_000744,SUP_008,FAB_024,19818,4.27,84622.86,2025-07-21,2025-08-24,2025-08-24,34,34,0,1,95.69,Low
PO_000745,SUP_020,FAB_018,12528,10.58,132546.24,2024-04-20,2024-05-14,2024-05-22,24,32,8,0,93.72,High
PO_000746,SUP_005,FAB_030,17438,15.73,274299.74,2025-03-23,2025-04-14,2025-04-16,22,24,2,0,97.79,Medium
PO_000747,SUP_017,FAB_021,15255,13.27,202433.85,2025-02-01,2025-03-01,2025-03-20,28,47,19,0,93.1,High
PO_000748,SUP_011,FAB_019,13733,15.83,217393.39,2025-05-14,2025-05-30,2025-05-31,16,17,1,0,95.54,Medium
PO_000749,SUP_018,FAB_012,10353,13.73,142146.69,2025-08-07,2025-09-09,2025-09-11,33,35,2,0,94.03,Medium
PO_000750,SUP_017,FAB_007,11429,6.62,75659.98,2024-04-23,2024-05-14,2024-05-15,21,22,1,0,87.39,Medium
PO_000751,SUP_008,FAB_002,7541,12.75,96147.75,2024-10-04,2024-10-23,2024-10-23,19,19,0,1,94.73,Low
PO_000752,SUP_011,FAB_002,18864,14.61,275603.04,2024-12-16,2025-01-03,2025-01-04,18,19,1,0,92.43,Medium
PO_000753,SUP_010,FAB_021,18022,13.79,248523.38,2024-05-20,2024-06-29,2024-06-30,40,41,1,0,96.4,Medium
PO_000754,SUP_012,FAB_005,15523,7.19,111610.37,2025-10-10,2025-10-27,2025-10-27,17,17,0,1,92.53,Low
PO_000755,SUP_004,FAB_011,7746,6.56,50813.76,2024-05-17,2024-06-18,2024-06-19,32,33,1,0,90.42,Medium
PO_000756,SUP_009,FAB_009,7309,10.06,73528.54,2025-04-14,2025-05-23,2025-05-26,39,42,3,0,90.18,Medium
PO_000757,SUP_018,FAB_011,15096,5.86,88462.56,2025-03-07,2025-04-04,2025-04-07,28,31,3,0,94.78,Medium
PO_000758,SUP_009,FAB_009,18504,10.06,186150.24,2024-08-12,2024-09-20,2024-09-23,39,42,3,0,97.88,Medium
PO_000759,SUP_019,FAB_013,5907,12.25,72360.75,2025-02-19,2025-03-05,2025-03-11,14,20,6,0,89.38,Medium
PO_000760,SUP_011,FAB_020,18105,8.32,150633.6,2025-07-18,2025-08-26,2025-08-27,39,40,1,0,94.99,Medium
PO_000761,SUP_011,FAB_022,13673,5.56,76021.88,2024-06-25,2024-07-28,2024-07-28,33,33,0,1,95.33,Low
PO_000762,SUP_015,FAB_012,4481,12.48,55922.88,2025-08-12,2025-09-15,2025-09-16,34,35,1,0,91.78,Medium
PO_000763,SUP_010,FAB_018,9705,11.86,115101.3,2025-01-29,2025-02-15,2025-02-21,17,23,6,0,91.87,Medium
PO_000764,SUP_009,FAB_001,4355,10.99,47861.45,2024-03-06,2024-04-08,2024-04-11,33,36,3,0,90.29,Medium
PO_000765,SUP_007,FAB_028,1181,17.07,20159.67,2025-02-02,2025-02-23,2025-02-28,21,26,5,0,94.47,Medium
PO_000766,SUP_017,FAB_029,11699,9.81,114767.19,2024-01-10,2024-02-13,2024-02-17,34,38,4,0,89.51,Medium
PO_000767,SUP_023,FAB_020,18113,8.76,158669.88,2024-07-02,2024-08-05,2024-08-14,34,43,9,0,86.65,High
PO_000768,SUP_005,FAB_030,11954,15.73,188036.42,2025-04-14,2025-05-06,2025-05-07,22,23,1,0,95.49,Medium
PO_000769,SUP_014,FAB_001,6019,11.57,69639.83,2025-11-24,2025-12-22,2025-12-26,28,32,4,0,91.29,Medium
PO_000770,SUP_013,FAB_015,13488,13.25,178716.0,2025-09-17,2025-10-23,2025-10-26,36,39,3,0,93.41,Medium
PO_000771,SUP_019,FAB_013,14342,12.25,175689.5,2025-04-17,2025-05-01,2025-05-01,14,14,0,1,88.64,Low
PO_000772,SUP_003,FAB_023,15980,7.68,122726.4,2024-10-20,2024-11-03,2024-11-04,14,15,1,0,90.76,Medium
PO_000773,SUP_014,FAB_019,11361,16.12,183139.32,2025-03-05,2025-04-09,2025-04-11,35,37,2,0,84.33,High
PO_000774,SUP_007,FAB_016,11021,4.91,54113.11,2025-11-20,2025-12-16,2025-12-18,26,28,2,0,92.87,Medium
PO_000775,SUP_008,FAB_015,17038,13.41,228479.58,2025-08-23,2025-09-20,2025-09-24,28,32,4,0,86.5,Medium
PO_000776,SUP_007,FAB_002,18995,15.33,291193.35,2025-02-26,2025-03-13,2025-03-20,15,22,7,0,91.93,Medium
PO_000777,SUP_012,FAB_022,589,4.72,2780.08,2024-09-11,2024-10-08,2024-10-11,27,30,3,0,96.39,Medium
PO_000778,SUP_011,FAB_002,7233,14.61,105674.13,2024-12-21,2025-01-08,2025-01-08,18,18,0,1,97.46,Low
PO_000779,SUP_019,FAB_019,14746,14.46,213227.16,2024-07-25,2024-08-25,2024-09-05,31,42,11,0,93.39,High
PO_000780,SUP_012,FAB_008,8756,13.43,117593.08,2025-07-18,2025-08-22,2025-08-22,35,35,0,1,92.3,Low
PO_000781,SUP_020,FAB_018,7633,10.58,80757.14,2025-03-30,2025-04-23,2025-04-26,24,27,3,0,86.22,Medium
PO_000782,SUP_019,FAB_014,12726,19.06,242557.56,2024-06-19,2024-07-05,2024-07-10,16,21,5,0,93.92,Medium
PO_000783,SUP_012,FAB_028,8055,16.72,134679.6,2024-07-16,2024-08-05,2024-08-07,20,22,2,0,100.0,Medium
PO_000784,SUP_011,FAB_015,14420,13.68,197265.6,2025-08-29,2025-09-27,2025-09-29,29,31,2,0,95.17,Medium
PO_000785,SUP_020,FAB_004,15331,8.06,123567.86,2024-04-05,2024-04-28,2024-04-30,23,25,2,0,94.38,Medium
PO_000786,SUP_023,FAB_018,15144,12.17,184302.48,2024-10-15,2024-11-11,2024-11-14,27,30,3,0,93.06,Medium
PO_000787,SUP_002,FAB_028,12601,16.61,209302.61,2024-01-05,2024-02-02,2024-02-04,28,30,2,0,93.77,Medium
PO_000788,SUP_014,FAB_003,8047,14.68,118129.96,2024-08-15,2024-09-21,2024-09-26,37,42,5,0,86.3,Medium
PO_000789,SUP_006,FAB_010,11560,5.13,59302.8,2025-05-18,2025-06-13,2025-06-16,26,29,3,0,93.9,Medium
PO_000790,SUP_023,FAB_006,3199,14.79,47313.21,2025-05-19,2025-06-23,2025-06-23,35,35,0,1,91.45,Low
PO_000791,SUP_012,FAB_023,15538,7.53,117001.14,2024-05-31,2024-06-25,2024-06-26,25,26,1,0,90.03,Medium
PO_000792,SUP_021,FAB_015,14016,15.16,212482.56,2025-01-21,2025-02-12,2025-02-18,22,28,6,0,100.0,Medium
PO_000793,SUP_001,FAB_024,3678,4.4,16183.2,2025-02-05,2025-03-05,2025-03-06,28,29,1,0,99.83,Medium
PO_000794,SUP_004,FAB_022,9734,5.07,49351.38,2025-01-25,2025-02-14,2025-02-20,20,26,6,0,93.52,Medium
PO_000795,SUP_005,FAB_026,6418,13.45,86322.1,2024-07-03,2024-08-10,2024-08-10,38,38,0,1,96.92,Low
PO_000796,SUP_007,FAB_004,2546,8.1,20622.6,2024-12-14,2024-12-30,2024-12-31,16,17,1,0,100.0,Medium
PO_000797,SUP_008,FAB_015,14255,13.41,191159.55,2024-04-24,2024-05-22,2024-05-28,28,34,6,0,92.36,Medium
PO_000798,SUP_009,FAB_020,12114,8.32,100788.48,2025-09-13,2025-09-28,2025-09-30,15,17,2,0,88.46,Medium
PO_000799,SUP_015,FAB_007,19739,8.43,166399.77,2025-05-29,2025-07-06,2025-07-07,38,39,1,0,93.59,Medium
PO_000800,SUP_025,FAB_002,1651,14.8,24434.8,2025-10-18,2025-11-07,2025-11-07,20,20,0,1,93.33,Low
PO_000801,SUP_013,FAB_023,7745,6.49,50265.05,2025-05-19,2025-06-08,2025-06-10,20,22,2,0,89.32,Medium
PO_000802,SUP_014,FAB_009,12526,8.16,102212.16,2024-05-30,2024-06-18,2024-06-19,19,20,1,0,96.41,Medium
PO_000803,SUP_025,FAB_012,7753,13.62,105595.86,2024-02-28,2024-03-17,2024-03-19,18,20,2,0,92.1,Medium
PO_000804,SUP_010,FAB_025,8119,19.23,156128.37,2025-10-07,2025-11-08,2025-11-10,32,34,2,0,93.57,Medium
PO_000805,SUP_019,FAB_012,7314,12.38,90547.32,2024-03-19,2024-04-28,2024-04-28,40,40,0,1,92.06,Low
PO_000806,SUP_010,FAB_021,3586,13.79,49450.94,2024-01-26,2024-03-06,2024-03-11,40,45,5,0,97.66,Medium
PO_000807,SUP_015,FAB_021,5268,13.5,71118.0,2025-01-27,2025-02-20,2025-02-26,24,30,6,0,93.36,Medium
PO_000808,SUP_015,FAB_021,8755,13.5,118192.5,2024-07-22,2024-08-15,2024-08-21,24,30,6,0,92.66,Medium
PO_000809,SUP_016,FAB_025,4083,19.48,79536.84,2025-05-10,2025-05-26,2025-05-28,16,18,2,0,95.08,Medium
PO_000810,SUP_025,FAB_012,12568,13.62,171176.16,2025-06-29,2025-07-17,2025-07-18,18,19,1,0,98.82,Medium
PO_000811,SUP_003,FAB_022,5215,5.47,28526.05,2024-12-22,2025-01-22,2025-01-26,31,35,4,0,95.06,Medium
PO_000812,SUP_001,FAB_007,5204,8.25,42933.0,2024-07-03,2024-08-07,2024-08-08,35,36,1,0,94.35,Medium
PO_000813,SUP_024,FAB_026,5755,14.09,81087.95,2025-09-11,2025-10-20,2025-10-30,39,49,10,0,94.15,High
PO_000814,SUP_025,FAB_005,19043,6.69,127397.67,2024-03-09,2024-03-30,2024-03-31,21,22,1,0,95.27,Medium
PO_000815,SUP_004,FAB_019,4221,15.3,64581.3,2025-11-14,2025-12-10,2025-12-12,26,28,2,0,95.55,Medium
PO_000816,SUP_015,FAB_002,18011,15.2,273767.2,2024-10-02,2024-11-10,2024-11-13,39,42,3,0,91.34,Medium
PO_000817,SUP_017,FAB_013,2185,11.71,25586.35,2024-01-05,2024-02-11,2024-02-22,37,48,11,0,93.24,High
PO_000818,SUP_022,FAB_020,4897,10.02,49067.94,2025-01-03,2025-01-31,2025-02-02,28,30,2,0,99.93,Medium
PO_000819,SUP_004,FAB_015,5330,13.72,73127.6,2024-02-02,2024-02-26,2024-02-29,24,27,3,0,89.63,Medium
PO_000820,SUP_015,FAB_007,16685,8.43,140654.55,2024-09-30,2024-11-07,2024-11-18,38,49,11,0,95.11,High
PO_000821,SUP_008,FAB_023,6796,6.73,45737.08,2024-10-19,2024-11-20,2024-11-25,32,37,5,0,94.27,Medium
PO_000822,SUP_012,FAB_008,14741,13.43,197971.63,2024-10-05,2024-11-09,2024-11-09,35,35,0,1,94.46,Low
PO_000823,SUP_025,FAB_012,18051,13.62,245854.62,2025-10-26,2025-11-13,2025-11-18,18,23,5,0,99.72,Medium
PO_000824,SUP_018,FAB_007,4593,7.44,34171.92,2025-05-31,2025-07-07,2025-07-08,37,38,1,0,96.11,Medium
PO_000825,SUP_019,FAB_028,13802,16.65,229803.3,2025-06-23,2025-07-28,2025-07-30,35,37,2,0,91.71,Medium
PO_000826,SUP_013,FAB_024,8913,5.18,46169.34,2024-05-11,2024-06-09,2024-06-23,29,43,14,0,89.15,High
PO_000827,SUP_016,FAB_022,12220,5.51,67332.2,2025-02-11,2025-03-20,2025-03-21,37,38,1,0,96.57,Medium
PO_000828,SUP_006,FAB_008,7554,16.35,123507.9,2025-03-31,2025-05-09,2025-05-09,39,39,0,1,94.3,Low
PO_000829,SUP_009,FAB_008,19563,14.7,287576.1,2025-08-25,2025-09-17,2025-09-18,23,24,1,0,99.0,Medium
PO_000830,SUP_008,FAB_024,15608,4.27,66646.16,2024-08-29,2024-10-02,2024-10-07,34,39,5,0,87.55,Medium
PO_000831,SUP_012,FAB_016,18155,5.69,103301.95,2025-07-20,2025-08-05,2025-08-06,16,17,1,0,98.08,Medium
PO_000832,SUP_022,FAB_015,1185,14.68,17395.8,2024-12-29,2025-02-01,2025-02-04,34,37,3,0,90.42,Medium
PO_000833,SUP_005,FAB_030,6004,15.73,94442.92,2025-07-18,2025-08-09,2025-08-09,22,22,0,1,100.0,Low
PO_000834,SUP_017,FAB_005,11735,6.39,74986.65,2024-01-06,2024-02-05,2024-02-07,30,32,2,0,90.21,Medium
PO_000835,SUP_016,FAB_029,13865,9.89,137124.85,2024-12-22,2025-01-09,2025-01-17,18,26,8,0,95.32,High
PO_000836,SUP_010,FAB_015,13452,12.31,165594.12,2025-07-06,2025-08-10,2025-08-16,35,41,6,0,92.02,Medium
PO_000837,SUP_011,FAB_002,12921,14.61,188775.81,2024-11-19,2024-12-07,2024-12-08,18,19,1,0,100.0,Medium
PO_000838,SUP_006,FAB_015,4212,13.95,58757.4,2025-07-10,2025-07-27,2025-07-30,17,20,3,0,90.84,Medium
PO_000839,SUP_019,FAB_002,1131,15.11,17089.41,2024-05-08,2024-06-08,2024-06-10,31,33,2,0,93.04,Medium
PO_000840,SUP_008,FAB_028,9987,16.49,164685.63,2025-03-28,2025-04-23,2025-04-25,26,28,2,0,96.66,Medium
PO_000841,SUP_009,FAB_005,6042,7.36,44469.12,2024-08-12,2024-09-07,2024-09-09,26,28,2,0,95.3,Medium
PO_000842,SUP_011,FAB_021,5913,13.4,79234.2,2024-08-12,2024-09-20,2024-09-21,39,40,1,0,98.74,Medium
PO_000843,SUP_019,FAB_010,17469,4.57,79833.33,2025-06-29,2025-07-29,2025-07-31,30,32,2,0,90.25,Medium
PO_000844,SUP_015,FAB_021,15245,13.5,205807.5,2025-04-03,2025-04-27,2025-04-30,24,27,3,0,97.58,Medium
PO_000845,SUP_013,FAB_023,14344,6.49,93092.56,2025-08-11,2025-08-31,2025-09-04,20,24,4,0,95.77,Medium
PO_000846,SUP_008,FAB_001,8169,9.4,76788.6,2025-08-26,2025-09-14,2025-09-18,19,23,4,0,95.84,Medium
PO_000847,SUP_009,FAB_026,17405,14.0,243670.0,2024-02-28,2024-03-15,2024-03-19,16,20,4,0,92.53,Medium
PO_000848,SUP_009,FAB_012,13391,11.07,148238.37,2025-06-15,2025-07-14,2025-07-21,29,36,7,0,88.11,Medium
PO_000849,SUP_004,FAB_022,4887,5.07,24777.09,2024-03-08,2024-03-28,2024-03-29,20,21,1,0,84.35,High
PO_000850,SUP_008,FAB_025,7537,16.9,127375.3,2024-05-31,2024-07-01,2024-07-09,31,39,8,0,89.15,High
PO_000851,SUP_006,FAB_016,12419,4.91,60977.29,2024-12-02,2025-01-09,2025-01-13,38,42,4,0,92.53,Medium
PO_000852,SUP_024,FAB_025,2962,19.85,58795.7,2025-04-11,2025-04-27,2025-05-01,16,20,4,0,94.06,Medium
PO_000853,SUP_007,FAB_026,666,14.05,9357.3,2025-08-06,2025-08-22,2025-09-01,16,26,10,0,94.71,High
PO_000854,SUP_008,FAB_005,4498,6.91,31081.18,2025-01-05,2025-02-11,2025-02-13,37,39,2,0,95.09,Medium
PO_000855,SUP_017,FAB_013,19401,11.71,227185.71,2025-11-17,2025-12-24,2025-12-28,37,41,4,0,88.27,Medium
PO_000856,SUP_002,FAB_005,7634,6.1,46567.4,2024-03-08,2024-04-06,2024-04-10,29,33,4,0,99.58,Medium
PO_000857,SUP_015,FAB_006,13221,15.2,200959.2,2024-10-24,2024-11-21,2024-11-23,28,30,2,0,94.51,Medium
PO_000858,SUP_025,FAB_020,6846,9.52,65173.92,2025-04-19,2025-05-25,2025-05-25,36,36,0,1,98.65,Low
PO_000859,SUP_017,FAB_015,18183,14.49,263471.67,2024-03-02,2024-03-24,2024-04-04,22,33,11,0,91.76,High
PO_000860,SUP_007,FAB_026,17896,14.05,251438.8,2025-01-01,2025-01-17,2025-01-17,16,16,0,1,97.11,Low
PO_000861,SUP_009,FAB_012,1295,11.07,14335.65,2025-04-25,2025-05-24,2025-05-26,29,31,2,0,93.13,Medium
PO_000862,SUP_019,FAB_028,2204,16.65,36696.6,2025-10-30,2025-12-04,2025-12-17,35,48,13,0,92.44,High
PO_000863,SUP_009,FAB_026,1498,14.0,20972.0,2025-06-26,2025-07-12,2025-07-15,16,19,3,0,99.7,Medium
PO_000864,SUP_017,FAB_017,19679,11.31,222569.49,2024-09-20,2024-10-16,2024-10-21,26,31,5,0,93.14,Medium
PO_000865,SUP_017,FAB_005,2757,6.39,17617.23,2024-11-30,2024-12-30,2025-01-02,30,33,3,0,94.57,Medium
PO_000866,SUP_001,FAB_024,16692,4.4,73444.8,2024-07-07,2024-08-04,2024-08-05,28,29,1,0,94.71,Medium
PO_000867,SUP_006,FAB_008,5223,16.35,85396.05,2024-04-06,2024-05-15,2024-05-24,39,48,9,0,100.0,High
PO_000868,SUP_012,FAB_030,14299,15.33,219203.67,2025-09-22,2025-10-19,2025-10-20,27,28,1,0,97.48,Medium
PO_000869,SUP_002,FAB_006,6870,14.77,101469.9,2025-07-24,2025-08-20,2025-08-23,27,30,3,0,93.71,Medium
PO_000870,SUP_007,FAB_018,3736,10.76,40199.36,2025-11-18,2025-12-05,2025-12-05,17,17,0,1,85.71,Low
PO_000871,SUP_023,FAB_019,843,15.67,13209.81,2024-06-21,2024-07-07,2024-07-16,16,25,9,0,91.92,High
PO_000872,SUP_007,FAB_011,4477,5.74,25697.98,2024-01-25,2024-03-01,2024-03-05,36,40,4,0,92.6,Medium
PO_000873,SUP_020,FAB_006,5848,15.75,92106.0,2024-12-19,2025-01-03,2025-01-08,15,20,5,0,95.54,Medium
PO_000874,SUP_013,FAB_026,3396,11.83,40174.68,2025-06-18,2025-07-20,2025-07-26,32,38,6,0,88.58,Medium
PO_000875,SUP_013,FAB_023,10930,6.49,70935.7,2025-06-14,2025-07-04,2025-07-05,20,21,1,0,92.51,Medium
PO_000876,SUP_010,FAB_011,5795,6.57,38073.15,2024-08-21,2024-09-05,2024-09-12,15,22,7,0,92.8,Medium
PO_000877,SUP_019,FAB_024,16112,5.38,86682.56,2025-09-08,2025-09-22,2025-09-25,14,17,3,0,92.94,Medium
PO_000878,SUP_007,FAB_011,3782,5.74,21708.68,2025-07-19,2025-08-24,2025-08-25,36,37,1,0,94.5,Medium
PO_000879,SUP_005,FAB_014,12497,19.38,242191.86,2025-07-27,2025-08-28,2025-08-29,32,33,1,0,95.1,Medium
PO_000880,SUP_022,FAB_030,9061,18.31,165906.91,2025-03-16,2025-04-11,2025-04-11,26,26,0,1,91.9,Low
PO_000881,SUP_010,FAB_021,15587,13.79,214944.73,2025-06-14,2025-07-24,2025-08-02,40,49,9,0,90.64,High
PO_000882,SUP_018,FAB_015,9402,13.28,124858.56,2024-07-03,2024-07-18,2024-07-22,15,19,4,0,94.42,Medium
PO_000883,SUP_015,FAB_012,16300,12.48,203424.0,2024-06-11,2024-07-15,2024-07-20,34,39,5,0,97.44,Medium
PO_000884,SUP_001,FAB_018,3138,11.04,34643.52,2025-10-09,2025-10-27,2025-10-28,18,19,1,0,94.22,Medium
PO_000885,SUP_019,FAB_015,15239,14.82,225841.98,2025-10-17,2025-11-14,2025-11-17,28,31,3,0,93.46,Medium
PO_000886,SUP_013,FAB_010,17117,5.1,87296.7,2024-06-08,2024-07-05,2024-07-14,27,36,9,0,95.03,High
