forecast_id,sku_id,region,period,forecasted_demand_units,confidence_interval_pct
FCT_000917,SKU_0003,North_America,2026-M07,2351,0.82
FCT_000918,SKU_0050,Latin_America,2026-M10,11578,0.87
FCT_000919,SKU_0040,Latin_America,2027-M08,9969,0.89
FCT_000920,SKU_0046,Europe,2026-M10,1207,0.84
FCT_000921,SKU_0035,Latin_America,2027-M06,4590,0.87
FCT_000922,SKU_0006,North_America,2027-M07,10706,0.88
FCT_000923,SKU_0015,North_America,2027-M11,12646,0.9
FCT_000924,SKU_0006,Asia_Pacific,2026-M10,7089,0.91
FCT_000925,SKU_0031,Latin_America,2027-M02,12257,0.9
FCT_000926,SKU_0037,Latin_America,2027-M11,8823,0.94
FCT_000927,SKU_0017,Latin_America,2026-M05,10361,0.9
FCT_000928,SKU_0040,Europe,2027-M07,9853,0.8
FCT_000929,SKU_0049,Asia_Pacific,2027-M09,11691,0.89
FCT_000930,SKU_0037,Europe,2026-M10,5846,0.86
FCT_000931,SKU_0027,Asia_Pacific,2027-M06,12567,0.85
FCT_000932,SKU_0001,North_America,2026-M10,5955,0.91
FCT_000933,SKU_0039,North_America,2027-M09,12323,0.82
FCT_000934,SKU_0049,Europe,2026-M06,7023,0.87
FCT_000935,SKU_0045,Asia_Pacific,2027-M11,12415,0.88
FCT_000936,SKU_0022,North_America,2027-M11,4644,0.87
FCT_000937,SKU_0027,Europe,2026-M06,11956,0.82
FCT_000938,SKU_0014,Latin_America,2026-M03,5740,0.8
FCT_000939,SKU_0046,North_America,2027-M05,4379,0.91
FCT_000940,SKU_0019,Latin_America,2027-M05,11309,0.92
FCT_000941,SKU_0020,Latin_America,2027-M07,4247,0.9
FCT_000942,SKU_0019,Latin_America,2027-M10,10871,0.86
FCT_000943,SKU_0006,Latin_America,2026-M12,9672,0.85
FCT_000944,SKU_0040,Asia_Pacific,2027-M05,4345,0.84
FCT_000945,SKU_0041,North_America,2026-M04,3175,0.88
FCT_000946,SKU_0033,North_America,2027-M04,10111,0.83
FCT_000947,SKU_0038,North_America,2026-M10,14152,0.89
FCT_000948,SKU_0006,Europe,2027-M09,4620,0.89
FCT_000949,SKU_0025,Europe,2026-M10,11053,0.94
FCT_000950,SKU_0024,Asia_Pacific,2026-M01,8679,0.94
FCT_000951,SKU_0030,North_America,2027-M10,12090,0.9
FCT_000952,SKU_0026,Latin_America,2027-M02,4566,0.9
FCT_000953,SKU_0003,Latin_America,2027-M04,2315,0.9
FCT_000954,SKU_0018,Latin_America,2027-M02,1374,0.84
FCT_000955,SKU_0009,North_America,2026-M08,2549,0.89
FCT_000956,SKU_0016,Latin_America,2027-M06,7129,0.91
FCT_000957,SKU_0004,North_America,2027-M06,14504,0.9
FCT_000958,SKU_0029,Europe,2026-M07,6659,0.92
FCT_000959,SKU_0021,Asia_Pacific,2026-M09,13769,0.81
FCT_000960,SKU_0013,Asia_Pacific,2027-M08,12222,0.91
FCT_000961,SKU_0047,North_America,2026-M08,3093,0.85
FCT_000962,SKU_0035,North_America,2027-M05,7490,0.87
FCT_000963,SKU_0040,North_America,2027-M07,13065,0.9
FCT_000964,SKU_0035,North_America,2027-M10,7632,0.9
FCT_000965,SKU_0037,Asia_Pacific,2026-M07,13573,0.81
FCT_000966,SKU_0012,Asia_Pacific,2027-M11,11587,0.87
FCT_000967,SKU_0046,Latin_America,2026-M02,5876,0.87
FCT_000968,SKU_0050,Latin_America,2027-M06,8717,0.81
FCT_000969,SKU_0041,North_America,2027-M11,5879,0.92
FCT_000970,SKU_0034,Latin_America,2026-M02,10453,0.9
FCT_000971,SKU_0025,North_America,2027-M05,8021,0.84
FCT_000972,SKU_0036,Latin_America,2026-M04,10167,0.89
FCT_000973,SKU_0006,Asia_Pacific,2027-M06,12864,0.89
FCT_000974,SKU_0020,North_America,2026-M06,12972,0.8
FCT_000975,SKU_0010,Asia_Pacific,2027-M05,9646,0.85
FCT_000976,SKU_0032,Asia_Pacific,2027-M06,6085,0.82
FCT_000977,SKU_0018,Asia_Pacific,2026-M12,8695,0.86
FCT_000978,SKU_0041,Latin_America,2026-M05,3501,0.82
FCT_000979,SKU_0048,North_America,2026-M07,6774,0.88
FCT_000980,SKU_0016,North_America,2026-M09,7560,0.84
FCT_000981,SKU_0032,Europe,2026-M06,12092,0.87
FCT_000982,SKU_0009,North_America,2026-M01,4373,0.89
FCT_000983,SKU_0013,North_America,2026-M08,7793,0.83
FCT_000984,SKU_0025,Asia_Pacific,2026-M07,10891,0.84
FCT_000985,SKU_0045,Latin_America,2026-M07,6518,0.94
FCT_000986,SKU_0005,Asia_Pacific,2027-M09,5735,0.8
FCT_000987,SKU_0033,North_America,2026-M12,10114,0.88
FCT_000988,SKU_0002,North_America,2026-M06,6249,0.92
FCT_000989,SKU_0043,Asia_Pacific,2026-M05,5685,0.86
FCT_000990,SKU_0036,Latin_America,2027-M11,8134,0.92
FCT_000991,SKU_0030,Europe,2027-M02,11697,0.86
FCT_000992,SKU_0024,Asia_Pacific,2027-M08,2220,0.87
FCT_000993,SKU_0020,Europe,2026-M09,9413,0.87
FCT_000994,SKU_0019,Asia_Pacific,2027-M04,1513,0.81
FCT_000995,SKU_0038,Latin_America,2027-M12,13096,0.93
FCT_000996,SKU_0038,North_America,2027-M06,1257,0.9
FCT_000997,SKU_0042,Europe,2027-M03,13063,0.92
FCT_000998,SKU_0039,Europe,2027-M10,8663,0.94
FCT_000999,SKU_0023,North_America,2027-M12,7228,0.9
FCT_001000,SKU_0031,Latin_America,2026-M09,4628,0.9
FCT_001001,SKU_0047,Latin_America,2026-M06,3748,0.85
FCT_001002,SKU_0003,Latin_America,2026-M12,7398,0.9
FCT_001003,SKU_0005,Latin_America,2026-M08,8556,0.83
FCT_001004,SKU_0015,Asia_Pacific,2027-M04,12542,0.92
FCT_001005,SKU_0014,Asia_Pacific,2026-M06,3785,0.94
FCT_001006,SKU_0044,North_America,2027-M03,4350,0.84
FCT_001007,SKU_0039,Asia_Pacific,2027-M01,9273,0.87
FCT_001008,SKU_0048,Europe,2027-M05,10245,0.83
FCT_001009,SKU_0028,Europe,2027-M03,2070,0.86
FCT_001010,SKU_0048,North_America,2026-M02,7413,0.8
FCT_001011,SKU_0010,Latin_America,2027-M10,2573,0.89
FCT_001012,SKU_0033,Asia_Pacific,2027-M08,1546,0.89
FCT_001013,SKU_0010,Latin_America,2026-M03,5953,0.88
FCT_001014,SKU_0024,Europe,2026-M09,8058,0.86
FCT_001015,SKU_0009,Asia_Pacific,2027-M06,12915,0.8
FCT_001016,SKU_0008,Latin_America,2027-M01,8247,0.83
FCT_001017,SKU_0002,Europe,2026-M09,13220,0.82
FCT_001018,SKU_0047,Europe,2027-M04,6071,0.85
FCT_001019,SKU_0019,Europe,2026-M03,13377,0.87
FCT_001020,SKU_0042,North_America,2027-M05,13595,0.88
FCT_001021,SKU_0010,Europe,2026-M04,10355,0.89
FCT_001022,SKU_0023,Latin_America,2026-M05,4239,0.9
FCT_001023,SKU_0016,North_America,2026-M10,9422,0.85
FCT_001024,SKU_0041,Europe,2027-M12,6948,0.89
FCT_001025,SKU_0015,Europe,2026-M03,5577,0.81
FCT_001026,SKU_0022,Latin_America,2027-M09,8057,0.92
FCT_001027,SKU_0034,Asia_Pacific,2027-M07,13892,0.92
FCT_001028,SKU_0012,Latin_America,2026-M07,11991,0.8
FCT_001029,SKU_0028,North_America,2027-M05,4241,0.87
FCT_001030,SKU_0002,Latin_America,2026-M04,7796,0.84
FCT_001031,SKU_0040,Europe,2027-M03,13634,0.91
FCT_001032,SKU_0026,North_America,2027-M04,11843,0.85
FCT_001033,SKU_0009,North_America,2027-M08,10162,0.82
FCT_001034,SKU_0005,Latin_America,2026-M01,5678,0.85
FCT_001035,SKU_0049,Asia_Pacific,2027-M05,9041,0.92
FCT_001036,SKU_0020,Europe,2026-M10,12727,0.84
FCT_001037,SKU_0030,North_America,2027-M02,8132,0.94
FCT_001038,SKU_0031,Latin_America,2026-M10,14687,0.85
FCT_001039,SKU_0039,North_America,2027-M05,9089,0.92
FCT_001040,SKU_0003,Europe,2027-M07,12283,0.94
FCT_001041,SKU_0025,Latin_America,2027-M12,4830,0.88
FCT_001042,SKU_0044,Europe,2027-M05,13584,0.88
FCT_001043,SKU_0010,Europe,2027-M11,1933,0.91
FCT_001044,SKU_0042,Latin_America,2026-M02,13884,0.93
FCT_001045,SKU_0007,Asia_Pacific,2026-M02,12657,0.85
FCT_001046,SKU_0043,Europe,2027-M01,9211,0.94
FCT_001047,SKU_0015,Latin_America,2026-M06,1491,0.9
FCT_001048,SKU_0043,Asia_Pacific,2027-M04,7373,0.87
FCT_001049,SKU_0002,Latin_America,2027-M11,2439,0.88
FCT_001050,SKU_0003,North_America,2027-M09,8249,0.88
FCT_001051,SKU_0021,Asia_Pacific,2027-M06,5963,0.91
FCT_001052,SKU_0015,Asia_Pacific,2026-M12,8250,0.81
FCT_001053,SKU_0048,Asia_Pacific,2026-M06,9661,0.94
FCT_001054,SKU_0041,Asia_Pacific,2027-M04,9843,0.88
FCT_001055,SKU_0022,Europe,2026-M11,8291,0.84
FCT_001056,SKU_0007,North_America,2026-M03,14357,0.84
FCT_001057,SKU_0004,Europe,2027-M03,1711,0.89
FCT_001058,SKU_0008,North_America,2026-M05,7607,0.88
FCT_001059,SKU_0028,Latin_America,2026-M02,11141,0.83
FCT_001060,SKU_0006,Latin_America,2026-M04,1664,0.86
FCT_001061,SKU_0027,Latin_America,2027-M01,13237,0.85
FCT_001062,SKU_0004,Asia_Pacific,2027-M02,3454,0.84
FCT_001063,SKU_0031,Europe,2027-M04,9380,0.93
FCT_001064,SKU_0044,Latin_America,2027-M04,11566,0.89
FCT_001065,SKU_0014,Europe,2027-M07,12027,0.86
FCT_001066,SKU_0047,Europe,2026-M12,7443,0.92
FCT_001067,SKU_0029,North_America,2027-M07,11482,0.82
FCT_001068,SKU_0040,Latin_America,2026-M05,4642,0.84
FCT_001069,SKU_0049,Latin_America,2027-M10,4804,0.85
FCT_001070,SKU_0049,Latin_America,2026-M03,9657,0.86
FCT_001071,SKU_0039,Latin_America,2026-M02,6406,0.83
FCT_001072,SKU_0029,Asia_Pacific,2027-M03,2836,0.83
FCT_001073,SKU_0021,Latin_America,2027-M11,2673,0.9
FCT_001074,SKU_0016,Latin_America,2027-M12,7371,0.8
FCT_001075,SKU_0018,Latin_America,2026-M10,4852,0.88
FCT_001076,SKU_0026,Latin_America,2026-M10,2040,0.8
FCT_001077,SKU_0016,North_America,2027-M06,9944,0.81
FCT_001078,SKU_0030,Europe,2026-M09,6408,0.93
FCT_001079,SKU_0011,Europe,2026-M10,7874,0.89
FCT_001080,SKU_0050,Europe,2027-M10,7254,0.86
FCT_001081,SKU_0026,North_America,2026-M12,5909,0.89
FCT_001082,SKU_0033,Latin_America,2027-M03,1960,0.83
FCT_001083,SKU_0005,Latin_America,2027-M08,7592,0.84
FCT_001084,SKU_0049,Europe,2026-M04,5525,0.87
FCT_001085,SKU_0006,Latin_America,2027-M11,13036,0.94
FCT_001086,SKU_0022,Europe,2026-M08,3007,0.9
FCT_001087,SKU_0010,North_America,2027-M12,2342,0.86
FCT_001088,SKU_0005,Europe,2027-M07,4051,0.83
FCT_001089,SKU_0001,Europe,2026-M07,14311,0.85
FCT_001090,SKU_0020,Europe,2027-M06,13362,0.84
FCT_001091,SKU_0044,Asia_Pacific,2026-M06,10413,0.92
FCT_001092,SKU_0043,Europe,2026-M11,7636,0.9
FCT_001093,SKU_0014,Europe,2026-M01,6753,0.88
FCT_001094,SKU_0018,Asia_Pacific,2026-M04,7697,0.91
FCT_001095,SKU_0035,Europe,2027-M01,12648,0.94
FCT_001096,SKU_0038,Latin_America,2026-M08,2149,0.9
FCT_001097,SKU_0010,Latin_America,2027-M02,11466,0.81
FCT_001098,SKU_0043,Latin_America,2026-M06,13907,0.92
FCT_001099,SKU_0046,Asia_Pacific,2027-M09,3009,0.85
FCT_001100,SKU_0027,Latin_America,2026-M11,10866,0.83
FCT_001101,SKU_0027,North_America,2026-M05,4550,0.86
FCT_001102,SKU_0002,Asia_Pacific,2026-M07,14845,0.88
FCT_001103,SKU_0011,North_America,2027-M05,12708,0.91
FCT_001104,SKU_0023,North_America,2026-M08,7571,0.8
FCT_001105,SKU_0029,Europe,2027-M09,14351,0.83
FCT_001106,SKU_0017,Europe,2026-M12,6141,0.85
FCT_001107,SKU_0010,Europe,2026-M02,1005,0.91
FCT_001108,SKU_0014,Latin_America,2026-M09,1424,0.83
FCT_001109,SKU_0041,Asia_Pacific,2026-M12,6549,0.92
FCT_001110,SKU_0037,Asia_Pacific,2027-M09,8895,0.83
FCT_001111,SKU_0014,North_America,2026-M08,9497,0.8
FCT_001112,SKU_0001,Latin_America,2026-M01,1510,0.81
FCT_001113,SKU_0007,Latin_America,2027-M01,5821,0.92
FCT_001114,SKU_0036,Asia_Pacific,2027-M07,8629,0.81
FCT_001115,SKU_0031,Europe,2026-M12,9879,0.81
FCT_001116,SKU_0032,Latin_America,2027-M01,7140,0.88
FCT_001117,SKU_0044,Latin_America,2026-M12,7304,0.91
FCT_001118,SKU_0038,Europe,2026-M07,11716,0.92
FCT_001119,SKU_0002,Europe,2027-M06,10793,0.84
FCT_001120,SKU_0008,North_America,2027-M04,10309,0.92
FCT_001121,SKU_0036,North_America,2027-M04,2899,0.83
FCT_001122,SKU_0013,Asia_Pacific,2026-M05,7572,0.89
FCT_001123,SKU_0038,Asia_Pacific,2027-M07,12862,0.86
FCT_001124,SKU_0026,Asia_Pacific,2027-M11,6836,0.85
FCT_001125,SKU_0045,Europe,2027-M01,10430,0.81
FCT_001126,SKU_0018,Asia_Pacific,2027-M11,14319,0.91
FCT_001127,SKU_0030,Europe,2026-M10,10717,0.83
FCT_001128,SKU_0041,Europe,2026-M08,10443,0.86
FCT_001129,SKU_0050,Asia_Pacific,2026-M11,8176,0.81
FCT_001130,SKU_0038,Latin_America,2026-M01,8095,0.92
FCT_001131,SKU_0011,Latin_America,2026-M02,9068,0.81
FCT_001132,SKU_0005,North_America,2027-M07,1127,0.88
FCT_001133,SKU_0025,Asia_Pacific,2027-M09,11518,0.85
FCT_001134,SKU_0023,North_America,2026-M01,3418,0.89
FCT_001135,SKU_0045,Latin_America,2027-M09,4342,0.91
FCT_001136,SKU_0018,Latin_America,2027-M06,13307,0.93
FCT_001137,SKU_0008,Asia_Pacific,2026-M01,14920,0.88
FCT_001138,SKU_0009,Asia_Pacific,2027-M12,12720,0.94
FCT_001139,SKU_0014,North_America,2026-M01,14884,0.94
FCT_001140,SKU_0014,Europe,2027-M08,6990,0.8
FCT_001141,SKU_0049,North_America,2027-M12,12501,0.82
FCT_001142,SKU_0017,North_America,2026-M12,7923,0.81
FCT_001143,SKU_0003,Latin_America,2027-M11,10682,0.83
FCT_001144,SKU_0024,Latin_America,2027-M05,14316,0.82
FCT_001145,SKU_0027,Asia_Pacific,2027-M07,13491,0.83
FCT_001146,SKU_0009,Latin_America,2027-M01,10445,0.85
FCT_001147,SKU_0032,Latin_America,2026-M11,3208,0.81
FCT_001148,SKU_0024,Asia_Pacific,2026-M05,13643,0.92
FCT_001149,SKU_0001,Latin_America,2027-M08,1677,0.9
FCT_001150,SKU_0027,North_America,2027-M04,14547,0.83
FCT_001151,SKU_0041,Europe,2026-M01,12079,0.81
FCT_001152,SKU_0004,Latin_America,2027-M04,8719,0.87
FCT_001153,SKU_0010,North_America,2026-M11,9554,0.88
FCT_001154,SKU_0007,Europe,2027-M12,7313,0.82
FCT_001155,SKU_0049,Latin_America,2027-M02,8355,0.84
FCT_001156,SKU_0012,Europe,2027-M01,1113,0.86
FCT_001157,SKU_0021,Latin_America,2027-M12,2740,0.81
FCT_001158,SKU_0021,North_America,2027-M06,3970,0.94
FCT_001159,SKU_0030,Asia_Pacific,2026-M07,13926,0.95
FCT_001160,SKU_0009,Europe,2026-M03,3151,0.91
FCT_001161,SKU_0045,Europe,2026-M11,11644,0.83
FCT_001162,SKU_0049,Europe,2026-M02,1975,0.95
FCT_001163,SKU_0022,Asia_Pacific,2027-M10,10697,0.95
FCT_001164,SKU_0022,Asia_Pacific,2026-M03,7071,0.94
FCT_001165,SKU_0050,Europe,2027-M02,8034,0.85
FCT_001166,SKU_0036,North_America,2026-M12,12039,0.81
FCT_001167,SKU_0035,Latin_America,2026-M01,2804,0.82
FCT_001168,SKU_0033,Asia_Pacific,2026-M05,8071,0.81
FCT_001169,SKU_0027,Europe,2026-M02,11538,0.81
FCT_001170,SKU_0012,Latin_America,2027-M09,2341,0.93
FCT_001171,SKU_0047,Asia_Pacific,2027-M01,11931,0.91
FCT_001172,SKU_0030,Europe,2027-M06,11947,0.91
FCT_001173,SKU_0025,Latin_America,2026-M01,13778,0.83
FCT_001174,SKU_0017,Asia_Pacific,2027-M12,12133,0.89
FCT_001175,SKU_0016,Latin_America,2026-M08,10972,0.94
FCT_001176,SKU_0023,North_America,2027-M08,4205,0.81
FCT_001177,SKU_0018,North_America,2027-M10,6317,0.85
FCT_001178,SKU_0008,Asia_Pacific,2027-M08,13214,0.88
FCT_001179,SKU_0004,North_America,2027-M07,9115,0.89
FCT_001180,SKU_0004,Asia_Pacific,2026-M10,3222,0.81
FCT_001181,SKU_0020,North_America,2026-M07,13911,0.82
FCT_001182,SKU_0010,North_America,2026-M08,2884,0.92
FCT_001183,SKU_0010,Latin_America,2026-M09,14369,0.9
FCT_001184,SKU_0014,North_America,2027-M08,10830,0.86
FCT_001185,SKU_0031,Asia_Pacific,2027-M12,11782,0.9
FCT_001186,SKU_0019,Europe,2026-M09,12487,0.89
FCT_001187,SKU_0028,Asia_Pacific,2027-M09,14865,0.92
FCT_001188,SKU_0042,Europe,2026-M06,14857,0.8
FCT_001189,SKU_0016,Europe,2026-M07,10546,0.91
FCT_001190,SKU_0009,North_America,2026-M05,11375,0.82
FCT_001191,SKU_0050,Latin_America,2027-M07,13497,0.86
FCT_001192,SKU_0013,Europe,2027-M10,9971,0.81
FCT_001193,SKU_0046,Europe,2027-M07,5721,0.85
FCT_001194,SKU_0015,Europe,2026-M09,6632,0.82
FCT_001195,SKU_0044,North_America,2026-M06,2066,0.82
FCT_001196,SKU_0006,Asia_Pacific,2027-M07,1802,0.93
FCT_001197,SKU_0005,Europe,2027-M03,13986,0.86
FCT_001198,SKU_0028,Europe,2026-M06,9501,0.82
FCT_001199,SKU_0012,Europe,2026-M11,13878,0.84
FCT_001200,SKU_0024,North_America,2026-M07,2691,0.94
FCT_001201,SKU_0037,Europe,2027-M07,10122,0.92
FCT_001202,SKU_0001,North_America,2027-M07,5147,0.84
FCT_001203,SKU_0032,North_America,2027-M12,14045,0.92
FCT_001204,SKU_0041,Europe,2027-M08,14759,0.81
FCT_001205,SKU_0004,Latin_America,2026-M12,9865,0.91
FCT_001206,SKU_0019,Latin_America,2027-M06,12334,0.89
FCT_001207,SKU_0001,Asia_Pacific,2027-M03,2674,0.84
FCT_001208,SKU_0024,Europe,2027-M01,14179,0.92
FCT_001209,SKU_0016,Latin_America,2026-M01,14775,0.84
FCT_001210,SKU_0020,North_America,2026-M02,7960,0.88
FCT_001211,SKU_0047,Latin_America,2026-M07,5319,0.84
FCT_001212,SKU_0047,Asia_Pacific,2026-M11,6773,0.8
FCT_001213,SKU_0035,Latin_America,2027-M08,7618,0.8
FCT_001214,SKU_0049,North_America,2026-M11,12142,0.92
FCT_001215,SKU_0046,Asia_Pacific,2027-M05,13127,0.85
FCT_001216,SKU_0030,Latin_America,2027-M12,9216,0.81
FCT_001217,SKU_0030,North_America,2027-M06,14560,0.82
FCT_001218,SKU_0013,Latin_America,2026-M06,8483,0.84
FCT_001219,SKU_0003,Asia_Pacific,2026-M02,7526,0.86
FCT_001220,SKU_0017,Europe,2026-M04,10134,0.83
FCT_001221,SKU_0032,Europe,2026-M02,11129,0.9
FCT_001222,SKU_0025,Latin_America,2027-M08,14649,0.85
FCT_001223,SKU_0010,Latin_America,2026-M10,11712,0.81
FCT_001224,SKU_0027,Asia_Pacific,2027-M08,5225,0.82
FCT_001225,SKU_0041,Asia_Pacific,2026-M04,5492,0.81
FCT_001226,SKU_0033,Europe,2027-M01,3344,0.9
FCT_001227,SKU_0033,Asia_Pacific,2027-M04,11779,0.8
FCT_001228,SKU_0026,North_America,2027-M11,11162,0.85
FCT_001229,SKU_0020,Latin_America,2027-M04,11658,0.87
FCT_001230,SKU_0007,North_America,2026-M09,8062,0.83
FCT_001231,SKU_0025,Europe,2027-M07,14893,0.83
FCT_001232,SKU_0032,Asia_Pacific,2026-M01,13469,0.89
FCT_001233,SKU_0050,North_America,2026-M06,5712,0.87
FCT_001234,SKU_0031,Europe,2026-M04,13333,0.86
FCT_001235,SKU_0019,Europe,2026-M10,2402,0.93
FCT_001236,SKU_0021,Latin_America,2026-M11,14212,0.85
FCT_001237,SKU_0029,Latin_America,2027-M12,1735,0.81
FCT_001238,SKU_0035,North_America,2027-M06,5680,0.87
FCT_001239,SKU_0002,North_America,2026-M02,9592,0.95
FCT_001240,SKU_0001,Europe,2027-M09,7567,0.82
FCT_001241,SKU_0044,North_America,2026-M12,5808,0.9
FCT_001242,SKU_0009,Asia_Pacific,2026-M08,7149,0.93
FCT_001243,SKU_0004,Asia_Pacific,2027-M06,6245,0.89
FCT_001244,SKU_0047,Latin_America,2026-M02,1234,0.82
FCT_001245,SKU_0005,Latin_America,2026-M05,13817,0.94
FCT_001246,SKU_0002,Asia_Pacific,2027-M09,7347,0.82
FCT_001247,SKU_0035,Asia_Pacific,2027-M05,14215,0.87
FCT_001248,SKU_0049,Latin_America,2026-M09,7358,0.81
FCT_001249,SKU_0017,Europe,2027-M11,13428,0.86
FCT_001250,SKU_0017,Latin_America,2026-M07,3246,0.92
FCT_001251,SKU_0004,Europe,2026-M06,9849,0.86
FCT_001252,SKU_0041,Asia_Pacific,2027-M11,1129,0.92
FCT_001253,SKU_0022,Asia_Pacific,2027-M02,6053,0.89
FCT_001254,SKU_0019,North_America,2027-M05,3088,0.84
FCT_001255,SKU_0008,Latin_America,2027-M03,7553,0.93
FCT_001256,SKU_0038,North_America,2026-M01,10740,0.94
FCT_001257,SKU_0006,North_America,2026-M12,13879,0.9
FCT_001258,SKU_0046,Latin_America,2026-M03,8915,0.9
FCT_001259,SKU_0031,Europe,2027-M11,3046,0.86
FCT_001260,SKU_0038,Europe,2027-M09,7200,0.82
FCT_001261,SKU_0020,Asia_Pacific,2026-M06,9153,0.91
FCT_001262,SKU_0045,North_America,2027-M09,14459,0.9
FCT_001263,SKU_0040,Europe,2026-M12,1734,0.82
FCT_001264,SKU_0016,Latin_America,2027-M08,6962,0.92
FCT_001265,SKU_0031,Asia_Pacific,2026-M11,9146,0.94
FCT_001266,SKU_0021,Latin_America,2026-M08,4379,0.81
FCT_001267,SKU_0037,Latin_America,2027-M10,3416,0.85
FCT_001268,SKU_0011,Asia_Pacific,2027-M09,5481,0.83
FCT_001269,SKU_0017,North_America,2026-M04,4327,0.85
FCT_001270,SKU_0033,Europe,2026-M11,6596,0.92
FCT_001271,SKU_0018,North_America,2027-M02,7394,0.92
FCT_001272,SKU_0039,Europe,2027-M06,1011,0.88
FCT_001273,SKU_0022,North_America,2027-M05,13208,0.93
FCT_001274,SKU_0045,Asia_Pacific,2027-M05,14724,0.89
FCT_001275,SKU_0045,Asia_Pacific,2027-M10,10833,0.86
FCT_001276,SKU_0009,Asia_Pacific,2026-M01,2024,0.87
FCT_001277,SKU_0022,North_America,2027-M10,2769,0.85
FCT_001278,SKU_0033,Latin_America,2026-M06,14913,0.81
FCT_001279,SKU_0021,Europe,2026-M07,13660,0.82
FCT_001280,SKU_0020,Latin_America,2026-M12,11255,0.85
FCT_001281,SKU_0032,Asia_Pacific,2027-M08,12995,0.93
FCT_001282,SKU_0017,Asia_Pacific,2026-M08,6414,0.83
FCT_001283,SKU_0010,Latin_America,2027-M06,2436,0.83
FCT_001284,SKU_0013,Europe,2027-M02,2950,0.88
FCT_001285,SKU_0021,Asia_Pacific,2027-M07,7086,0.94
FCT_001286,SKU_0026,Europe,2027-M12,1272,0.85
FCT_001287,SKU_0031,Asia_Pacific,2026-M08,14587,0.89
FCT_001288,SKU_0043,Europe,2027-M03,5721,0.9
FCT_001289,SKU_0015,Latin_America,2026-M02,4968,0.82
FCT_001290,SKU_0007,Europe,2026-M01,12888,0.91
FCT_001291,SKU_0030,Latin_America,2026-M11,3024,0.8
FCT_001292,SKU_0017,North_America,2027-M11,2395,0.93
FCT_001293,SKU_0050,Europe,2026-M10,10480,0.84
FCT_001294,SKU_0027,Latin_America,2027-M03,5229,0.93
FCT_001295,SKU_0012,North_America,2027-M09,4706,0.91
FCT_001296,SKU_0014,Europe,2026-M05,13989,0.92
FCT_001297,SKU_0038,North_America,2027-M08,12441,0.9
FCT_001298,SKU_0040,North_America,2026-M12,2230,0.84
FCT_001299,SKU_0014,Latin_America,2027-M01,1507,0.92
FCT_001300,SKU_0021,Europe,2026-M02,9818,0.94
FCT_001301,SKU_0029,Asia_Pacific,2026-M12,8954,0.88
FCT_001302,SKU_0029,Latin_America,2026-M11,5345,0.9
FCT_001303,SKU_0032,North_America,2026-M08,14113,0.93
FCT_001304,SKU_0016,North_America,2027-M07,12156,0.93
FCT_001305,SKU_0046,Europe,2027-M03,8628,0.93
FCT_001306,SKU_0030,Asia_Pacific,2027-M09,8892,0.89
FCT_001307,SKU_0012,Asia_Pacific,2027-M05,9912,0.82
FCT_001308,SKU_0012,Asia_Pacific,2027-M10,5976,0.81
FCT_001309,SKU_0023,Europe,2026-M03,3434,0.81
FCT_001310,SKU_0016,Asia_Pacific,2027-M03,2880,0.86
FCT_001311,SKU_0041,North_America,2027-M10,9698,0.82
FCT_001312,SKU_0001,Latin_America,2026-M05,2519,0.83
FCT_001313,SKU_0018,Europe,2027-M01,11202,0.94
FCT_001314,SKU_0026,Europe,2027-M01,12164,0.94
FCT_001315,SKU_0034,Asia_Pacific,2027-M04,9471,0.81
FCT_001316,SKU_0009,Asia_Pacific,2027-M08,2786,0.9
FCT_001317,SKU_0031,Asia_Pacific,2026-M01,1698,0.92
FCT_001318,SKU_0020,Europe,2027-M07,10287,0.86
FCT_001319,SKU_0030,Latin_America,2026-M08,6091,0.82
FCT_001320,SKU_0050,Asia_Pacific,2027-M03,7691,0.85
FCT_001321,SKU_0031,North_America,2027-M01,8588,0.88
FCT_001322,SKU_0046,North_America,2027-M12,11101,0.91
FCT_001323,SKU_0029,Latin_America,2026-M08,8130,0.92
FCT_001324,SKU_0040,Asia_Pacific,2027-M12,12129,0.85
FCT_001325,SKU_0003,Europe,2027-M04,9256,0.87
FCT_001326,SKU_0009,Europe,2026-M09,5624,0.92
FCT_001327,SKU_0038,Latin_America,2026-M05,6682,0.93
FCT_001328,SKU_0022,Asia_Pacific,2026-M09,7832,0.83
FCT_001329,SKU_0016,Europe,2027-M09,12506,0.85
FCT_001330,SKU_0007,Europe,2027-M08,9563,0.94
FCT_001331,SKU_0036,Latin_America,2027-M05,3354,0.83
FCT_001332,SKU_0002,Europe,2027-M07,13405,0.95
FCT_001333,SKU_0042,Latin_America,2026-M03,14499,0.89
FCT_001334,SKU_0036,Latin_America,2027-M10,6153,0.85
FCT_001335,SKU_0008,Asia_Pacific,2026-M05,13252,0.83
FCT_001336,SKU_0046,Latin_America,2027-M02,11475,0.85
FCT_001337,SKU_0023,North_America,2026-M05,6356,0.82
FCT_001338,SKU_0007,Asia_Pacific,2026-M03,8633,0.95
FCT_001339,SKU_0036,Asia_Pacific,2026-M05,12133,0.88
FCT_001340,SKU_0014,North_America,2026-M05,4056,0.88
FCT_001341,SKU_0034,Latin_America,2027-M02,6425,0.81
FCT_001342,SKU_0013,North_America,2026-M06,5088,0.84
