material_demand_id,plant_id,fabric_id,period,required_meters,urgency_level
MD_00446,PLANT_01,FAB_024,2026-M08,11359,Critical
MD_00447,PLANT_02,FAB_023,2026-M03,14524,High
MD_00448,PLANT_03,FAB_011,2027-M11,2993,Critical
MD_00449,PLANT_02,FAB_029,2027-M10,5506,Normal
MD_00450,PLANT_05,FAB_007,2027-M05,19853,Critical
MD_00451,PLANT_02,FAB_020,2026-M12,14395,Normal
MD_00452,PLANT_04,FAB_020,2027-M04,9466,Critical
MD_00453,PLANT_04,FAB_025,2027-M04,19368,Critical
MD_00454,PLANT_05,FAB_018,2026-M01,5164,Critical
MD_00455,PLANT_04,FAB_030,2026-M06,7648,Normal
MD_00456,PLANT_01,FAB_009,2026-M05,5373,Normal
MD_00457,PLANT_02,FAB_030,2026-M11,9920,High
MD_00458,PLANT_01,FAB_009,2026-M09,10874,Critical
MD_00459,PLANT_03,FAB_001,2027-M03,6250,Normal
MD_00460,PLANT_01,FAB_028,2027-M12,6043,Normal
MD_00461,PLANT_03,FAB_019,2027-M01,15020,High
MD_00462,PLANT_05,FAB_025,2027-M11,13566,High
MD_00463,PLANT_01,FAB_004,2026-M07,22004,Normal
MD_00464,PLANT_03,FAB_008,2026-M02,4309,Critical
MD_00465,PLANT_02,FAB_026,2027-M01,9103,Normal
MD_00466,PLANT_05,FAB_011,2027-M07,17963,High
MD_00467,PLANT_04,FAB_016,2027-M05,21694,High
MD_00468,PLANT_04,FAB_023,2027-M01,5334,Normal
MD_00469,PLANT_04,FAB_027,2027-M02,13806,Normal
MD_00470,PLANT_03,FAB_023,2027-M08,7242,High
MD_00471,PLANT_01,FAB_001,2026-M02,20858,High
MD_00472,PLANT_05,FAB_002,2026-M01,10915,Normal
MD_00473,PLANT_05,FAB_003,2027-M09,9894,High
MD_00474,PLANT_04,FAB_028,2026-M05,3152,High
MD_00475,PLANT_04,FAB_027,2027-M02,4854,Normal
MD_00476,PLANT_02,FAB_025,2026-M02,4644,Normal
MD_00477,PLANT_04,FAB_009,2026-M12,5713,Critical
MD_00478,PLANT_05,FAB_021,2027-M05,21181,Normal
MD_00479,PLANT_03,FAB_015,2027-M03,9255,Normal
MD_00480,PLANT_01,FAB_004,2026-M03,3017,High
MD_00481,PLANT_01,FAB_001,2026-M08,2197,Critical
MD_00482,PLANT_05,FAB_011,2027-M07,17515,Normal
MD_00483,PLANT_04,FAB_002,2027-M01,5768,Normal
MD_00484,PLANT_03,FAB_011,2026-M12,13553,Normal
MD_00485,PLANT_05,FAB_012,2026-M03,9280,Critical
MD_00486,PLANT_02,FAB_006,2027-M09,6365,High
MD_00487,PLANT_04,FAB_028,2026-M11,3401,Critical
MD_00488,PLANT_05,FAB_001,2026-M04,17677,Critical
MD_00489,PLANT_01,FAB_027,2027-M09,24582,High
MD_00490,PLANT_04,FAB_019,2027-M12,11671,Critical
MD_00491,PLANT_01,FAB_009,2026-M11,16493,Critical
MD_00492,PLANT_05,FAB_009,2027-M04,5885,High
MD_00493,PLANT_02,FAB_012,2026-M03,7745,Normal
MD_00494,PLANT_01,FAB_009,2027-M11,13281,Critical
MD_00495,PLANT_01,FAB_011,2027-M05,7778,Critical
MD_00496,PLANT_05,FAB_010,2026-M08,14843,High
MD_00497,PLANT_04,FAB_017,2027-M12,14122,Critical
MD_00498,PLANT_05,FAB_025,2027-M01,22296,High
MD_00499,PLANT_03,FAB_009,2026-M08,2962,Normal
MD_00500,PLANT_04,FAB_017,2027-M08,5180,Normal
MD_00501,PLANT_04,FAB_024,2026-M10,12893,High
MD_00502,PLANT_01,FAB_021,2027-M05,12883,Normal
MD_00503,PLANT_02,FAB_001,2026-M12,10584,Normal
MD_00504,PLANT_03,FAB_017,2026-M07,12230,High
MD_00505,PLANT_04,FAB_014,2027-M06,6320,High
MD_00506,PLANT_03,FAB_003,2026-M08,7536,Normal
MD_00507,PLANT_03,FAB_022,2027-M02,3152,High
MD_00508,PLANT_04,FAB_018,2026-M03,20374,Critical
MD_00509,PLANT_03,FAB_007,2027-M08,24636,Normal
MD_00510,PLANT_05,FAB_028,2026-M12,23209,High
MD_00511,PLANT_05,FAB_028,2026-M09,16495,High
MD_00512,PLANT_03,FAB_001,2026-M11,11753,High
MD_00513,PLANT_04,FAB_016,2026-M09,10742,Critical
MD_00514,PLANT_03,FAB_007,2026-M03,10062,Critical
MD_00515,PLANT_04,FAB_016,2027-M05,6132,Normal
MD_00516,PLANT_04,FAB_006,2027-M10,18210,Critical
MD_00517,PLANT_05,FAB_009,2027-M12,6839,Critical
MD_00518,PLANT_02,FAB_027,2027-M04,23693,High
MD_00519,PLANT_01,FAB_011,2027-M09,4961,High
MD_00520,PLANT_01,FAB_026,2027-M03,13866,High
MD_00521,PLANT_02,FAB_006,2026-M05,20157,Normal
MD_00522,PLANT_04,FAB_004,2026-M07,19063,Normal
MD_00523,PLANT_03,FAB_006,2026-M01,24253,Normal
MD_00524,PLANT_02,FAB_018,2027-M04,23527,Normal
MD_00525,PLANT_03,FAB_024,2026-M01,8628,High
MD_00526,PLANT_02,FAB_016,2027-M09,12985,High
MD_00527,PLANT_02,FAB_019,2026-M12,6953,Normal
MD_00528,PLANT_03,FAB_005,2027-M08,9267,Normal
MD_00529,PLANT_04,FAB_015,2026-M09,12830,Normal
MD_00530,PLANT_01,FAB_017,2026-M05,15861,Critical
MD_00531,PLANT_01,FAB_016,2026-M12,21469,Critical
MD_00532,PLANT_01,FAB_015,2027-M09,9145,Normal
MD_00533,PLANT_01,FAB_014,2026-M01,4596,Critical
MD_00534,PLANT_02,FAB_010,2027-M12,2468,Normal
MD_00535,PLANT_04,FAB_002,2026-M07,15754,Normal
MD_00536,PLANT_05,FAB_005,2027-M04,18954,Normal
MD_00537,PLANT_03,FAB_026,2027-M11,16553,Critical
MD_00538,PLANT_03,FAB_023,2027-M05,11076,Critical
MD_00539,PLANT_05,FAB_016,2026-M12,13628,Critical
MD_00540,PLANT_02,FAB_017,2026-M03,3468,Critical
MD_00541,PLANT_05,FAB_007,2026-M04,22149,Critical
MD_00542,PLANT_02,FAB_017,2027-M07,15165,Normal
MD_00543,PLANT_03,FAB_012,2026-M06,9552,Normal
MD_00544,PLANT_02,FAB_008,2026-M11,18939,Critical
MD_00545,PLANT_04,FAB_006,2027-M01,18615,High
MD_00546,PLANT_01,FAB_008,2027-M06,12740,Critical
MD_00547,PLANT_01,FAB_029,2026-M09,10823,Critical
MD_00548,PLANT_04,FAB_021,2026-M02,5475,Normal
MD_00549,PLANT_01,FAB_013,2027-M10,8733,Normal
MD_00550,PLANT_05,FAB_002,2026-M01,3571,High
MD_00551,PLANT_02,FAB_004,2027-M08,21218,Critical
MD_00552,PLANT_05,FAB_021,2027-M07,9143,Critical
MD_00553,PLANT_04,FAB_023,2027-M12,3301,High
MD_00554,PLANT_02,FAB_007,2026-M04,7995,High
MD_00555,PLANT_04,FAB_023,2027-M12,14846,Normal
MD_00556,PLANT_03,FAB_029,2026-M05,3410,High
MD_00557,PLANT_02,FAB_004,2026-M09,3177,Normal
MD_00558,PLANT_03,FAB_019,2027-M07,23747,Critical
MD_00559,PLANT_05,FAB_019,2026-M08,23352,High
MD_00560,PLANT_02,FAB_004,2027-M04,5727,Critical
MD_00561,PLANT_01,FAB_011,2026-M05,6959,Normal
MD_00562,PLANT_01,FAB_006,2027-M06,23343,High
MD_00563,PLANT_01,FAB_026,2026-M12,22770,Normal
MD_00564,PLANT_04,FAB_016,2027-M01,13691,Critical
MD_00565,PLANT_03,FAB_026,2027-M07,7943,High
MD_00566,PLANT_02,FAB_025,2026-M05,10726,Normal
MD_00567,PLANT_03,FAB_028,2026-M09,24769,High
MD_00568,PLANT_03,FAB_019,2026-M11,17463,High
MD_00569,PLANT_02,FAB_010,2027-M07,7817,Critical
MD_00570,PLANT_05,FAB_020,2027-M02,23579,Normal
MD_00571,PLANT_05,FAB_030,2027-M03,12745,Normal
MD_00572,PLANT_05,FAB_018,2027-M10,7894,Critical
MD_00573,PLANT_01,FAB_015,2026-M02,7331,High
MD_00574,PLANT_02,FAB_009,2026-M11,19794,High
MD_00575,PLANT_02,FAB_005,2026-M10,23936,Normal
MD_00576,PLANT_01,FAB_014,2027-M03,6288,Normal
MD_00577,PLANT_05,FAB_008,2027-M12,20174,Critical
MD_00578,PLANT_05,FAB_010,2027-M11,23533,High
MD_00579,PLANT_01,FAB_022,2026-M01,19063,High
MD_00580,PLANT_02,FAB_029,2026-M06,15324,Critical
MD_00581,PLANT_03,FAB_020,2026-M03,21641,High
MD_00582,PLANT_01,FAB_026,2027-M12,15620,High
MD_00583,PLANT_05,FAB_027,2026-M09,6448,High
MD_00584,PLANT_01,FAB_028,2026-M12,12964,High
MD_00585,PLANT_02,FAB_019,2027-M03,13047,High
MD_00586,PLANT_05,FAB_008,2026-M07,20175,High
MD_00587,PLANT_01,FAB_019,2027-M11,16266,Normal
MD_00588,PLANT_01,FAB_030,2027-M08,18739,High
MD_00589,PLANT_01,FAB_011,2026-M12,22642,Critical
MD_00590,PLANT_02,FAB_018,2027-M05,11440,High
MD_00591,PLANT_05,FAB_021,2027-M03,13437,Critical
MD_00592,PLANT_02,FAB_017,2026-M10,17211,Normal
MD_00593,PLANT_04,FAB_011,2027-M07,7614,High
MD_00594,PLANT_04,FAB_014,2026-M03,6017,Critical
MD_00595,PLANT_02,FAB_004,2027-M12,17682,High
MD_00596,PLANT_01,FAB_027,2026-M11,22510,Critical
MD_00597,PLANT_05,FAB_024,2027-M02,13989,Critical
MD_00598,PLANT_01,FAB_029,2026-M09,18542,High
MD_00599,PLANT_01,FAB_030,2027-M06,16640,Normal
MD_00600,PLANT_05,FAB_021,2026-M10,3396,Normal
MD_00601,PLANT_01,FAB_014,2027-M03,14844,High
MD_00602,PLANT_03,FAB_022,2026-M09,3090,High
MD_00603,PLANT_04,FAB_002,2026-M06,3910,Critical
MD_00604,PLANT_01,FAB_017,2027-M03,8761,Normal
MD_00605,PLANT_05,FAB_027,2026-M11,15029,High
MD_00606,PLANT_05,FAB_021,2026-M02,22977,Critical
MD_00607,PLANT_05,FAB_002,2026-M12,22576,Normal
MD_00608,PLANT_05,FAB_001,2026-M12,24030,Normal
MD_00609,PLANT_03,FAB_014,2026-M11,2931,Normal
MD_00610,PLANT_02,FAB_010,2027-M11,2781,Normal
MD_00611,PLANT_01,FAB_016,2026-M01,9406,Normal
MD_00612,PLANT_05,FAB_017,2027-M10,13077,Critical
MD_00613,PLANT_03,FAB_024,2027-M09,8072,Normal
MD_00614,PLANT_03,FAB_025,2027-M05,21648,Critical
MD_00615,PLANT_02,FAB_025,2027-M04,23021,High
MD_00616,PLANT_02,FAB_017,2027-M07,12763,Critical
MD_00617,PLANT_04,FAB_002,2027-M05,22042,High
MD_00618,PLANT_02,FAB_023,2027-M10,15018,High
MD_00619,PLANT_03,FAB_030,2027-M04,16448,High
MD_00620,PLANT_04,FAB_024,2026-M02,4681,Critical
MD_00621,PLANT_01,FAB_021,2026-M02,20333,High
MD_00622,PLANT_02,FAB_020,2027-M11,21101,Normal
MD_00623,PLANT_01,FAB_014,2027-M09,22922,Normal
MD_00624,PLANT_03,FAB_017,2027-M04,13551,Normal
MD_00625,PLANT_03,FAB_013,2026-M01,3788,Normal
MD_00626,PLANT_03,FAB_007,2026-M01,2412,Critical
MD_00627,PLANT_03,FAB_027,2027-M11,22810,Critical
MD_00628,PLANT_03,FAB_002,2026-M08,23199,Critical
MD_00629,PLANT_03,FAB_010,2027-M08,20919,Critical
MD_00630,PLANT_01,FAB_024,2027-M07,13948,Critical
MD_00631,PLANT_03,FAB_001,2026-M04,16785,High
MD_00632,PLANT_03,FAB_020,2026-M12,2653,Normal
MD_00633,PLANT_03,FAB_009,2026-M09,22019,Critical
MD_00634,PLANT_02,FAB_011,2026-M08,3735,High
MD_00635,PLANT_05,FAB_024,2027-M11,5064,Normal
MD_00636,PLANT_03,FAB_012,2026-M04,7895,Critical
MD_00637,PLANT_04,FAB_026,2027-M10,11036,Normal
MD_00638,PLANT_01,FAB_018,2027-M08,8623,Critical
MD_00639,PLANT_04,FAB_012,2026-M11,22429,Critical
MD_00640,PLANT_04,FAB_030,2027-M06,3992,High
MD_00641,PLANT_04,FAB_014,2026-M09,8442,Normal
MD_00642,PLANT_04,FAB_015,2026-M07,18923,High
MD_00643,PLANT_03,FAB_002,2026-M05,17616,Critical
MD_00644,PLANT_04,FAB_021,2026-M07,14757,Normal
MD_00645,PLANT_01,FAB_018,2026-M10,18707,Normal
MD_00646,PLANT_04,FAB_015,2026-M09,12905,High
MD_00647,PLANT_05,FAB_010,2027-M06,21273,Normal
MD_00648,PLANT_01,FAB_014,2027-M01,5434,High
MD_00649,PLANT_02,FAB_021,2026-M09,24970,High
MD_00650,PLANT_03,FAB_006,2026-M06,4415,Critical
MD_00651,PLANT_05,FAB_003,2026-M10,8445,Normal
MD_00652,PLANT_03,FAB_028,2026-M01,24087,Critical
MD_00653,PLANT_04,FAB_002,2027-M04,5533,Critical
MD_00654,PLANT_01,FAB_005,2027-M09,3293,Normal
MD_00655,PLANT_02,FAB_010,2027-M08,7848,High
MD_00656,PLANT_01,FAB_020,2027-M11,15195,Normal
MD_00657,PLANT_05,FAB_008,2026-M01,9562,Critical
MD_00658,PLANT_04,FAB_006,2027-M06,21055,Critical
MD_00659,PLANT_01,FAB_028,2027-M06,22134,Critical
MD_00660,PLANT_05,FAB_020,2026-M08,7223,Critical
MD_00661,PLANT_03,FAB_028,2026-M02,3800,High
MD_00662,PLANT_05,FAB_028,2026-M05,15582,Critical
MD_00663,PLANT_05,FAB_007,2026-M03,24267,Normal
MD_00664,PLANT_02,FAB_026,2026-M09,5427,Critical
MD_00665,PLANT_01,FAB_002,2027-M09,3695,Critical
MD_00666,PLANT_02,FAB_005,2026-M12,21255,Critical
MD_00667,PLANT_01,FAB_014,2026-M08,8921,Critical
MD_00668,PLANT_03,FAB_011,2026-M07,11781,Normal
MD_00669,PLANT_01,FAB_001,2026-M12,14097,Critical
MD_00670,PLANT_05,FAB_028,2026-M04,4320,Critical
MD_00671,PLANT_05,FAB_008,2026-M04,3426,Normal
MD_00672,PLANT_01,FAB_024,2027-M10,13693,Normal
MD_00673,PLANT_04,FAB_001,2026-M07,10271,High
MD_00674,PLANT_01,FAB_018,2027-M09,10969,High
MD_00675,PLANT_01,FAB_023,2026-M10,8890,Critical
MD_00676,PLANT_01,FAB_016,2026-M12,13766,High
MD_00677,PLANT_01,FAB_011,2027-M09,22969,High
MD_00678,PLANT_03,FAB_018,2027-M01,11974,High
MD_00679,PLANT_03,FAB_005,2027-M01,11350,High
MD_00680,PLANT_03,FAB_001,2027-M04,7393,Critical
MD_00681,PLANT_02,FAB_003,2027-M10,10180,High
MD_00682,PLANT_01,FAB_020,2026-M04,23472,High
MD_00683,PLANT_02,FAB_018,2027-M05,11762,High
MD_00684,PLANT_05,FAB_008,2026-M12,18019,High
MD_00685,PLANT_02,FAB_023,2026-M03,11806,Critical
MD_00686,PLANT_01,FAB_017,2026-M04,3660,Normal
MD_00687,PLANT_04,FAB_005,2026-M08,22983,Normal
MD_00688,PLANT_02,FAB_005,2027-M08,15380,Normal
MD_00689,PLANT_05,FAB_024,2026-M08,2667,Normal
MD_00690,PLANT_02,FAB_002,2027-M03,22087,Normal
MD_00691,PLANT_04,FAB_028,2026-M10,16603,Normal
MD_00692,PLANT_05,FAB_024,2026-M11,19330,Normal
MD_00693,PLANT_01,FAB_024,2027-M06,24379,Normal
MD_00694,PLANT_04,FAB_009,2026-M10,4318,Critical
MD_00695,PLANT_01,FAB_015,2026-M02,17292,Normal
MD_00696,PLANT_02,FAB_029,2026-M01,19758,Critical
MD_00697,PLANT_03,FAB_013,2027-M01,16315,Normal
MD_00698,PLANT_05,FAB_017,2026-M03,21245,Critical
MD_00699,PLANT_04,FAB_017,2027-M05,8193,High
MD_00700,PLANT_05,FAB_021,2026-M09,8277,High
MD_00701,PLANT_01,FAB_016,2027-M02,13252,Normal
MD_00702,PLANT_02,FAB_014,2026-M01,7439,Critical
MD_00703,PLANT_01,FAB_020,2026-M07,2698,High
MD_00704,PLANT_01,FAB_005,2027-M03,4117,Critical
MD_00705,PLANT_05,FAB_003,2026-M02,21181,Critical
MD_00706,PLANT_03,FAB_026,2026-M09,15342,High
MD_00707,PLANT_02,FAB_010,2027-M09,19315,Critical
MD_00708,PLANT_02,FAB_014,2026-M12,6408,Normal
MD_00709,PLANT_03,FAB_007,2026-M02,12043,Normal
MD_00710,PLANT_04,FAB_028,2026-M08,6172,High
MD_00711,PLANT_02,FAB_019,2026-M12,14601,Critical
MD_00712,PLANT_01,FAB_001,2026-M07,14083,Normal
MD_00713,PLANT_03,FAB_024,2027-M10,5361,High
MD_00714,PLANT_03,FAB_010,2027-M03,22340,Critical
MD_00715,PLANT_05,FAB_011,2027-M05,4324,Critical
MD_00716,PLANT_05,FAB_011,2027-M11,2201,Normal
MD_00717,PLANT_02,FAB_001,2027-M05,8751,Critical
MD_00718,PLANT_05,FAB_006,2026-M04,4237,High
MD_00719,PLANT_02,FAB_009,2027-M04,2508,Normal
MD_00720,PLANT_04,FAB_025,2026-M12,10231,Normal
MD_00721,PLANT_05,FAB_008,2027-M10,22815,Critical
MD_00722,PLANT_05,FAB_009,2026-M05,22076,Critical
MD_00723,PLANT_02,FAB_021,2027-M02,8980,Normal
MD_00724,PLANT_04,FAB_022,2027-M02,23243,Critical
MD_00725,PLANT_01,FAB_019,2027-M04,9125,Normal
MD_00726,PLANT_01,FAB_010,2027-M09,4302,Normal
MD_00727,PLANT_01,FAB_030,2026-M02,22332,High
MD_00728,PLANT_05,FAB_017,2027-M07,22210,Normal
MD_00729,PLANT_03,FAB_014,2027-M04,21760,Critical
MD_00730,PLANT_05,FAB_011,2027-M05,15468,High
MD_00731,PLANT_05,FAB_002,2027-M04,22287,High
MD_00732,PLANT_01,FAB_018,2026-M10,3714,High
MD_00733,PLANT_02,FAB_021,2026-M04,5021,High
MD_00734,PLANT_02,FAB_007,2026-M09,23687,Normal
MD_00735,PLANT_01,FAB_014,2027-M01,10129,Normal
MD_00736,PLANT_01,FAB_008,2027-M08,8839,Normal
MD_00737,PLANT_04,FAB_007,2027-M01,4489,High
MD_00738,PLANT_05,FAB_018,2026-M10,10584,Critical
MD_00739,PLANT_05,FAB_019,2027-M08,18483,Normal
MD_00740,PLANT_03,FAB_018,2027-M04,12098,Critical
MD_00741,PLANT_03,FAB_017,2026-M11,8590,Normal
MD_00742,PLANT_02,FAB_009,2026-M03,18303,Critical
MD_00743,PLANT_03,FAB_020,2026-M04,24343,High
MD_00744,PLANT_03,FAB_029,2027-M06,22980,Critical
MD_00745,PLANT_05,FAB_027,2027-M03,22932,Normal
MD_00746,PLANT_03,FAB_014,2027-M11,11964,Critical
MD_00747,PLANT_01,FAB_027,2026-M02,5772,Critical
MD_00748,PLANT_03,FAB_029,2027-M07,4574,Normal
MD_00749,PLANT_02,FAB_016,2026-M02,20618,Critical
MD_00750,PLANT_03,FAB_015,2026-M06,14969,Normal
MD_00751,PLANT_01,FAB_028,2027-M01,9739,Normal
MD_00752,PLANT_03,FAB_015,2027-M03,15800,Normal
MD_00753,PLANT_03,FAB_015,2026-M10,9282,High
MD_00754,PLANT_03,FAB_021,2026-M04,9359,High
MD_00755,PLANT_03,FAB_026,2027-M08,9854,Critical
MD_00756,PLANT_01,FAB_004,2027-M01,22372,Critical
MD_00757,PLANT_03,FAB_024,2026-M12,6597,Critical
MD_00758,PLANT_04,FAB_015,2027-M09,7335,High
MD_00759,PLANT_02,FAB_010,2027-M09,18068,Normal
MD_00760,PLANT_01,FAB_010,2027-M08,7619,High
MD_00761,PLANT_05,FAB_004,2026-M02,7334,Critical
MD_00762,PLANT_04,FAB_020,2027-M04,12196,Critical
MD_00763,PLANT_02,FAB_017,2027-M08,2754,High
MD_00764,PLANT_04,FAB_019,2026-M02,10906,High
MD_00765,PLANT_02,FAB_027,2027-M09,16213,High
MD_00766,PLANT_02,FAB_002,2026-M09,10943,Critical
MD_00767,PLANT_05,FAB_015,2027-M08,16082,Critical
MD_00768,PLANT_05,FAB_016,2027-M03,23173,Normal
MD_00769,PLANT_03,FAB_015,2027-M01,3490,High
MD_00770,PLANT_04,FAB_026,2027-M10,2201,Normal
MD_00771,PLANT_01,FAB_006,2027-M10,20015,Normal
MD_00772,PLANT_01,FAB_005,2026-M10,8424,Normal
MD_00773,PLANT_05,FAB_027,2026-M03,3194,Normal
MD_00774,PLANT_05,FAB_017,2026-M06,23033,High
MD_00775,PLANT_02,FAB_007,2026-M10,9201,High
MD_00776,PLANT_03,FAB_030,2027-M08,11382,High
MD_00777,PLANT_01,FAB_006,2027-M06,6039,Critical
MD_00778,PLANT_04,FAB_006,2027-M10,9668,High
MD_00779,PLANT_03,FAB_027,2027-M07,12933,High
MD_00780,PLANT_04,FAB_023,2027-M08,20785,High
MD_00781,PLANT_01,FAB_009,2027-M11,23957,Critical
MD_00782,PLANT_04,FAB_017,2027-M12,14170,High
MD_00783,PLANT_03,FAB_026,2027-M07,11854,High
MD_00784,PLANT_02,FAB_017,2027-M06,22954,Normal
MD_00785,PLANT_03,FAB_025,2026-M02,19865,Normal
MD_00786,PLANT_02,FAB_021,2027-M12,15017,High
MD_00787,PLANT_05,FAB_002,2027-M10,20585,Normal
MD_00788,PLANT_02,FAB_028,2027-M03,8279,High
MD_00789,PLANT_03,FAB_018,2027-M03,21070,High
MD_00790,PLANT_04,FAB_005,2027-M08,18883,Critical
MD_00791,PLANT_05,FAB_015,2026-M05,13097,High
MD_00792,PLANT_05,FAB_028,2026-M07,23937,Critical
MD_00793,PLANT_04,FAB_010,2027-M02,19678,Critical
MD_00794,PLANT_04,FAB_008,2027-M07,18469,High
MD_00795,PLANT_01,FAB_012,2026-M11,8880,High
MD_00796,PLANT_02,FAB_017,2026-M12,19248,Normal
MD_00797,PLANT_05,FAB_008,2027-M10,4419,Normal
MD_00798,PLANT_03,FAB_026,2026-M01,10043,Critical
MD_00799,PLANT_04,FAB_002,2027-M04,23824,Normal
MD_00800,PLANT_04,FAB_015,2026-M03,13208,Normal
MD_00801,PLANT_04,FAB_003,2026-M08,23247,Critical
MD_00802,PLANT_01,FAB_025,2027-M01,10850,Critical
MD_00803,PLANT_01,FAB_002,2026-M06,18777,Critical
MD_00804,PLANT_01,FAB_016,2026-M07,8254,Critical
MD_00805,PLANT_02,FAB_029,2027-M11,3712,High
MD_00806,PLANT_01,FAB_010,2027-M04,21891,High
MD_00807,PLANT_01,FAB_014,2026-M04,7048,Normal
MD_00808,PLANT_04,FAB_012,2026-M06,19682,Critical
MD_00809,PLANT_02,FAB_025,2027-M08,8362,Normal
MD_00810,PLANT_03,FAB_016,2026-M11,16690,High
MD_00811,PLANT_03,FAB_012,2027-M06,7282,High
MD_00812,PLANT_04,FAB_029,2026-M09,7619,Normal
MD_00813,PLANT_04,FAB_026,2027-M03,7969,Normal
MD_00814,PLANT_03,FAB_030,2026-M08,20677,Normal
MD_00815,PLANT_03,FAB_011,2026-M07,2523,Normal
MD_00816,PLANT_05,FAB_021,2026-M12,5334,Critical
MD_00817,PLANT_03,FAB_013,2027-M06,17488,Critical
MD_00818,PLANT_04,FAB_023,2026-M04,9884,Critical
MD_00819,PLANT_03,FAB_030,2026-M01,9979,Critical
MD_00820,PLANT_05,FAB_012,2026-M09,8934,Normal
MD_00821,PLANT_04,FAB_013,2026-M12,18937,Critical
MD_00822,PLANT_01,FAB_020,2027-M11,10065,Normal
MD_00823,PLANT_01,FAB_020,2027-M01,16172,High
MD_00824,PLANT_02,FAB_004,2027-M02,7576,High
MD_00825,PLANT_04,FAB_018,2026-M11,16645,Critical
MD_00826,PLANT_05,FAB_009,2026-M07,11785,High
MD_00827,PLANT_03,FAB_018,2026-M12,2240,Critical
MD_00828,PLANT_01,FAB_017,2027-M09,16058,Normal
MD_00829,PLANT_01,FAB_011,2027-M10,17293,Normal
MD_00830,PLANT_04,FAB_021,2027-M11,12704,Normal
MD_00831,PLANT_05,FAB_029,2027-M10,10402,High
MD_00832,PLANT_01,FAB_011,2027-M07,14963,High
MD_00833,PLANT_03,FAB_008,2027-M07,5933,Critical
MD_00834,PLANT_01,FAB_012,2026-M03,2080,High
MD_00835,PLANT_03,FAB_014,2027-M09,18926,Critical
MD_00836,PLANT_04,FAB_030,2027-M09,16396,Normal
MD_00837,PLANT_05,FAB_029,2027-M09,6527,Normal
MD_00838,PLANT_04,FAB_011,2026-M12,23943,Critical
MD_00839,PLANT_05,FAB_026,2027-M10,21952,Normal
MD_00840,PLANT_02,FAB_027,2026-M04,6368,Critical
MD_00841,PLANT_05,FAB_028,2026-M08,5955,Critical
MD_00842,PLANT_03,FAB_006,2026-M08,2292,Critical
MD_00843,PLANT_01,FAB_011,2026-M03,15914,High
MD_00844,PLANT_03,FAB_005,2026-M07,11704,Normal
MD_00845,PLANT_01,FAB_019,2026-M09,14357,High
MD_00846,PLANT_04,FAB_010,2027-M08,22153,Critical
MD_00847,PLANT_05,FAB_003,2027-M02,11540,Critical
MD_00848,PLANT_05,FAB_010,2027-M01,8109,High
MD_00849,PLANT_02,FAB_023,2026-M04,11637,Normal
MD_00850,PLANT_03,FAB_014,2026-M01,9868,High
MD_00851,PLANT_01,FAB_003,2026-M09,16079,Normal
MD_00852,PLANT_03,FAB_028,2027-M07,12892,High
MD_00853,PLANT_01,FAB_005,2027-M05,2874,Critical
MD_00854,PLANT_05,FAB_009,2027-M08,8444,Normal
MD_00855,PLANT_03,FAB_022,2026-M11,8957,High
MD_00856,PLANT_01,FAB_021,2026-M01,21437,High
MD_00857,PLANT_04,FAB_015,2026-M10,19232,Normal
MD_00858,PLANT_03,FAB_004,2026-M03,11927,High
MD_00859,PLANT_04,FAB_012,2026-M07,9268,Critical
MD_00860,PLANT_03,FAB_022,2026-M03,13708,Critical
MD_00861,PLANT_04,FAB_009,2027-M02,2543,High
MD_00862,PLANT_04,FAB_029,2027-M05,2846,Critical
MD_00863,PLANT_02,FAB_003,2026-M06,10408,High
MD_00864,PLANT_03,FAB_007,2027-M12,2110,High
MD_00865,PLANT_02,FAB_024,2026-M06,21218,Critical
MD_00866,PLANT_03,FAB_011,2026-M05,4252,High
MD_00867,PLANT_04,FAB_006,2027-M11,9638,Normal
MD_00868,PLANT_03,FAB_018,2027-M06,21026,High
MD_00869,PLANT_03,FAB_012,2026-M12,20657,High
MD_00870,PLANT_05,FAB_009,2026-M04,8188,Critical
MD_00871,PLANT_05,FAB_023,2026-M05,19255,Critical
MD_00872,PLANT_05,FAB_015,2026-M11,14617,Critical
MD_00873,PLANT_05,FAB_020,2026-M01,20174,Critical
MD_00874,PLANT_03,FAB_025,2027-M11,14857,Critical
MD_00875,PLANT_02,FAB_002,2026-M05,19445,Critical
MD_00876,PLANT_02,FAB_011,2026-M05,18639,High
MD_00877,PLANT_04,FAB_027,2027-M10,17753,High
MD_00878,PLANT_04,FAB_014,2027-M04,9100,Critical
MD_00879,PLANT_01,FAB_012,2027-M09,19802,Critical
MD_00880,PLANT_03,FAB_004,2027-M03,5266,High
MD_00881,PLANT_04,FAB_020,2027-M01,20258,High
MD_00882,PLANT_01,FAB_020,2027-M12,21525,Normal
MD_00883,PLANT_04,FAB_013,2027-M11,13823,Normal
MD_00884,PLANT_03,FAB_029,2026-M05,2838,Normal
MD_00885,PLANT_03,FAB_002,2027-M05,9229,High
MD_00886,PLANT_05,FAB_014,2026-M01,16230,High
MD_00887,PLANT_05,FAB_009,2026-M10,21261,High
MD_00888,PLANT_03,FAB_003,2026-M04,9801,High
MD_00889,PLANT_05,FAB_021,2027-M09,21337,Normal
MD_00890,PLANT_04,FAB_022,2026-M01,2712,Critical
